instance,A,L,best_solution,best_multi_solution,best_fitness,best_multi_fitness
test_data/data_demand_random_50_batch_all1_equal_cluster/R101_1.dat,8,120,"[[[[0,[4,6,7,8,13,14,15,16,18,21,11,10,26]],[4,[29,30]],[6,[]],[7,[]],[8,[34]],[1,[1]],[13,[]],[14,[]],[15,[]],[30,[]],[29,[]],[16,[]],[18,[]],[21,[]],[11,[]],[10,[]],[41,[42,43,45,44,41,37,36]],[44,[]],[45,[]],[43,[]],[42,[]],[26,[]],[36,[]],[37,[]],[34,[]]],[[0,[2,12,9,17,19,20,22,23,24,25,28,27,5]],[3,[3]],[2,[32,33,35,31]],[12,[40,38,39]],[9,[]],[17,[]],[19,[]],[20,[]],[22,[]],[23,[]],[24,[]],[25,[]],[32,[]],[33,[50,49,48,47,46]],[40,[]],[35,[]],[38,[]],[31,[]],[39,[]],[28,[]],[50,[]],[49,[]],[48,[]],[47,[]],[46,[]],[27,[]],[5,[]]]],[[[4,[29,30]],[3,[3]]],[[2,[32,33,35,31]],[8,[34]]],[[12,[40,38,39]],[1,[1]]],[[41,[42,43,45,44,41,37,36]]],[[33,[50,49,48,47,46]]]]]","[[[[0,[4,6,7,8,13,14,15,16,18,21,11,10,26]],[4,[29,30]],[6,[]],[7,[]],[8,[34]],[1,[1]],[13,[]],[14,[]],[15,[]],[30,[]],[29,[]],[16,[]],[18,[]],[21,[]],[11,[]],[10,[]],[41,[42,43,45,44,41,37,36]],[44,[]],[45,[]],[43,[]],[42,[]],[26,[]],[36,[]],[37,[]],[34,[]]],[[0,[2,12,9,17,19,20,22,23,24,25,28,27,5]],[3,[3]],[2,[32,33,35,31]],[12,[40,38,39]],[9,[]],[17,[]],[19,[]],[20,[]],[22,[]],[23,[]],[24,[]],[25,[]],[32,[]],[33,[50,49,48,47,46]],[40,[]],[35,[]],[38,[]],[31,[]],[39,[]],[28,[]],[50,[]],[49,[]],[48,[]],[47,[]],[46,[]],[27,[]],[5,[]]]],[[[4,[29,30]],[3,[3]]],[[2,[32,33,35,31]],[8,[34]]],[[12,[40,38,39]],[1,[1]]],[[41,[42,43,45,44,41,37,36]]],[[33,[50,49,48,47,46]]]]]",1170.360679775,1170.360679775
test_data/data_demand_random_50_batch_all1_equal_cluster/R101_2.5.dat,4,60,"[[[[0,[1,24,9,8,5,3,4,17,18,20,21,36,22,38,37,10,12,13,15,25,27,35,34,33,16,32]],[1,[]],[24,[]],[9,[]],[8,[]],[5,[]],[3,[]],[4,[]],[17,[]],[18,[]],[20,[]],[21,[]],[36,[]],[22,[40,41]],[40,[]],[41,[]],[43,[44,43,50]],[44,[]],[50,[]],[38,[]],[37,[]],[10,[]],[12,[]],[13,[]],[15,[]],[25,[]],[27,[]],[35,[]],[34,[]],[33,[]],[16,[]],[32,[]]],[[0,[31,26,28,30,29,14,11,45,46,47,48,49,7,6,39,42,23,19,2]],[31,[]],[26,[]],[28,[]],[30,[]],[29,[]],[14,[]],[11,[]],[45,[]],[46,[]],[47,[]],[48,[]],[49,[]],[7,[]],[6,[]],[39,[]],[42,[]],[23,[]],[19,[]],[2,[]]]],[[[22,[40,41]]],[[43,[44,43,50]]]]]",,1653,
test_data/data_demand_random_50_batch_all1_equal_cluster/R101_2.5.dat,4,60,"[[[[0,[1,2,17,16,14,15,13,12,11,8,5,3,4,22,21,20,18,19,10,9]],[1,[]],[2,[]],[17,[]],[16,[]],[14,[]],[25,[25,23,30]],[30,[]],[15,[]],[13,[]],[12,[]],[11,[]],[8,[]],[5,[]],[3,[37,36]],[4,[]],[23,[]],[22,[]],[36,[]],[21,[]],[20,[]],[18,[]],[19,[41,34,40]],[40,[]],[41,[]],[43,[43,35,32,31]],[44,[49,50,44,33]],[49,[]],[50,[]],[37,[]],[10,[]],[9,[]],[32,[]],[31,[]],[35,[]],[34,[]],[33,[]]],[[0,[24,27,26,29,28,45,46,47,48,38,7,6,42,39]],[24,[]],[27,[]],[26,[]],[29,[]],[28,[]],[45,[]],[46,[]],[47,[]],[48,[]],[38,[]],[7,[]],[6,[]],[42,[]],[39,[]]]],[[[25,[25,23,30]]],[[3,[37,36]]],[[19,[41,34,40]]],[[43,[43,35,32,31]]],[[44,[49,50,44,33]]]]]",,1584,
test_data/data_demand_random_50_batch_all1_equal_cluster/R101_2.5.dat,4,90,"[[[[0,[12,11,10,9,8,5,3,4,23,22,19,18,17,16,15,14,29,30,28,26,27,21,20,31,25,24,7]],[12,[]],[11,[]],[10,[]],[9,[]],[8,[]],[5,[]],[3,[]],[4,[]],[23,[]],[22,[]],[19,[38,32,36]],[18,[]],[17,[]],[16,[]],[32,[]],[15,[]],[14,[]],[29,[]],[30,[43,34,35,33]],[28,[]],[26,[]],[27,[]],[35,[]],[34,[]],[21,[]],[36,[]],[20,[]],[33,[]],[31,[]],[25,[]],[24,[]],[38,[]],[44,[44]],[43,[]],[7,[]]],[[0,[2,6,39,42,40,41,49,48,50,46,47,37,45,13,1]],[2,[]],[6,[]],[39,[]],[42,[]],[40,[]],[41,[]],[49,[]],[48,[]],[50,[]],[46,[]],[47,[]],[37,[]],[45,[]],[13,[]],[1,[]]]],[[[19,[38,32,36]]],[[30,[43,34,35,33]]],[[44,[44]]]]]","[[[[0,[12,11,10,9,8,5,3,4,23,22,19,17,16,15,28,14,29,30,26,27,31,20,18,21,25,24,7]],[12,[]],[11,[]],[10,[]],[9,[]],[8,[]],[5,[]],[3,[]],[4,[]],[23,[]],[22,[]],[19,[38,32,36]],[17,[]],[16,[]],[15,[]],[28,[]],[14,[]],[29,[]],[30,[43,34,35,33]],[26,[]],[27,[]],[31,[]],[33,[]],[20,[]],[18,[]],[36,[]],[21,[]],[34,[]],[35,[]],[32,[]],[25,[]],[24,[]],[38,[]],[43,[44]],[44,[]],[7,[]]],[[0,[2,6,39,42,40,41,49,48,50,47,46,37,45,13]],[2,[]],[6,[]],[39,[]],[42,[]],[40,[]],[41,[]],[49,[]],[48,[]],[50,[]],[47,[]],[46,[]],[37,[]],[45,[]],[13,[]],[1,[1]]]],[[[19,[38,32,36]]],[[30,[43,34,35,33]]],[[43,[44]],[1,[1]]]]]",1553,1573
test_data/data_demand_random_50_batch_all1_equal_cluster/R101_2.5.dat,4,120,"[[[[0,[2,17,16,25,15,28,30,29,14,13,10,9,3,22,19,18,20,21,27,26,31,8,5,6,7]],[2,[]],[17,[]],[16,[]],[25,[]],[15,[]],[28,[]],[30,[]],[29,[]],[14,[]],[13,[]],[10,[]],[9,[]],[3,[]],[22,[]],[19,[]],[18,[]],[20,[]],[21,[]],[34,[34,33,35]],[33,[]],[35,[]],[27,[]],[26,[32,49,43,38]],[31,[]],[32,[]],[8,[]],[5,[]],[6,[]],[43,[]],[49,[]],[38,[]],[7,[]]],[[0,[4,23,36,42,39,40,41,44,37,11,12,24,1]],[4,[]],[23,[]],[36,[]],[42,[]],[39,[]],[40,[]],[41,[]],[44,[]],[48,[46,45,47,48]],[50,[50]],[47,[]],[46,[]],[37,[]],[45,[]],[11,[]],[12,[]],[24,[]],[1,[]]]],[[[34,[34,33,35]]],[[26,[32,49,43,38]]],[[48,[46,45,47,48]]],[[50,[50]]]]]","[[[[0,[2,17,16,25,15,28,30,29,14,13,10,9,3,22,19,18,20,21,27,26,31,8,6,7]],[2,[]],[17,[]],[16,[]],[25,[]],[15,[]],[28,[]],[30,[]],[29,[]],[14,[]],[13,[]],[10,[]],[9,[]],[3,[]],[22,[]],[19,[]],[18,[]],[20,[]],[21,[]],[34,[34,33,35]],[33,[]],[35,[]],[27,[]],[26,[32,49,43,38]],[31,[]],[32,[]],[8,[]],[5,[5]],[6,[]],[43,[]],[49,[]],[38,[]],[7,[]]],[[0,[4,23,36,42,39,40,41,44,37,11,12,24,1]],[4,[]],[23,[]],[36,[]],[42,[]],[39,[]],[40,[]],[41,[]],[44,[]],[48,[46,45,47,48]],[50,[50]],[47,[]],[46,[]],[45,[]],[37,[]],[11,[]],[12,[]],[24,[]],[1,[]]]],[[[34,[34,33,35]]],[[26,[32,49,43,38]]],[[48,[46,45,47,48]]],[[50,[50]],[5,[5]]]]]",1485,1489
test_data/data_demand_random_50_batch_all1_equal_cluster/R101_2.5.dat,8,60,"[[[[0,[32,31,35,33,34,18,4,22,38,37,10,25,15,26,28,13,12,24,1,16,17,3,5,8,9]],[32,[]],[31,[]],[35,[]],[33,[]],[34,[]],[18,[]],[4,[]],[22,[40,41]],[40,[]],[41,[]],[43,[44,43,50]],[44,[]],[50,[]],[38,[]],[37,[]],[10,[]],[25,[]],[15,[]],[26,[]],[28,[]],[13,[]],[12,[]],[24,[]],[1,[]],[16,[]],[17,[]],[3,[]],[5,[]],[8,[]],[9,[]]],[[0,[27,30,29,14,11,45,46,47,48,49,7,6,39,42,23,36,21,20,19,2]],[27,[]],[30,[]],[29,[]],[14,[]],[11,[]],[45,[]],[46,[]],[47,[]],[48,[]],[49,[]],[7,[]],[6,[]],[39,[]],[42,[]],[23,[]],[36,[]],[21,[]],[20,[]],[19,[]],[2,[]]]],[[[22,[40,41]]],[[43,[44,43,50]]]]]",,1716,
test_data/data_demand_random_50_batch_all1_equal_cluster/R101_2.5.dat,8,60,"[[[[0,[9,8,5,3,4,17,16,33,34,21,20,18,38,37,10,13,24,25,15,28,30,27,35,1]],[9,[]],[8,[]],[5,[]],[3,[]],[4,[]],[17,[]],[16,[]],[33,[]],[34,[]],[21,[]],[20,[]],[18,[]],[19,[19,40,41]],[40,[]],[41,[]],[43,[44,43,50]],[44,[]],[50,[]],[38,[]],[37,[]],[10,[]],[13,[]],[24,[]],[25,[]],[15,[]],[28,[]],[30,[]],[27,[]],[35,[]],[1,[]]],[[0,[32,31,26,29,14,12,11,45,46,47,48,49,7,6,39,42,23,36,22,2]],[32,[]],[31,[]],[26,[]],[29,[]],[14,[]],[12,[]],[11,[]],[45,[]],[46,[]],[47,[]],[48,[]],[49,[]],[7,[]],[6,[]],[39,[]],[42,[]],[23,[]],[36,[]],[22,[]],[2,[]]]],[[[19,[19,40,41]]],[[43,[44,43,50]]]]]",,1648,
test_data/data_demand_random_50_batch_all1_equal_cluster/R101_2.5.dat,8,90,"[[[[0,[4,1,15,11,10,9,23,22,19]],[8,[8]],[4,[28,30,29,26,25,24,31]],[1,[]],[15,[]],[11,[]],[10,[]],[9,[]],[23,[]],[22,[]],[19,[38,37,35]],[31,[]],[27,[27]],[28,[]],[30,[]],[29,[]],[26,[]],[25,[]],[38,[]],[37,[]],[35,[]],[24,[]]],[[0,[5,6,3,2,13,14,12,20,18,17,16]],[7,[7]],[5,[]],[6,[]],[3,[]],[2,[21]],[13,[]],[14,[]],[12,[]],[21,[32,33,34,36]],[20,[]],[18,[]],[17,[]],[16,[39,42,40,41,44]],[32,[]],[33,[]],[34,[]],[36,[48,50,47,46,45,43,49]],[39,[]],[42,[]],[40,[]],[41,[]],[44,[]],[43,[]],[49,[]],[48,[]],[50,[]],[47,[]],[46,[]],[45,[]]]],[[[8,[8]],[7,[7]]],[[2,[21]],[4,[28,30,29,26,25,24,31]]],[[21,[32,33,34,36]]],[[19,[38,37,35]],[16,[39,42,40,41,44]]],[[27,[27]]],[[36,[48,50,47,46,45,43,49]]]]]","[[[[0,[4,1,15,11,10,9,23,22,19]],[8,[8]],[4,[28,30,29,26,25,24,31]],[1,[]],[15,[]],[11,[]],[10,[]],[9,[]],[23,[]],[22,[]],[19,[38,37,35]],[31,[]],[27,[27]],[28,[]],[30,[]],[29,[]],[26,[]],[25,[]],[38,[]],[37,[]],[35,[]],[24,[]]],[[0,[5,6,3,2,13,14,12,20,18,17,16]],[7,[7]],[5,[]],[6,[]],[3,[]],[2,[21]],[13,[]],[14,[]],[12,[]],[21,[32,33,34,36]],[20,[]],[18,[]],[17,[]],[16,[39,42,40,41,44]],[32,[]],[33,[]],[34,[]],[36,[48,50,47,46,45,43,49]],[39,[]],[42,[]],[40,[]],[41,[]],[44,[]],[43,[]],[49,[]],[48,[]],[50,[]],[47,[]],[46,[]],[45,[]]]],[[[8,[8]],[7,[7]]],[[2,[21]],[4,[28,30,29,26,25,24,31]]],[[21,[32,33,34,36]]],[[19,[38,37,35]],[16,[39,42,40,41,44]]],[[27,[27]]],[[36,[48,50,47,46,45,43,49]]]]]",1565.055512755,1565.055512755
test_data/data_demand_random_50_batch_all1_equal_cluster/R101_2.5.dat,8,90,"[[[[0,[1,2,5,3,4,7,8,13,14,15,11,10,9]],[1,[]],[2,[]],[5,[17,19,18]],[3,[]],[4,[]],[18,[]],[17,[]],[7,[]],[8,[]],[13,[]],[14,[]],[15,[38,37,35]],[11,[]],[10,[28,30,29,26,25,24]],[9,[]],[19,[]],[28,[]],[30,[]],[29,[]],[26,[]],[25,[]],[38,[]],[37,[]],[35,[]],[24,[]]],[[0,[6,12]],[23,[23,22,21,20]],[22,[]],[6,[]],[12,[]],[21,[32,33,34,36,31,27]],[20,[]],[16,[16]],[31,[]],[27,[]],[32,[]],[33,[]],[34,[]],[36,[48,50,47,46,45,43,49]],[39,[39,42,40,41,44]],[42,[]],[40,[]],[41,[]],[44,[]],[43,[]],[49,[]],[48,[]],[50,[]],[47,[]],[46,[]],[45,[]]]],[[[5,[17,19,18]],[23,[23,22,21,20]]],[[15,[38,37,35]]],[[21,[32,33,34,36,31,27]]],[[10,[28,30,29,26,25,24]],[16,[16]]],[[36,[48,50,47,46,45,43,49]]],[[39,[39,42,40,41,44]]]]]","[[[[0,[1,2,5,3,4,7,8,13,14,15,11,10,9]],[1,[]],[2,[]],[5,[17,19,18]],[3,[]],[4,[]],[18,[]],[17,[]],[7,[]],[8,[]],[13,[]],[14,[]],[15,[38,37,35]],[11,[]],[10,[28,30,29,26,25,24]],[9,[]],[19,[]],[28,[]],[30,[]],[29,[]],[26,[]],[25,[]],[38,[]],[37,[]],[35,[]],[24,[]]],[[0,[6,12]],[23,[23,22,21,20]],[22,[]],[6,[]],[12,[]],[21,[32,33,34,36,31,27]],[20,[]],[16,[16]],[31,[]],[27,[]],[32,[]],[33,[]],[34,[]],[36,[48,50,47,46,45,43,49]],[39,[39,42,40,41,44]],[42,[]],[40,[]],[41,[]],[44,[]],[43,[]],[49,[]],[48,[]],[50,[]],[47,[]],[46,[]],[45,[]]]],[[[5,[17,19,18]],[23,[23,22,21,20]]],[[15,[38,37,35]]],[[21,[32,33,34,36,31,27]]],[[10,[28,30,29,26,25,24]],[16,[16]]],[[36,[48,50,47,46,45,43,49]]],[[39,[39,42,40,41,44]]]]]",1570.055512755,1570.055512755
test_data/data_demand_random_50_batch_all1_equal_cluster/R101_2.5.dat,8,120,"[[[[0,[4,1,15,11,10,23,22,19]],[8,[8]],[4,[28,30,29,26,25,24]],[1,[]],[15,[]],[11,[]],[10,[]],[9,[9]],[23,[]],[22,[]],[19,[38,37,35]],[31,[31,27]],[27,[]],[28,[]],[30,[]],[29,[]],[26,[]],[25,[]],[38,[]],[37,[]],[35,[]],[24,[]]],[[0,[7,5,6,3,13,14,12,20,18,17,16]],[7,[]],[5,[]],[6,[]],[3,[]],[2,[2]],[13,[21]],[14,[]],[12,[]],[21,[32,34,36]],[20,[]],[18,[]],[17,[]],[16,[39,42,40,41,44]],[32,[]],[33,[33]],[34,[]],[36,[48,50,47,46,45,43,49]],[39,[]],[42,[]],[40,[]],[41,[]],[44,[]],[43,[]],[49,[]],[48,[]],[50,[]],[47,[]],[46,[]],[45,[]]]],[[[2,[2]],[8,[8]]],[[4,[28,30,29,26,25,24]],[13,[21]]],[[9,[9]],[21,[32,34,36]]],[[19,[38,37,35]],[16,[39,42,40,41,44]]],[[31,[31,27]],[33,[33]]],[[36,[48,50,47,46,45,43,49]]]]]","[[[[0,[4,1,15,11,10,23,22,19]],[8,[8]],[4,[28,30,29,26,25,24]],[1,[]],[15,[]],[11,[]],[10,[]],[9,[9]],[23,[]],[22,[]],[19,[38,37,35]],[31,[31,27]],[27,[]],[28,[]],[30,[]],[29,[]],[26,[]],[25,[]],[38,[]],[37,[]],[35,[]],[24,[]]],[[0,[7,5,6,3,13,14,12,20,18,17,16]],[7,[]],[5,[]],[6,[]],[3,[]],[2,[2]],[13,[21]],[14,[]],[12,[]],[21,[32,34,36]],[20,[]],[18,[]],[17,[]],[16,[39,42,40,41,44]],[32,[]],[33,[33]],[34,[]],[36,[48,50,47,46,45,43,49]],[39,[]],[42,[]],[40,[]],[41,[]],[44,[]],[43,[]],[49,[]],[48,[]],[50,[]],[47,[]],[46,[]],[45,[]]]],[[[2,[2]],[8,[8]]],[[4,[28,30,29,26,25,24]],[13,[21]]],[[9,[9]],[21,[32,34,36]]],[[19,[38,37,35]],[16,[39,42,40,41,44]]],[[31,[31,27]],[33,[33]]],[[36,[48,50,47,46,45,43,49]]]]]",1565.055512755,1565.055512755
test_data/data_demand_random_50_batch_all1_equal_cluster/R101_2.5.dat,8,120,"[[[[0,[11,10,9,23,22,4]],[16,[16]],[31,[31]],[15,[15]],[11,[30,29,26,25,24]],[10,[]],[9,[]],[23,[]],[22,[]],[19,[19]],[4,[38,37,35]],[27,[27]],[30,[]],[29,[]],[26,[]],[25,[]],[38,[]],[37,[]],[35,[]],[24,[]]],[[0,[8,1,7,5,6,3,14,12]],[8,[]],[1,[]],[7,[]],[5,[]],[6,[]],[3,[]],[2,[2]],[28,[28,21]],[13,[13]],[14,[]],[12,[]],[21,[]],[20,[20]],[18,[17,18]],[17,[39,42,40,41,44]],[32,[32,33]],[33,[]],[34,[34]],[36,[48,50,47,46,45,43,49,36]],[39,[]],[42,[]],[40,[]],[41,[]],[44,[]],[43,[]],[49,[]],[48,[]],[50,[]],[47,[]],[46,[]],[45,[]]]],[[[2,[2]],[16,[16]]],[[31,[31]]],[[28,[28,21]],[15,[15]]],[[13,[13]],[11,[30,29,26,25,24]]],[[19,[19]],[20,[20]]],[[18,[17,18]]],[[17,[39,42,40,41,44]],[4,[38,37,35]]],[[32,[32,33]]],[[34,[34]],[27,[27]]],[[36,[48,50,47,46,45,43,49,36]]]]]","[[[[0,[11,10,9,23,22,4]],[16,[16]],[31,[31]],[15,[15]],[11,[30,29,26,25,24]],[10,[]],[9,[]],[23,[]],[22,[]],[19,[19]],[4,[38,37,35]],[27,[27]],[30,[]],[29,[]],[26,[]],[25,[]],[38,[]],[37,[]],[35,[]],[24,[]]],[[0,[8,1,7,5,6,3,14,12]],[8,[]],[1,[]],[7,[]],[5,[]],[6,[]],[3,[]],[2,[2]],[28,[28,21]],[13,[13]],[14,[]],[12,[]],[21,[]],[20,[20]],[18,[17,18]],[17,[39,42,40,41,44]],[32,[32,33]],[33,[]],[34,[34]],[36,[48,50,47,46,45,43,49,36]],[39,[]],[42,[]],[40,[]],[41,[]],[44,[]],[43,[]],[49,[]],[48,[]],[50,[]],[47,[]],[46,[]],[45,[]]]],[[[2,[2]],[16,[16]]],[[31,[31]]],[[28,[28,21]],[15,[15]]],[[13,[13]],[11,[30,29,26,25,24]]],[[19,[19]],[20,[20]]],[[18,[17,18]]],[[17,[39,42,40,41,44]],[4,[38,37,35]]],[[32,[32,33]]],[[34,[34]],[27,[27]]],[[36,[48,50,47,46,45,43,49,36]]]]]",1565.055512755,1565.055512755
test_data/data_demand_random_50_batch_all1_equal_cluster/R101_2.dat,4,60,"[[[[0,[2,4,11,10,20,19,18,15,5,6,7,8,3,9,16,17,21,12,13,1]],[2,[]],[4,[]],[11,[]],[10,[]],[20,[]],[19,[]],[18,[]],[15,[]],[5,[]],[6,[]],[7,[]],[8,[]],[3,[]],[9,[31,32]],[31,[]],[32,[]],[34,[34,37]],[35,[28,29,35,25]],[29,[]],[28,[]],[27,[27,36,42]],[36,[]],[38,[50,38,23]],[37,[]],[50,[]],[23,[]],[24,[49,44,43,24]],[25,[]],[16,[]],[17,[]],[49,[]],[44,[]],[21,[]],[42,[]],[43,[]],[12,[]],[13,[]],[1,[]]],[[0,[39,41,40,33,30,26,22,47,48,46,45,14]],[39,[]],[41,[]],[40,[]],[33,[]],[30,[]],[26,[]],[22,[]],[47,[]],[48,[]],[46,[]],[45,[]],[14,[]]]],[[[9,[31,32]]],[[34,[34,37]]],[[35,[28,29,35,25]]],[[27,[27,36,42]]],[[38,[50,38,23]]],[[24,[49,44,43,24]]]]]",,1379,
test_data/data_demand_random_50_batch_all1_equal_cluster/R101_2.dat,4,60,"[[[[0,[2,3,4,11,9,28,27,26,7,8,6,5,22,23,24,21,20,19,18,10]],[2,[]],[3,[]],[4,[]],[11,[]],[30,[30]],[9,[]],[34,[34,35,38]],[35,[]],[28,[]],[27,[]],[26,[]],[7,[]],[8,[]],[6,[]],[5,[50,44]],[22,[]],[38,[]],[50,[]],[23,[]],[24,[45,46,49,17]],[17,[]],[49,[]],[46,[]],[45,[]],[44,[]],[21,[]],[20,[]],[19,[]],[18,[]],[10,[]]],[[0,[13,42,41,39,40,33,31,32,29,36,37,16,15,14,1]],[13,[]],[12,[12,43]],[43,[]],[42,[]],[41,[]],[39,[]],[40,[]],[33,[]],[31,[]],[32,[]],[29,[]],[36,[]],[37,[]],[25,[25,47,48]],[47,[]],[48,[]],[16,[]],[15,[]],[14,[]],[1,[]]]],[[[30,[30]]],[[34,[34,35,38]]],[[12,[12,43]]],[[5,[50,44]]],[[24,[45,46,49,17]]],[[25,[25,47,48]]]]]","[[[[0,[2,3,4,11,9,28,27,26,7,8,6,5,23,24,21,20,19,18]],[2,[]],[3,[]],[4,[]],[11,[]],[30,[30]],[9,[]],[34,[34,35,38]],[35,[]],[28,[]],[27,[]],[26,[]],[7,[]],[8,[22]],[6,[]],[5,[50,44]],[22,[]],[38,[]],[50,[]],[23,[]],[24,[45,46,49,17]],[17,[]],[49,[]],[46,[]],[45,[]],[44,[]],[21,[]],[20,[]],[19,[]],[18,[]]],[[0,[13,12,42,41,39,40,33,31,32,29,36,37,25,16,15,14,1]],[13,[]],[12,[]],[10,[10,43]],[43,[]],[42,[]],[41,[]],[39,[]],[40,[]],[33,[]],[31,[]],[32,[]],[29,[]],[36,[]],[37,[]],[25,[47,48]],[47,[]],[48,[]],[16,[]],[15,[]],[14,[]],[1,[]]]],[[[30,[30]]],[[34,[34,35,38]]],[[10,[10,43]],[8,[22]]],[[5,[50,44]]],[[24,[45,46,49,17]]],[[25,[47,48]]]]]",1365,1383
test_data/data_demand_random_50_batch_all1_equal_cluster/R101_2.dat,4,90,"[[[[0,[9,5,7,8,2,4,10,12,13,11,1]],[9,[]],[5,[]],[7,[]],[8,[]],[2,[]],[4,[21,20,19,18]],[10,[]],[12,[]],[13,[]],[11,[]],[21,[]],[20,[]],[19,[]],[1,[32,31,33,30]],[18,[]],[30,[45,44,42,29]],[29,[]],[32,[]],[31,[]],[33,[]],[42,[]],[44,[38,50]],[45,[]],[50,[]],[38,[]]],[[0,[6,17,16,15,14,25,24,23,22,26,28,27,3]],[6,[]],[17,[]],[16,[]],[15,[]],[14,[]],[25,[]],[24,[37,36,35,34]],[23,[]],[22,[]],[26,[]],[28,[]],[27,[40,39,41]],[37,[]],[36,[47,48,49]],[35,[]],[34,[43,46]],[3,[]],[40,[]],[39,[]],[41,[]],[43,[]],[46,[]],[49,[]],[48,[]],[47,[]]]],[[[4,[21,20,19,18]]],[[1,[32,31,33,30]]],[[30,[45,44,42,29]]],[[24,[37,36,35,34]]],[[27,[40,39,41]]],[[36,[47,48,49]]],[[44,[38,50]]],[[34,[43,46]]]]]","[[[[0,[9,5,7,8,2,4,10,12,13,11,1]],[9,[]],[5,[]],[7,[]],[8,[]],[2,[]],[4,[21,20,19,18]],[10,[]],[12,[]],[13,[]],[11,[]],[21,[]],[20,[]],[19,[]],[1,[32,31,30]],[18,[]],[30,[45,44,42,29]],[29,[]],[32,[]],[31,[]],[33,[33]],[42,[]],[44,[]],[45,[]]],[[0,[6,17,16,15,25,24,23,22,26,28,27,3]],[6,[]],[17,[]],[16,[]],[15,[]],[14,[14]],[25,[]],[24,[37,36,35,34]],[23,[]],[22,[]],[26,[]],[28,[]],[27,[40,39,41]],[50,[50,38]],[38,[]],[37,[]],[36,[47,48,49]],[35,[]],[34,[43,46]],[3,[]],[40,[]],[39,[]],[41,[]],[43,[]],[46,[]],[49,[]],[48,[]],[47,[]]]],[[[4,[21,20,19,18]]],[[1,[32,31,30]],[14,[14]]],[[30,[45,44,42,29]]],[[24,[37,36,35,34]]],[[27,[40,39,41]]],[[50,[50,38]]],[[36,[47,48,49]]],[[34,[43,46]],[33,[33]]]]]",1469,1484.426406871
test_data/data_demand_random_50_batch_all1_equal_cluster/R101_2.dat,4,120,"[[[[0,[2,4,1,11,12,21,20,19,26,7,18,10,9,29]],[8,[8]],[2,[32,31,33,30]],[4,[]],[1,[]],[11,[]],[12,[]],[21,[]],[20,[]],[19,[]],[26,[]],[7,[45,44,42]],[30,[]],[32,[]],[31,[]],[33,[]],[42,[]],[45,[]],[44,[]],[18,[]],[10,[]],[9,[]],[29,[]],[50,[50,38]],[38,[]]],[[0,[3,13,17,16,15,14,25,24,23,22,5]],[3,[]],[6,[6]],[13,[]],[17,[]],[16,[]],[15,[28,27,34,39]],[14,[]],[25,[]],[24,[]],[23,[]],[22,[]],[5,[40]],[28,[]],[27,[43,46,37,35]],[37,[]],[36,[47,48,49,36]],[35,[]],[34,[]],[40,[]],[39,[41]],[43,[]],[41,[]],[47,[]],[48,[]],[49,[]],[46,[]]]],[[[6,[6]],[8,[8]]],[[15,[28,27,34,39]]],[[2,[32,31,33,30]]],[[5,[40]],[7,[45,44,42]]],[[27,[43,46,37,35]]],[[36,[47,48,49,36]]],[[50,[50,38]]],[[39,[41]]]]]","[[[[0,[2,4,1,11,12,21,20,19,26,7,18,10,9,29]],[8,[8]],[2,[32,31,33,30]],[4,[]],[1,[]],[11,[]],[12,[]],[21,[]],[20,[]],[19,[]],[26,[]],[7,[45,44,42]],[30,[]],[32,[]],[31,[]],[33,[]],[42,[]],[45,[]],[44,[]],[18,[]],[10,[]],[9,[]],[29,[]],[50,[50,38]],[38,[]]],[[0,[3,13,17,16,15,14,25,24,23,22,5]],[3,[]],[6,[6]],[13,[]],[17,[]],[16,[]],[15,[28,27,34,39]],[14,[]],[25,[]],[24,[]],[23,[]],[22,[]],[5,[40]],[28,[]],[27,[43,46,37,35]],[37,[]],[36,[47,48,49,36]],[35,[]],[34,[]],[40,[]],[39,[41]],[43,[]],[41,[]],[47,[]],[48,[]],[49,[]],[46,[]]]],[[[6,[6]],[8,[8]]],[[15,[28,27,34,39]]],[[2,[32,31,33,30]]],[[5,[40]],[7,[45,44,42]]],[[27,[43,46,37,35]]],[[36,[47,48,49,36]]],[[50,[50,38]]],[[39,[41]]]]]",1621.32455532,1621.32455532
