instance,A,L,best_solution,best_multi_solution,best_fitness,best_multi_fitness
test_data/data_demand_random_50_batch_all1_equal_random/RC101_0.5.dat,4,90,"[[[[0,[30,13,26,29,19,18,46,36,45,7,39,42,17,5,33,47,14,16,44,35,1,22]],[30,[]],[13,[]],[26,[]],[29,[]],[19,[]],[18,[]],[46,[]],[36,[]],[45,[]],[7,[]],[39,[]],[42,[]],[17,[]],[5,[]],[33,[]],[47,[]],[14,[]],[16,[]],[44,[]],[35,[]],[1,[]],[22,[]]],[[0,[48,38,10,12,34,21,28,25,20,27,41,11,49,32,8,31,6,4,15,43,37,23,50,40,9,24,3,2]],[48,[]],[38,[]],[10,[]],[12,[]],[34,[]],[21,[]],[28,[]],[25,[]],[20,[]],[27,[]],[41,[]],[11,[]],[49,[]],[32,[]],[8,[]],[31,[]],[6,[]],[4,[]],[15,[]],[43,[]],[37,[]],[23,[]],[50,[]],[40,[]],[9,[]],[24,[]],[3,[]],[2,[]]]],[]]",,776,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_0.5.dat,4,120,"[[[[0,[30,48,13,26,29,19,18,46,36,45,7,39,42,17,5,33,47,14,16,44,35,1,22]],[30,[]],[48,[]],[13,[]],[26,[]],[29,[]],[19,[]],[18,[]],[46,[]],[36,[]],[45,[]],[7,[]],[39,[]],[42,[]],[17,[]],[5,[]],[33,[]],[47,[]],[14,[]],[16,[]],[44,[]],[35,[]],[1,[]],[22,[]]],[[0,[38,10,12,34,21,28,25,20,27,41,11,49,32,8,31,6,4,15,43,37,23,50,40,9,24,3,2]],[38,[]],[10,[]],[12,[]],[34,[]],[21,[]],[28,[]],[25,[]],[20,[]],[27,[]],[41,[]],[11,[]],[49,[]],[32,[]],[8,[]],[31,[]],[6,[]],[4,[]],[15,[]],[43,[]],[37,[]],[23,[]],[50,[]],[40,[]],[9,[]],[24,[]],[3,[]],[2,[]]]],[]]",,776,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_0.5.dat,4,120,"[[[[0,[30,13,26,29,19,18,46,36,45,7,39,42,17,5,33,47,14,16,44,35,1,22]],[30,[]],[13,[]],[26,[]],[29,[]],[19,[]],[18,[]],[46,[]],[36,[]],[45,[]],[7,[]],[39,[]],[42,[]],[17,[]],[5,[]],[33,[]],[47,[]],[14,[]],[16,[]],[44,[]],[35,[]],[1,[]],[22,[]]],[[0,[48,38,10,12,34,21,28,25,20,27,41,11,49,32,8,31,6,4,15,43,37,23,50,40,9,24,3,2]],[48,[]],[38,[]],[10,[]],[12,[]],[34,[]],[21,[]],[28,[]],[25,[]],[20,[]],[27,[]],[41,[]],[11,[]],[49,[]],[32,[]],[8,[]],[31,[]],[6,[]],[4,[]],[15,[]],[43,[]],[37,[]],[23,[]],[50,[]],[40,[]],[9,[]],[24,[]],[3,[]],[2,[]]]],[]]",,776,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_0.5.dat,8,60,"[[[[0,[48,13,26,29,19,18,46,36,45,7,39,42,17,5,33,47,14,16,44,35,1,22]],[48,[]],[13,[]],[26,[]],[29,[]],[19,[]],[18,[]],[46,[]],[36,[]],[45,[]],[7,[]],[39,[]],[42,[]],[17,[]],[5,[]],[33,[]],[47,[]],[14,[]],[16,[]],[44,[]],[35,[]],[1,[]],[22,[]]],[[0,[30,38,10,12,34,21,28,25,20,27,41,11,49,32,8,31,6,4,15,43,37,23,50,40,9,24,3,2]],[30,[]],[38,[]],[10,[]],[12,[]],[34,[]],[21,[]],[28,[]],[25,[]],[20,[]],[27,[]],[41,[]],[11,[]],[49,[]],[32,[]],[8,[]],[31,[]],[6,[]],[4,[]],[15,[]],[43,[]],[37,[]],[23,[]],[50,[]],[40,[]],[9,[]],[24,[]],[3,[]],[2,[]]]],[]]",,776,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_0.5.dat,8,60,"[[[[0,[30,48,13,26,29,19,18,46,36,45,7,39,42,17,5,33,47,14,16,44,35,1,22]],[30,[]],[48,[]],[13,[]],[26,[]],[29,[]],[19,[]],[18,[]],[46,[]],[36,[]],[45,[]],[7,[]],[39,[]],[42,[]],[17,[]],[5,[]],[33,[]],[47,[]],[14,[]],[16,[]],[44,[]],[35,[]],[1,[]],[22,[]]],[[0,[38,10,12,34,28,21,25,20,27,41,11,49,32,8,31,6,4,15,43,37,23,50,40,9,24,3,2]],[38,[]],[10,[]],[12,[]],[34,[]],[28,[]],[21,[]],[25,[]],[20,[]],[27,[]],[41,[]],[11,[]],[49,[]],[32,[]],[8,[]],[31,[]],[6,[]],[4,[]],[15,[]],[43,[]],[37,[]],[23,[]],[50,[]],[40,[]],[9,[]],[24,[]],[3,[]],[2,[]]]],[]]",,776,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_0.5.dat,8,60,"[[[[0,[30,13,26,29,19,18,46,36,45,7,39,42,17,5,33,47,14,16,44,35,1,22]],[30,[]],[13,[]],[26,[]],[29,[]],[19,[]],[18,[]],[46,[]],[36,[]],[45,[]],[7,[]],[39,[]],[42,[]],[17,[]],[5,[]],[33,[]],[47,[]],[14,[]],[16,[]],[44,[]],[35,[]],[1,[]],[22,[]]],[[0,[48,38,10,12,34,21,28,25,20,27,41,11,49,32,8,31,6,4,15,43,37,23,50,40,9,24,3,2]],[48,[]],[38,[]],[10,[]],[12,[]],[34,[]],[21,[]],[28,[]],[25,[]],[20,[]],[27,[]],[41,[]],[11,[]],[49,[]],[32,[]],[8,[]],[31,[]],[6,[]],[4,[]],[15,[]],[43,[]],[37,[]],[23,[]],[50,[]],[40,[]],[9,[]],[24,[]],[3,[]],[2,[]]]],[]]",,776,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_0.5.dat,8,90,"[[[[0,[48,13,26,29,19,18,46,36,45,7,39,42,17,5,33,47,14,16,44,35,1,22]],[48,[]],[13,[]],[26,[]],[29,[]],[19,[]],[18,[]],[46,[]],[36,[]],[45,[]],[7,[]],[39,[]],[42,[]],[17,[]],[5,[]],[33,[]],[47,[]],[14,[]],[16,[]],[44,[]],[35,[]],[1,[]],[22,[]]],[[0,[30,38,10,12,34,21,28,25,20,27,41,11,49,32,8,31,6,4,15,43,37,23,50,40,9,24,3,2]],[30,[]],[38,[]],[10,[]],[12,[]],[34,[]],[21,[]],[28,[]],[25,[]],[20,[]],[27,[]],[41,[]],[11,[]],[49,[]],[32,[]],[8,[]],[31,[]],[6,[]],[4,[]],[15,[]],[43,[]],[37,[]],[23,[]],[50,[]],[40,[]],[9,[]],[24,[]],[3,[]],[2,[]]]],[]]",,776,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_0.5.dat,8,90,"[[[[0,[30,48,13,26,29,19,18,46,36,45,7,39,42,17,5,33,47,14,16,44,35,1,22]],[30,[]],[48,[]],[13,[]],[26,[]],[29,[]],[19,[]],[18,[]],[46,[]],[36,[]],[45,[]],[7,[]],[39,[]],[42,[]],[17,[]],[5,[]],[33,[]],[47,[]],[14,[]],[16,[]],[44,[]],[35,[]],[1,[]],[22,[]]],[[0,[34,38,10,12,21,28,25,20,27,41,11,49,32,8,31,6,4,15,43,37,23,50,40,9,24,3,2]],[34,[]],[38,[]],[10,[]],[12,[]],[21,[]],[28,[]],[25,[]],[20,[]],[27,[]],[41,[]],[11,[]],[49,[]],[32,[]],[8,[]],[31,[]],[6,[]],[4,[]],[15,[]],[43,[]],[37,[]],[23,[]],[50,[]],[40,[]],[9,[]],[24,[]],[3,[]],[2,[]]]],[]]",,776,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_0.5.dat,8,120,"[[[[0,[26,29,19,18,46,36,45,7,39,42,17,5,33,47,14,16,44,35,1,22,24,9,3,2]],[26,[]],[29,[]],[19,[]],[18,[]],[46,[]],[36,[]],[45,[]],[7,[]],[39,[]],[42,[]],[17,[]],[5,[]],[33,[]],[47,[]],[14,[]],[16,[]],[44,[]],[35,[]],[1,[]],[22,[]],[24,[]],[9,[]],[3,[]],[2,[]]],[[0,[30,48,13,10,12,38,34,21,28,25,20,27,41,11,49,32,8,31,6,4,40,50,23,37,43,15]],[30,[]],[48,[]],[13,[]],[10,[]],[12,[]],[38,[]],[34,[]],[21,[]],[28,[]],[25,[]],[20,[]],[27,[]],[41,[]],[11,[]],[49,[]],[32,[]],[8,[]],[31,[]],[6,[]],[4,[]],[40,[]],[50,[]],[23,[]],[37,[]],[43,[]],[15,[]]]],[]]",,744,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_0.5.dat,8,120,"[[[[0,[30,48,13,26,29,19,18,46,36,45,7,39,42,17,5,33,47,14,16,44,35,1,22]],[30,[]],[48,[]],[13,[]],[26,[]],[29,[]],[19,[]],[18,[]],[46,[]],[36,[]],[45,[]],[7,[]],[39,[]],[42,[]],[17,[]],[5,[]],[33,[]],[47,[]],[14,[]],[16,[]],[44,[]],[35,[]],[1,[]],[22,[]]],[[0,[10,12,38,34,21,28,25,20,27,41,11,49,32,8,31,6,4,15,43,37,23,50,40,9,24,3,2]],[10,[]],[12,[]],[38,[]],[34,[]],[21,[]],[28,[]],[25,[]],[20,[]],[27,[]],[41,[]],[11,[]],[49,[]],[32,[]],[8,[]],[31,[]],[6,[]],[4,[]],[15,[]],[43,[]],[37,[]],[23,[]],[50,[]],[40,[]],[9,[]],[24,[]],[3,[]],[2,[]]]],[]]",,776,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_0.5.dat,8,120,"[[[[0,[30,48,13,26,29,19,18,46,36,45,7,39,42,17,5,33,47,14,16,44,35,1,22]],[30,[]],[48,[]],[13,[]],[26,[]],[29,[]],[19,[]],[18,[]],[46,[]],[36,[]],[45,[]],[7,[]],[39,[]],[42,[]],[17,[]],[5,[]],[33,[]],[47,[]],[14,[]],[16,[]],[44,[]],[35,[]],[1,[]],[22,[]]],[[0,[12,10,38,34,21,28,25,20,27,41,11,49,32,8,31,6,4,15,43,37,23,50,40,9,24,3,2]],[12,[]],[10,[]],[38,[]],[34,[]],[21,[]],[28,[]],[25,[]],[20,[]],[27,[]],[41,[]],[11,[]],[49,[]],[32,[]],[8,[]],[31,[]],[6,[]],[4,[]],[15,[]],[43,[]],[37,[]],[23,[]],[50,[]],[40,[]],[9,[]],[24,[]],[3,[]],[2,[]]]],[]]",,776,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_1.5.dat,4,60,"[[[[0,[12,45,20,34,26,31,49,10,6,37,40,44,14,27,47,35,13,43,39,50,23,22,29,41,16,9,33,32,1]],[12,[]],[45,[]],[20,[]],[34,[]],[26,[]],[31,[]],[49,[]],[10,[]],[6,[]],[37,[]],[40,[]],[44,[]],[14,[]],[27,[]],[47,[]],[35,[]],[13,[]],[43,[]],[39,[]],[50,[]],[23,[]],[22,[]],[29,[]],[41,[]],[16,[]],[9,[]],[33,[]],[32,[]],[1,[]]],[[0,[36,21,8,24,17,15,3,5,2,46,4,38,48,42,19,30,7,28,11,18,25]],[36,[]],[21,[]],[8,[]],[24,[]],[17,[]],[15,[]],[3,[]],[5,[]],[2,[]],[46,[]],[4,[]],[38,[]],[48,[]],[42,[]],[19,[]],[30,[]],[7,[]],[28,[]],[11,[]],[18,[]],[25,[]]]],[]]",,1168,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_1.5.dat,4,90,"[[[[0,[12,34,31,24,8,21,37,6,36,40,44,14,27,35,13,43,39,1,32,33,9,16,41,29,22,23]],[12,[]],[34,[]],[49,[49,47,50]],[31,[]],[24,[]],[8,[]],[21,[]],[37,[]],[6,[]],[36,[]],[40,[]],[44,[]],[14,[]],[27,[]],[47,[]],[35,[]],[13,[]],[43,[]],[39,[]],[1,[]],[32,[]],[33,[]],[9,[]],[16,[]],[41,[]],[29,[]],[22,[]],[23,[]],[50,[]]],[[0,[10,17,26,15,3,45,20,5,2,46,4,38,48,42,19,30,7,28,11,18,25]],[10,[]],[17,[]],[26,[]],[15,[]],[3,[]],[45,[]],[20,[]],[5,[]],[2,[]],[46,[]],[4,[]],[38,[]],[48,[]],[42,[]],[19,[]],[30,[]],[7,[]],[28,[]],[11,[]],[18,[]],[25,[]]]],[[[49,[49,47,50]]]]]",,1096,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_1.5.dat,4,90,"[[[[0,[12,34,26,31,24,21,8,6,37,36,40,44,14,27,35,13,43,39,1,32,33,9,16,41,29,22,23]],[12,[]],[34,[]],[26,[]],[31,[]],[24,[]],[49,[49,47,50]],[21,[]],[8,[]],[6,[]],[37,[]],[36,[]],[40,[]],[44,[]],[14,[]],[27,[]],[47,[]],[35,[]],[13,[]],[43,[]],[39,[]],[1,[]],[32,[]],[33,[]],[9,[]],[16,[]],[41,[]],[29,[]],[22,[]],[23,[]],[50,[]]],[[0,[10,17,15,3,45,20,5,2,46,4,38,48,42,19,30,7,28,11,18,25]],[10,[]],[17,[]],[15,[]],[3,[]],[45,[]],[20,[]],[5,[]],[2,[]],[46,[]],[4,[]],[38,[]],[48,[]],[42,[]],[19,[]],[30,[]],[7,[]],[28,[]],[11,[]],[18,[]],[25,[]]]],[[[49,[49,47,50]]]]]",,1096,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_1.5.dat,4,120,"[[[[0,[12,34,26,31,24,8,21,6,37,36,40,44,14,27,35,13,43,39,1,32,33,9,16,41,29,22,23]],[12,[]],[34,[]],[26,[]],[31,[]],[24,[]],[49,[49,47,50]],[8,[]],[21,[]],[6,[]],[37,[]],[36,[]],[40,[]],[44,[]],[14,[]],[27,[]],[47,[]],[35,[]],[13,[]],[43,[]],[39,[]],[1,[]],[32,[]],[33,[]],[9,[]],[16,[]],[41,[]],[29,[]],[22,[]],[23,[]],[50,[]]],[[0,[10,17,15,3,45,20,5,2,46,4,38,48,42,19,30,7,28,11,18,25]],[10,[]],[17,[]],[15,[]],[3,[]],[45,[]],[20,[]],[5,[]],[2,[]],[46,[]],[4,[]],[38,[]],[48,[]],[42,[]],[19,[]],[30,[]],[7,[]],[28,[]],[11,[]],[18,[]],[25,[]]]],[[[49,[49,47,50]]]]]",,1096,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_1.5.dat,4,120,"[[[[0,[12,34,24,31,21,8,6,37,36,40,44,14,27,35,13,43,39,1,32,33,9,16,41,29,22,23]],[12,[]],[34,[]],[24,[]],[31,[]],[49,[49,47,50]],[21,[]],[8,[]],[6,[]],[37,[]],[36,[]],[40,[]],[44,[]],[14,[]],[27,[]],[47,[]],[35,[]],[13,[]],[43,[]],[39,[]],[1,[]],[32,[]],[33,[]],[9,[]],[16,[]],[41,[]],[29,[]],[22,[]],[23,[]],[50,[]]],[[0,[10,17,26,15,3,45,20,5,2,46,4,38,48,42,19,30,7,28,11,18,25]],[10,[]],[17,[]],[26,[]],[15,[]],[3,[]],[45,[]],[20,[]],[5,[]],[2,[]],[46,[]],[4,[]],[38,[]],[48,[]],[42,[]],[19,[]],[30,[]],[7,[]],[28,[]],[11,[]],[18,[]],[25,[]]]],[[[49,[49,47,50]]]]]",,1096,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_1.5.dat,8,60,"[[[[0,[10,17,31,24,49,21,8,6,37,36,40,44,14,27,47,35,13,43,39,50,23,29,22,41,16,9,33,32,1]],[10,[]],[17,[]],[31,[]],[24,[]],[49,[]],[21,[]],[8,[]],[6,[]],[37,[]],[36,[]],[40,[]],[44,[]],[14,[]],[27,[]],[47,[]],[35,[]],[13,[]],[43,[]],[39,[]],[50,[]],[23,[]],[29,[]],[22,[]],[41,[]],[16,[]],[9,[]],[33,[]],[32,[]],[1,[]]],[[0,[26,15,3,34,12,45,20,5,2,46,4,38,48,42,19,30,7,28,11,18,25]],[26,[]],[15,[]],[3,[]],[34,[]],[12,[]],[45,[]],[20,[]],[5,[]],[2,[]],[46,[]],[4,[]],[38,[]],[48,[]],[42,[]],[19,[]],[30,[]],[7,[]],[28,[]],[11,[]],[18,[]],[25,[]]]],[]]",,1104,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_1.5.dat,8,60,"[[[[0,[10,24,17,31,49,21,8,6,37,36,40,44,14,27,47,35,13,43,39,50,23,22,29,41,16,9,33,32,1]],[10,[]],[24,[]],[17,[]],[31,[]],[49,[]],[21,[]],[8,[]],[6,[]],[37,[]],[36,[]],[40,[]],[44,[]],[14,[]],[27,[]],[47,[]],[35,[]],[13,[]],[43,[]],[39,[]],[50,[]],[23,[]],[22,[]],[29,[]],[41,[]],[16,[]],[9,[]],[33,[]],[32,[]],[1,[]]],[[0,[26,15,3,34,12,45,20,5,2,46,4,38,48,42,19,30,7,28,11,18,25]],[26,[]],[15,[]],[3,[]],[34,[]],[12,[]],[45,[]],[20,[]],[5,[]],[2,[]],[46,[]],[4,[]],[38,[]],[48,[]],[42,[]],[19,[]],[30,[]],[7,[]],[28,[]],[11,[]],[18,[]],[25,[]]]],[]]",,1104,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_1.5.dat,8,60,"[[[[0,[12,10,37,36,40,44,14,27,47,35,13,43,39,50,23,22,29,41,16,9,33,32,1]],[12,[]],[10,[]],[37,[]],[36,[]],[40,[]],[44,[]],[14,[]],[27,[]],[47,[]],[35,[]],[13,[]],[43,[]],[39,[]],[50,[]],[23,[]],[22,[]],[29,[]],[41,[]],[16,[]],[9,[]],[33,[]],[32,[]],[1,[]]],[[0,[6,21,8,49,24,31,17,26,15,3,34,45,20,5,2,46,4,38,48,42,19,30,7,28,11,18,25]],[6,[]],[21,[]],[8,[]],[49,[]],[24,[]],[31,[]],[17,[]],[26,[]],[15,[]],[3,[]],[34,[]],[45,[]],[20,[]],[5,[]],[2,[]],[46,[]],[4,[]],[38,[]],[48,[]],[42,[]],[19,[]],[30,[]],[7,[]],[28,[]],[11,[]],[18,[]],[25,[]]]],[]]",,1124,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_1.5.dat,8,90,"[[[[0,[12,34,26,31,24,8,21,37,6,36,40,44,14,27,35,13,43,39,1,32,33,9,16,41,29,22,23]],[12,[]],[34,[]],[26,[]],[31,[]],[24,[]],[49,[49,47,50]],[8,[]],[21,[]],[37,[]],[6,[]],[36,[]],[40,[]],[44,[]],[14,[]],[27,[]],[47,[]],[35,[]],[13,[]],[43,[]],[39,[]],[1,[]],[32,[]],[33,[]],[9,[]],[16,[]],[41,[]],[29,[]],[22,[]],[23,[]],[50,[]]],[[0,[10,17,15,3,45,20,5,2,46,4,38,48,42,19,30,7,28,11,18,25]],[10,[]],[17,[]],[15,[]],[3,[]],[45,[]],[20,[]],[5,[]],[2,[]],[46,[]],[4,[]],[38,[]],[48,[]],[42,[]],[19,[]],[30,[]],[7,[]],[28,[]],[11,[]],[18,[]],[25,[]]]],[[[49,[49,47,50]]]]]",,1096,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_1.5.dat,8,90,"[[[[0,[12,34,24,31,21,8,6,37,36,40,44,14,27,35,13,43,39,1,32,33,9,16,41,29,22,23]],[12,[]],[34,[]],[24,[]],[31,[]],[49,[49,47,50]],[21,[]],[8,[]],[6,[]],[37,[]],[36,[]],[40,[]],[44,[]],[14,[]],[27,[]],[47,[]],[35,[]],[13,[]],[43,[]],[39,[]],[1,[]],[32,[]],[33,[]],[9,[]],[16,[]],[41,[]],[29,[]],[22,[]],[23,[]],[50,[]]],[[0,[10,17,26,15,3,45,20,5,2,46,4,38,48,42,19,30,7,28,11,18,25]],[10,[]],[17,[]],[26,[]],[15,[]],[3,[]],[45,[]],[20,[]],[5,[]],[2,[]],[46,[]],[4,[]],[38,[]],[48,[]],[42,[]],[19,[]],[30,[]],[7,[]],[28,[]],[11,[]],[18,[]],[25,[]]]],[[[49,[49,47,50]]]]]",,1096,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_1.5.dat,8,120,"[[[[0,[12,34,24,21,8,6,10,37,36,40,44,14,27,35,13,43,39,23,22,29,41,16,9,33,32,1]],[12,[]],[34,[]],[49,[49,47,50]],[24,[]],[21,[]],[8,[]],[6,[]],[10,[]],[37,[]],[36,[]],[40,[]],[44,[]],[14,[]],[27,[]],[47,[]],[35,[]],[13,[]],[43,[]],[39,[]],[50,[]],[23,[]],[22,[]],[29,[]],[41,[]],[16,[]],[9,[]],[33,[]],[32,[]],[1,[]]],[[0,[26,31,17,15,3,45,20,5,2,46,4,38,48,42,19,30,7,28,11,18,25]],[26,[]],[31,[]],[17,[]],[15,[]],[3,[]],[45,[]],[20,[]],[5,[]],[2,[]],[46,[]],[4,[]],[38,[]],[48,[]],[42,[]],[19,[]],[30,[]],[7,[]],[28,[]],[11,[]],[18,[]],[25,[]]]],[[[49,[49,47,50]]]]]",,1104,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_1.5.dat,8,120,"[[[[0,[12,20,34,21,37,36,40,44,14,27,35,13,43,39,23,22,29,41,16,9,33,32,1]],[12,[]],[45,[45,49,47,50]],[20,[]],[34,[]],[49,[]],[21,[]],[37,[]],[36,[]],[40,[]],[44,[]],[14,[]],[27,[]],[47,[]],[35,[]],[13,[]],[43,[]],[39,[]],[50,[]],[23,[]],[22,[]],[29,[]],[41,[]],[16,[]],[9,[]],[33,[]],[32,[]],[1,[]]],[[0,[10,6,8,24,31,17,26,3,15,5,2,46,4,38,48,42,19,30,7,28,11,18,25]],[10,[]],[6,[]],[8,[]],[24,[]],[31,[]],[17,[]],[26,[]],[3,[]],[15,[]],[5,[]],[2,[]],[46,[]],[4,[]],[38,[]],[48,[]],[42,[]],[19,[]],[30,[]],[7,[]],[28,[]],[11,[]],[18,[]],[25,[]]]],[[[45,[45,49,47,50]]]]]",,1096,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_1.dat,4,60,"[[[[0,[7,4,42,35,30,23,34,21,37,46,44,38,27,33,8,24,22,47,31,41,50,10,49,15,9,26,5,11,1,40]],[7,[]],[4,[]],[42,[]],[35,[]],[30,[]],[23,[]],[34,[]],[21,[]],[37,[]],[46,[]],[44,[]],[38,[]],[27,[]],[33,[]],[8,[]],[24,[]],[22,[]],[47,[]],[31,[]],[41,[]],[50,[]],[10,[]],[49,[]],[15,[]],[9,[]],[26,[]],[5,[]],[11,[]],[1,[]],[40,[]]],[[0,[14,18,48,25,20,29,3,19,39,6,17,36,12,43,16,45,28,13,32,2]],[14,[]],[18,[]],[48,[]],[25,[]],[20,[]],[29,[]],[3,[]],[19,[]],[39,[]],[6,[]],[17,[]],[36,[]],[12,[]],[43,[]],[16,[]],[45,[]],[28,[]],[13,[]],[32,[]],[2,[]]]],[]]",,888,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_1.dat,4,60,"[[[[0,[7,30,35,42,4,23,34,21,37,46,44,38,27,33,8,24,22,47,31,41,50,10,49,15,9,26,5,11,1,40]],[7,[]],[30,[]],[35,[]],[42,[]],[4,[]],[23,[]],[34,[]],[21,[]],[37,[]],[46,[]],[44,[]],[38,[]],[27,[]],[33,[]],[8,[]],[24,[]],[22,[]],[47,[]],[31,[]],[41,[]],[50,[]],[10,[]],[49,[]],[15,[]],[9,[]],[26,[]],[5,[]],[11,[]],[1,[]],[40,[]]],[[0,[14,18,48,25,20,29,3,19,39,6,17,36,12,43,16,45,28,13,32,2]],[14,[]],[18,[]],[48,[]],[25,[]],[20,[]],[29,[]],[3,[]],[19,[]],[39,[]],[6,[]],[17,[]],[36,[]],[12,[]],[43,[]],[16,[]],[45,[]],[28,[]],[13,[]],[32,[]],[2,[]]]],[]]",,876,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_1.dat,8,60,"[[[[0,[35,30,42,4,23,34,21,37,46,7,44,38,27,33,8,24,22,47,31,41,50,10,49,15,9,26,5,11,1,40]],[35,[]],[30,[]],[42,[]],[4,[]],[23,[]],[34,[]],[21,[]],[37,[]],[46,[]],[7,[]],[44,[]],[38,[]],[27,[]],[33,[]],[8,[]],[24,[]],[22,[]],[47,[]],[31,[]],[41,[]],[50,[]],[10,[]],[49,[]],[15,[]],[9,[]],[26,[]],[5,[]],[11,[]],[1,[]],[40,[]]],[[0,[14,18,48,25,20,29,3,19,39,6,17,36,12,43,16,45,28,13,32,2]],[14,[]],[18,[]],[48,[]],[25,[]],[20,[]],[29,[]],[3,[]],[19,[]],[39,[]],[6,[]],[17,[]],[36,[]],[12,[]],[43,[]],[16,[]],[45,[]],[28,[]],[13,[]],[32,[]],[2,[]]]],[]]",,876,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_1.dat,8,90,"[[[[0,[7,30,4,23,21,27,8,24,22,31,10,15,9,26,5,11,1]],[7,[37,38,40,34,33,35]],[30,[]],[35,[]],[42,[42]],[4,[]],[23,[]],[34,[]],[21,[47,50,49,44,41,46]],[37,[]],[46,[]],[44,[]],[38,[]],[27,[]],[33,[]],[8,[]],[24,[]],[22,[]],[47,[]],[31,[]],[41,[]],[50,[]],[10,[]],[49,[]],[15,[]],[9,[]],[26,[]],[5,[]],[11,[]],[1,[]],[40,[]]],[[0,[14,18,48,25,20,29,3,19,39,6,17,36,12,43,16,45,28,13,32,2]],[14,[]],[18,[]],[48,[]],[25,[]],[20,[]],[29,[]],[3,[]],[19,[]],[39,[]],[6,[]],[17,[]],[36,[]],[12,[]],[43,[]],[16,[]],[45,[]],[28,[]],[13,[]],[32,[]],[2,[]]]],[[[7,[37,38,40,34,33,35]]],[[42,[42]]],[[21,[47,50,49,44,41,46]]]]]",,786.541019662,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_2.5.dat,4,60,"[[[[0,[30,40,26,3,14,20,13,49,15,12,18,1,29,41,19,34,33,42,36,37,21,46]],[30,[]],[40,[]],[26,[]],[3,[]],[14,[]],[20,[]],[13,[]],[49,[]],[15,[]],[12,[]],[18,[]],[1,[]],[29,[]],[41,[]],[19,[]],[34,[]],[33,[]],[42,[]],[36,[]],[37,[]],[21,[]],[46,[]]],[[0,[4,47,39,6,38,27,35,5,28,11,45,16,50,44,10,9,23,7,17,32,43,24,25,48,31,2,22,8]],[4,[]],[47,[]],[39,[]],[6,[]],[38,[]],[27,[]],[35,[]],[5,[]],[28,[]],[11,[]],[45,[]],[16,[]],[50,[]],[44,[]],[10,[]],[9,[]],[23,[]],[7,[]],[17,[]],[32,[]],[43,[]],[24,[]],[25,[]],[48,[]],[31,[]],[2,[]],[22,[]],[8,[]]]],[]]",,1429,
test_data/data_demand_random_50_batch_all1_equal_random/RC101_2.5.dat,4,60,"[[[[0,[18,26,3,14,20,13,49,15,12,1,29,41,19,34,33,42,36,37,21,46,24,25,48,31,2,22,8]],[18,[]],[26,[]],[3,[]],[14,[]],[20,[]],[13,[]],[49,[]],[15,[]],[12,[]],[1,[]],[29,[]],[41,[]],[19,[]],[34,[]],[33,[]],[42,[]],[36,[]],[37,[]],[21,[]],[46,[]],[24,[]],[25,[]],[48,[]],[31,[]],[2,[]],[22,[]],[8,[]]],[[0,[17,32,43,50,11,45,5,30,40,35,38,27,39,6,47,4,16,44,10,9,7,23,28]],[17,[]],[32,[]],[43,[]],[50,[]],[11,[]],[45,[]],[5,[]],[30,[]],[40,[]],[35,[]],[38,[]],[27,[]],[39,[]],[6,[]],[47,[]],[4,[]],[16,[]],[44,[]],[10,[]],[9,[]],[7,[]],[23,[]],[28,[]]]],[]]",,1469,
