row_index,status,error,best_fitness,best_sol,best_multi_visit_fitness,best_multi_visit_sol,ats_segments_run,ats_time_limit_reached,ats_elapsed_sec,runtime_sec
1,OK,,635,"[[[[0, [1, 11, 19, 37, 36, 35, 38, 30, 49, 47, 48, 34, 33, 29, 28, 27, 14, 31, 32, 17, 16, 15, 13, 12, 10]], [1, []], [11, []], [19, []], [37, []], [36, []], [35, []], [38, []], [30, []], [49, []], [47, []], [48, []], [34, []], [33, []], [29, []], [28, []], [27, []], [14, []], [31, []], [32, []], [17, []], [16, []], [15, []], [13, []], [12, []], [10, []]], [[0, [5, 6, 23, 9, 8, 7, 25, 40, 39, 26, 24, 3, 18, 20, 22, 21, 41, 42, 46, 45, 44, 43, 4, 2]], [5, []], [6, []], [23, []], [9, []], [8, []], [7, []], [25, []], [40, []], [39, []], [26, []], [24, []], [3, []], [18, [50]], [20, []], [22, []], [21, []], [41, []], [42, []], [50, []], [46, []], [45, []], [44, []], [43, []], [4, []], [2, []]]], [[[18, [50]]]]]",,None,1,True,4.229,4.247
2,OK,,655,"[[[[0, [11, 2, 3, 1, 4, 18, 19, 20, 21, 22, 41, 42, 50, 46, 45, 44, 43, 37, 36, 35, 28, 29, 30, 38, 49, 47, 48, 34, 33, 27, 13, 12]], [11, []], [2, []], [3, []], [1, []], [4, []], [18, []], [19, []], [20, []], [21, []], [22, []], [41, []], [42, []], [50, []], [46, []], [45, []], [44, []], [43, []], [37, []], [36, []], [35, []], [28, []], [29, []], [30, []], [38, []], [49, []], [47, []], [48, []], [34, []], [33, []], [27, []], [13, []], [12, []]], [[0, [9, 6, 23, 24, 7, 8, 25, 5, 26, 40, 39, 31, 32, 17, 16, 14, 15, 10]], [9, []], [6, []], [23, []], [24, []], [7, []], [8, []], [25, []], [5, []], [26, []], [40, []], [39, []], [31, []], [32, []], [17, []], [16, []], [14, []], [15, []], [10, []]]], []]",,None,1,True,4.058,4.077
