instance,drone_capacity,drone_limit_time,theta,run,best_fitness,best_sol,best_multi_visit_fitness,best_multi_visit_sol,best_sol_avg_customers_per_drone_trip,best_sol_avg_demand_per_drone_trip,best_sol_drone_trip_distances,best_sol_avg_distance_per_drone_trip,best_sol_truck_wait_by_point,best_sol_drone_wait_by_point,best_sol_avg_truck_wait_by_point,best_sol_avg_drone_wait_by_point,best_multi_visit_sol_avg_customers_per_drone_trip,best_multi_visit_sol_avg_demand_per_drone_trip,best_multi_visit_sol_drone_trip_distances,best_multi_visit_sol_avg_distance_per_drone_trip,best_multi_visit_sol_truck_wait_by_point,best_multi_visit_sol_drone_wait_by_point,best_multi_visit_sol_avg_truck_wait_by_point,best_multi_visit_sol_avg_drone_wait_by_point,status,runtime_sec,instance_group,instance_name
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_0.5.dat,4,60,2,1,635,"[[[[0, [1, 11, 19, 37, 36, 35, 38, 30, 49, 47, 48, 34, 33, 29, 28, 27, 14, 31, 32, 17, 16, 15, 13, 12, 10]], [1, []], [11, []], [19, []], [37, []], [36, []], [35, []], [38, []], [30, []], [49, []], [47, []], [48, []], [34, []], [33, []], [29, []], [28, []], [27, []], [14, []], [31, []], [32, []], [17, []], [16, []], [15, []], [13, []], [12, []], [10, []]], [[0, [5, 6, 23, 9, 8, 7, 25, 40, 39, 26, 24, 3, 18, 20, 22, 21, 41, 42, 46, 45, 44, 43, 4, 2]], [5, []], [6, []], [23, []], [9, []], [8, []], [7, []], [25, []], [40, []], [39, []], [26, []], [24, []], [3, []], [18, [50]], [20, []], [22, []], [21, []], [41, []], [42, []], [50, []], [46, []], [45, []], [44, []], [43, []], [4, []], [2, []]]], [[[18, [50]]]]]",,None,3.357143,3.357143,"[21.540659, 20.0, 23.323808, 23.323808, 44.72136, 44.72136, 53.814496, 51.419841, 30.265492, 30.265492, 46.647615, 46.647615, 50.596443, 50.596443]",38.420316,"{5: 0.0, 1: 0.0, 10: 3.094137, 23: 57.139304, 17: 0.0, 25: 7.255103, 14: 0.0, 27: 0.913107, 20: 0.0}","{5: 3.22967, 1: 10.0, 10: 0.0, 23: 0.0, 17: 1.479818, 25: 0.0, 14: 28.839653, 27: 0.0, 20: 70.398209}",7.600184,12.660817,,,[],,{},{},,,OK,7512.017,cluster,C201_0.5.dat
