instance,A,L,best_solution,best_fitness,best_multi_solution,best_multi_fitness
test_data/data_demand_random_50_batch_all1_equal_cluster/C101_1.5.dat,8,90,"[[[[0,[34,35,45,44,50,46,47,48,49,23,20,13]],[34,[]],[35,[]],[45,[]],[44,[]],[50,[]],[46,[]],[47,[]],[48,[]],[49,[]],[23,[]],[20,[]],[13,[]]],[[0,[3,1,4,2,5]],[3,[]],[1,[]],[4,[]],[6,[6,8]],[7,[7,9]],[8,[]],[2,[12,10,11]],[12,[]],[10,[]],[11,[]],[25,[25,26,14,15,19,18,17,16]],[26,[]],[24,[24,22,21,27]],[22,[]],[21,[]],[27,[]],[9,[39,42,41,40,43,37]],[5,[36,38,33,29,28,30,32,31]],[36,[]],[37,[]],[43,[]],[42,[]],[41,[]],[40,[]],[38,[]],[39,[]],[33,[]],[29,[]],[28,[]],[14,[]],[15,[]],[30,[]],[32,[]],[31,[]],[19,[]],[18,[]],[17,[]],[16,[]]]],[[[6,[6,8]]],[[7,[7,9]]],[[2,[12,10,11]]],[[25,[25,26,14,15,19,18,17,16]]],[[24,[24,22,21,27]]],[[9,[39,42,41,40,43,37]]],[[5,[36,38,33,29,28,30,32,31]]]]]",597,"[[[[0,[1,2,3,4,9,35,8,7,5,6,34,38,36,37,33,29,28,30,32,31,19,18,17,16,15,14]],[1,[]],[2,[]],[3,[]],[4,[39,43,42,41,40]],[9,[]],[35,[]],[8,[]],[7,[]],[5,[]],[6,[]],[34,[]],[39,[]],[38,[]],[36,[]],[37,[]],[43,[]],[42,[]],[41,[]],[40,[]],[33,[]],[29,[]],[28,[]],[30,[]],[32,[]],[31,[]],[19,[]],[18,[]],[17,[]],[16,[]],[15,[]],[14,[]]],[[0,[13,21,44,45,27,23,22,24,26,25,12,11,10]],[13,[49,48,47,46,50]],[20,[20]],[21,[]],[49,[]],[48,[]],[47,[]],[46,[]],[50,[]],[44,[]],[45,[]],[27,[]],[23,[]],[22,[]],[24,[]],[26,[]],[25,[]],[12,[]],[11,[]],[10,[]]]],[[[13,[49,48,47,46,50]]],[[4,[39,43,42,41,40]],[20,[20]]]]]",610
test_data/data_demand_random_50_batch_all1_equal_cluster/C101_1.5.dat,8,120,"[[[[0,[4,6,3,1,13,7,8]],[4,[]],[6,[]],[3,[20,21,23,22,25,26,24,27]],[1,[]],[20,[]],[21,[]],[23,[]],[22,[]],[25,[]],[26,[]],[24,[]],[13,[]],[7,[]],[8,[50,49,48,47,46,45,44,35]],[27,[]],[45,[]],[44,[]],[50,[]],[49,[]],[48,[]],[47,[]],[46,[]],[35,[]]],[[0,[9,12,11,10,2,5,19,18,17,16,15,14]],[9,[]],[12,[]],[11,[33,29,28,30,32,31]],[10,[]],[2,[]],[5,[39,42,41,40,43,38,37,34]],[34,[]],[36,[36]],[37,[]],[43,[]],[42,[]],[41,[]],[38,[]],[39,[]],[40,[]],[33,[]],[29,[]],[28,[]],[30,[]],[32,[]],[31,[]],[19,[]],[18,[]],[17,[]],[16,[]],[15,[]],[14,[]]]],[[[3,[20,21,23,22,25,26,24,27]]],[[8,[50,49,48,47,46,45,44,35]]],[[11,[33,29,28,30,32,31]]],[[5,[39,42,41,40,43,38,37,34]]],[[36,[36]]]]]",585.13274595,"[[[[0,[1,2,3,4,9,6,5,7,8,33,29,28,30,32,31,19,18,17,16,15,14]],[1,[35,34,38,36,37]],[2,[]],[3,[]],[4,[]],[9,[]],[6,[]],[5,[]],[7,[]],[8,[39,43,42,41,40]],[35,[]],[34,[]],[39,[]],[38,[]],[36,[]],[37,[]],[43,[]],[42,[]],[41,[]],[40,[]],[33,[]],[29,[]],[28,[]],[30,[]],[32,[]],[31,[]],[19,[]],[18,[]],[17,[]],[16,[]],[15,[]],[14,[]]],[[0,[13,20,21,27,23,22,24,26,25,12,11,10]],[13,[]],[20,[]],[21,[]],[27,[50,46,47,48,49,44]],[45,[45]],[44,[]],[50,[]],[46,[]],[47,[]],[48,[]],[49,[]],[23,[]],[22,[]],[24,[]],[26,[]],[25,[]],[12,[]],[11,[]],[10,[]]]],[[[1,[35,34,38,36,37]]],[[27,[50,46,47,48,49,44]]],[[8,[39,43,42,41,40]],[45,[45]]]]]",584.720045147
test_data/data_demand_random_50_batch_all1_equal_cluster/C101_1.dat,4,60,"[[[[0,[1,7,9,8,3,25,24,16,17,18,19,27,26,38,37,36,35,34,33,5]],[1,[]],[7,[]],[9,[39,40,41,42]],[8,[]],[3,[]],[25,[]],[24,[]],[16,[]],[17,[]],[18,[]],[19,[]],[39,[]],[27,[]],[26,[]],[40,[]],[41,[48,49,50]],[38,[]],[42,[]],[37,[]],[36,[]],[50,[]],[49,[]],[48,[]],[35,[]],[34,[]],[33,[]],[5,[]]],[[0,[14,20,2,6,4,10,30,31,32,21,22,23,15,29,28,13,12,11]],[14,[]],[20,[]],[2,[43,44,45,46]],[6,[]],[4,[47]],[10,[]],[30,[]],[31,[]],[32,[]],[47,[]],[43,[]],[44,[]],[45,[]],[46,[]],[21,[]],[22,[]],[23,[]],[15,[]],[29,[]],[28,[]],[13,[]],[12,[]],[11,[]]]],[[[9,[39,40,41,42]]],[[2,[43,44,45,46]]],[[4,[47]]],[[41,[48,49,50]]]]]",507,"[[[[0,[1,3,8,9,10,33,34,36,37,38,42,49,50,48,35,40,39,19,18,17,27,26,41,24,16]],[1,[]],[3,[]],[4,[4]],[8,[]],[9,[]],[10,[]],[33,[]],[34,[]],[36,[]],[37,[]],[38,[]],[42,[]],[49,[]],[50,[]],[48,[]],[35,[]],[40,[]],[39,[]],[19,[]],[18,[]],[17,[]],[27,[]],[26,[]],[41,[]],[24,[]],[16,[]]],[[0,[2,5,6,7,30,31,32,47,43,44,45,46,23,22,21,20,14,15,29,28,13,12,11]],[2,[]],[25,[25]],[5,[]],[6,[]],[7,[]],[30,[]],[31,[]],[32,[]],[47,[]],[43,[]],[44,[]],[45,[]],[46,[]],[23,[]],[22,[]],[21,[]],[20,[]],[14,[]],[15,[]],[29,[]],[28,[]],[13,[]],[12,[]],[11,[]]]],[[[4,[4]],[25,[25]]]]]",595
test_data/data_demand_random_50_batch_all1_equal_cluster/C101_1.dat,4,90,"[[[[0,[1,7,9,8,3,25,24,16,17,18,19,27,26,38,37,36,35,34,33,5]],[1,[]],[7,[]],[9,[39,40,41,42]],[8,[]],[3,[]],[25,[]],[24,[]],[16,[]],[17,[]],[18,[]],[19,[]],[39,[]],[27,[]],[26,[]],[40,[]],[41,[48,49,50]],[38,[]],[42,[]],[37,[]],[36,[]],[50,[]],[49,[]],[48,[]],[35,[]],[34,[]],[33,[]],[5,[]]],[[0,[14,20,2,6,4,10,30,31,32,21,22,23,15,29,28,13,12,11]],[14,[]],[20,[]],[2,[43,44,45,46]],[6,[]],[4,[47]],[10,[]],[30,[]],[31,[]],[32,[]],[47,[]],[43,[]],[44,[]],[45,[]],[46,[]],[21,[]],[22,[]],[23,[]],[15,[]],[29,[]],[28,[]],[13,[]],[12,[]],[11,[]]]],[[[9,[39,40,41,42]]],[[2,[43,44,45,46]]],[[4,[47]]],[[41,[48,49,50]]]]]",507,"[[[[0,[10,9,8,4,3,1,24,16,19,18,17,26,27,25,38,37,36,35,34,33]],[10,[39,40,41,42]],[9,[]],[8,[]],[4,[]],[3,[]],[1,[]],[24,[]],[16,[]],[39,[50,49,48]],[19,[]],[18,[]],[17,[]],[26,[]],[27,[]],[40,[]],[41,[]],[25,[]],[38,[]],[37,[]],[36,[]],[42,[]],[50,[]],[49,[]],[48,[]],[35,[]],[34,[]],[33,[]]],[[0,[5,7,6,2,14,15,22,20,21,30,31,32,23,29,28,13,12,11]],[5,[]],[7,[]],[6,[]],[2,[]],[14,[]],[15,[]],[22,[43]],[20,[]],[21,[]],[30,[]],[31,[]],[32,[]],[47,[47]],[43,[]],[44,[44,45,46]],[45,[]],[46,[]],[23,[]],[29,[]],[28,[]],[13,[]],[12,[]],[11,[]]]],[[[10,[39,40,41,42]]],[[22,[43]],[39,[50,49,48]]],[[47,[47]]],[[44,[44,45,46]]]]]",531
test_data/data_demand_random_50_batch_all1_equal_cluster/C101_1.dat,4,120,"[[[[0,[1,7,9,8,3,25,24,16,17,18,19,27,26,38,37,36,35,34,33,5]],[1,[]],[7,[]],[9,[39,40,41,42]],[8,[]],[3,[]],[25,[]],[24,[]],[16,[]],[17,[]],[18,[]],[19,[]],[39,[]],[27,[]],[26,[]],[40,[]],[41,[48,49,50]],[38,[]],[42,[]],[37,[]],[36,[]],[50,[]],[49,[]],[48,[]],[35,[]],[34,[]],[33,[]],[5,[]]],[[0,[14,20,2,6,4,10,30,31,32,21,22,23,15,29,28,13,12,11]],[14,[]],[20,[]],[2,[43,44,45,46]],[6,[]],[4,[47]],[10,[]],[30,[]],[31,[]],[32,[]],[47,[]],[43,[]],[44,[]],[45,[]],[46,[]],[21,[]],[22,[]],[23,[]],[15,[]],[29,[]],[28,[]],[13,[]],[12,[]],[11,[]]]],[[[9,[39,40,41,42]]],[[2,[43,44,45,46]]],[[4,[47]]],[[41,[48,49,50]]]]]",507,"[[[[0,[1,8,10,9,4,3,25,24,16,17,18,19,26,27,38,37,36,35,34,33]],[1,[]],[8,[]],[10,[39,40,41,42]],[9,[]],[4,[]],[3,[]],[25,[]],[24,[]],[16,[]],[17,[]],[18,[]],[19,[]],[39,[50,49,48]],[26,[]],[27,[]],[40,[]],[41,[]],[38,[]],[37,[]],[36,[]],[42,[]],[50,[]],[49,[]],[48,[]],[35,[]],[34,[]],[33,[]]],[[0,[5,7,6,2,14,21,30,31,32,23,22,15,29,28,13,12,11]],[5,[]],[7,[]],[6,[]],[2,[]],[14,[43,44,45,46]],[20,[20]],[21,[]],[30,[]],[31,[]],[32,[]],[47,[47]],[43,[]],[44,[]],[45,[]],[46,[]],[23,[]],[22,[]],[15,[]],[29,[]],[28,[]],[13,[]],[12,[]],[11,[]]]],[[[10,[39,40,41,42]]],[[14,[43,44,45,46]]],[[20,[20]],[39,[50,49,48]]],[[47,[47]]]]]",519
test_data/data_demand_random_50_batch_all1_equal_cluster/C101_1.dat,8,60,"[[[[0,[1,7,9,8,3,25,24,16,17,18,19,27,26,38,37,36,35,34,33,5]],[1,[]],[7,[]],[9,[39,40,41,42]],[8,[]],[3,[]],[25,[]],[24,[]],[16,[]],[17,[]],[18,[]],[19,[]],[39,[]],[27,[]],[26,[]],[40,[]],[41,[48,49,50]],[38,[]],[42,[]],[37,[]],[36,[]],[50,[]],[49,[]],[48,[]],[35,[]],[34,[]],[33,[]],[5,[]]],[[0,[14,20,2,6,4,10,30,31,32,21,22,23,15,29,28,13,12,11]],[14,[]],[20,[]],[2,[43,44,45,46]],[6,[]],[4,[47]],[10,[]],[30,[]],[31,[]],[32,[]],[47,[]],[43,[]],[44,[]],[45,[]],[46,[]],[21,[]],[22,[]],[23,[]],[15,[]],[29,[]],[28,[]],[13,[]],[12,[]],[11,[]]]],[[[9,[39,40,41,42]]],[[2,[43,44,45,46]]],[[4,[47]]],[[41,[48,49,50]]]]]",507,"[[[[0,[1,3,8,9,10,33,34,36,37,38,42,49,50,48,35,40,39,19,18,17,27,26,41,24,16]],[1,[]],[3,[]],[4,[4]],[8,[]],[9,[]],[10,[]],[33,[]],[34,[]],[36,[]],[37,[]],[38,[]],[42,[]],[49,[]],[50,[]],[48,[]],[35,[]],[40,[]],[39,[]],[19,[]],[18,[]],[17,[]],[27,[]],[26,[]],[41,[]],[24,[]],[16,[]]],[[0,[2,5,6,7,30,31,32,47,43,44,45,46,23,22,21,20,14,15,29,28,13,12,11]],[2,[]],[25,[25]],[5,[]],[6,[]],[7,[]],[30,[]],[31,[]],[32,[]],[47,[]],[43,[]],[44,[]],[45,[]],[46,[]],[23,[]],[22,[]],[21,[]],[20,[]],[14,[]],[15,[]],[29,[]],[28,[]],[13,[]],[12,[]],[11,[]]]],[[[4,[4]],[25,[25]]]]]",595
test_data/data_demand_random_50_batch_all1_equal_cluster/C101_1.dat,8,90,"[[[[0,[4,9,10,33,37,36,34,35,38,27]],[4,[]],[9,[]],[10,[]],[33,[]],[37,[48,49,50,42,40,41,39]],[36,[]],[34,[]],[35,[]],[48,[]],[49,[]],[50,[]],[42,[]],[38,[]],[41,[]],[40,[]],[27,[]],[39,[]]],[[0,[2,3,1]],[2,[7,6,5,8]],[7,[]],[3,[]],[1,[16,19,18,17]],[16,[21,20,22,23,24,25,26]],[18,[]],[19,[]],[17,[29,28,30,31,32]],[26,[]],[24,[]],[25,[]],[5,[]],[6,[]],[8,[43,44,45,46]],[46,[]],[45,[]],[44,[]],[43,[]],[47,[47]],[32,[]],[31,[]],[30,[15,13,12,11,14]],[20,[]],[21,[]],[23,[]],[22,[]],[15,[]],[29,[]],[28,[]],[13,[]],[12,[]],[11,[]],[14,[]]]],[[[2,[7,6,5,8]]],[[1,[16,19,18,17]]],[[16,[21,20,22,23,24,25,26]]],[[17,[29,28,30,31,32]]],[[37,[48,49,50,42,40,41,39]]],[[8,[43,44,45,46]]],[[47,[47]]],[[30,[15,13,12,11,14]]]]]",488.552945357,"[[[[0,[8,4,6,3,1,19,18,17,16]],[8,[27,24,25,26]],[4,[]],[7,[7]],[6,[38,37,36,35,34,33]],[3,[]],[1,[]],[27,[]],[19,[]],[18,[]],[17,[]],[16,[]],[24,[]],[25,[]],[26,[]],[39,[50,49,48,39,40,41,42]],[40,[]],[41,[]],[38,[]],[37,[]],[36,[]],[42,[]],[50,[]],[49,[]],[48,[]],[35,[]],[34,[]],[33,[]]],[[0,[5,2,9,10,14,13,12,11]],[5,[]],[2,[]],[9,[15]],[10,[]],[29,[29,20,21,23,22]],[28,[28]],[15,[]],[14,[]],[20,[]],[21,[]],[30,[30,31,32]],[31,[]],[32,[]],[47,[47,43,44,45,46]],[43,[]],[44,[]],[45,[]],[46,[]],[23,[]],[22,[]],[13,[]],[12,[]],[11,[]]]],[[[9,[15]],[8,[27,24,25,26]]],[[7,[7]],[29,[29,20,21,23,22]]],[[6,[38,37,36,35,34,33]],[28,[28]]],[[39,[50,49,48,39,40,41,42]]],[[30,[30,31,32]]],[[47,[47,43,44,45,46]]]]]",496.13274595
test_data/data_demand_random_50_batch_all1_equal_cluster/C101_1.dat,8,120,"[[[[0,[10,4,8,9,33,34,35,37,36,38,27]],[10,[]],[4,[]],[8,[50,49,48,39,40,41,42]],[9,[]],[33,[]],[34,[]],[35,[]],[48,[]],[49,[]],[50,[]],[37,[]],[36,[]],[42,[]],[38,[]],[41,[]],[40,[]],[27,[]],[39,[]]],[[0,[1,3,6,2,5,7]],[1,[]],[3,[15,13,11,12,14]],[6,[]],[2,[17,19,18,16]],[16,[20,21,23,22,25,24,26]],[18,[]],[19,[]],[17,[]],[26,[29,28,30,31,32]],[24,[]],[25,[]],[5,[]],[7,[43,44,45,46]],[30,[]],[31,[]],[32,[]],[47,[47]],[43,[]],[44,[]],[45,[]],[46,[]],[21,[]],[20,[]],[22,[]],[23,[]],[15,[]],[29,[]],[28,[]],[13,[]],[12,[]],[11,[]],[14,[]]]],[[[3,[15,13,11,12,14]]],[[2,[17,19,18,16]]],[[16,[20,21,23,22,25,24,26]]],[[26,[29,28,30,31,32]]],[[8,[50,49,48,39,40,41,42]]],[[7,[43,44,45,46]]],[[47,[47]]]]]",490.811388301,"[[[[0,[1,8,10,9,4,3,25,24,16,17,18,19,26,27,38,37,36,35,34,33]],[1,[]],[8,[]],[10,[39,40,41,42]],[9,[]],[4,[]],[3,[]],[25,[]],[24,[]],[16,[]],[17,[]],[18,[]],[19,[]],[39,[50,49,48]],[26,[]],[27,[]],[40,[]],[41,[]],[38,[]],[37,[]],[36,[]],[42,[]],[50,[]],[49,[]],[48,[]],[35,[]],[34,[]],[33,[]]],[[0,[5,7,6,2,14,21,30,31,32,23,22,15,29,28,13,12,11]],[5,[]],[7,[]],[6,[]],[2,[]],[14,[43,44,45,46]],[20,[20]],[21,[]],[30,[]],[31,[]],[32,[]],[47,[47]],[43,[]],[44,[]],[45,[]],[46,[]],[23,[]],[22,[]],[15,[]],[29,[]],[28,[]],[13,[]],[12,[]],[11,[]]]],[[[10,[39,40,41,42]]],[[14,[43,44,45,46]]],[[20,[20]],[39,[50,49,48]]],[[47,[47]]]]]",519
test_data/data_demand_random_50_batch_all1_equal_cluster/C101_2.5.dat,4,60,"[[[[0,[12,26,22,9,6,7,21,20,4,23,14]],[12,[]],[26,[]],[22,[]],[9,[29,30,28,31]],[6,[37,36,38,34]],[7,[35]],[37,[]],[36,[]],[29,[]],[21,[]],[20,[]],[30,[]],[28,[50,49,48,39]],[31,[]],[50,[]],[48,[]],[49,[]],[38,[]],[35,[]],[34,[]],[4,[]],[23,[]],[14,[]],[39,[]]],[[0,[13,11,10,15,16,17,18,19,1,2,3,8,24,25,5]],[13,[]],[11,[]],[10,[]],[15,[]],[27,[27]],[16,[]],[17,[]],[18,[]],[19,[]],[1,[]],[2,[33,32]],[3,[]],[8,[43,42,41,40]],[24,[47,46,45,44]],[25,[]],[41,[]],[42,[]],[43,[]],[44,[]],[45,[]],[46,[]],[47,[]],[40,[]],[33,[]],[32,[]],[5,[]]]],[[[27,[27]]],[[9,[29,30,28,31]]],[[6,[37,36,38,34]]],[[7,[35]]],[[28,[50,49,48,39]]],[[2,[33,32]]],[[8,[43,42,41,40]]],[[24,[47,46,45,44]]]]]",866.209372712,,
test_data/data_demand_random_50_batch_all1_equal_cluster/C101_2.5.dat,4,90,"[[[[0,[2,7,9,8,22,23,14,13,11,10,12,25,24,15,16,17,18,19,30,20,21,27,28,29,31,1]],[2,[]],[7,[]],[9,[]],[5,[5]],[8,[]],[22,[]],[23,[]],[14,[]],[13,[]],[11,[]],[10,[]],[12,[26]],[26,[]],[39,[39]],[25,[]],[24,[]],[15,[]],[16,[]],[17,[]],[18,[]],[19,[]],[30,[]],[20,[]],[21,[]],[27,[]],[28,[]],[29,[]],[31,[]],[50,[50,49,48,37]],[49,[]],[48,[]],[37,[]],[1,[]]],[[0,[4,6,36,38,34,33,32]],[4,[]],[3,[3]],[6,[35]],[35,[]],[36,[]],[38,[]],[34,[47,46,45,44]],[41,[43,42,41,40]],[42,[]],[43,[]],[44,[]],[45,[]],[47,[]],[46,[]],[40,[]],[33,[]],[32,[]]]],[[[5,[5]],[3,[3]]],[[6,[35]],[12,[26]]],[[39,[39]]],[[50,[50,49,48,37]]],[[34,[47,46,45,44]]],[[41,[43,42,41,40]]]]]",864.388269481,"[[[[0,[3,4,7,5,2,22,24,14,13,11,10,12,25,23,15,16,17,18,19,30,20,21,27,28,29,31,1]],[3,[]],[4,[]],[7,[]],[5,[]],[8,[8]],[2,[]],[22,[]],[24,[]],[14,[]],[13,[]],[11,[]],[10,[]],[12,[]],[26,[26]],[39,[39]],[25,[]],[23,[]],[15,[]],[16,[]],[17,[]],[18,[]],[19,[]],[30,[]],[20,[]],[21,[]],[27,[]],[28,[]],[29,[]],[31,[]],[50,[50,49,48,37]],[49,[]],[48,[]],[37,[]],[1,[]]],[[0,[6,36,38,34,33,32]],[9,[9]],[6,[35]],[35,[]],[36,[]],[38,[]],[34,[47,46,45,44]],[41,[43,42,41,40]],[42,[]],[43,[]],[44,[]],[45,[]],[47,[]],[46,[]],[40,[]],[33,[]],[32,[]]]],[[[8,[8]],[9,[9]]],[[6,[35]],[26,[26]]],[[39,[39]]],[[50,[50,49,48,37]]],[[34,[47,46,45,44]]],[[41,[43,42,41,40]]]]]",864.388269481
test_data/data_demand_random_50_batch_all1_equal_cluster/C101_2.5.dat,4,120,"[[[[0,[13,2,3,9,7,6,5,21,20,19,18,17,16,29,30,28,27,15,31,4]],[13,[]],[2,[]],[3,[]],[9,[]],[7,[]],[6,[]],[5,[]],[21,[]],[20,[]],[19,[]],[18,[]],[17,[]],[16,[]],[29,[]],[30,[]],[28,[]],[27,[]],[15,[]],[37,[50,49,48,37]],[31,[]],[50,[]],[49,[]],[48,[]],[1,[1]],[4,[]]],[[0,[22,14,12,11,10,26,24,25,23,8]],[22,[]],[14,[]],[12,[]],[11,[]],[10,[]],[26,[]],[24,[]],[25,[]],[23,[]],[8,[36,38,35,34]],[33,[33,32]],[32,[]],[36,[]],[38,[]],[35,[]],[34,[]],[43,[43,42,41,47]],[42,[]],[41,[]],[47,[]],[46,[46,45,44,40]],[45,[]],[44,[]],[40,[]],[39,[39]]]],[[[8,[36,38,35,34]]],[[33,[33,32]]],[[37,[50,49,48,37]]],[[43,[43,42,41,47]]],[[46,[46,45,44,40]]],[[1,[1]],[39,[39]]]]]",859.98011391,"[[[[0,[13,2,3,9,7,6,5,21,20,19,18,17,16,29,30,28,27,15,31,4]],[13,[]],[2,[]],[3,[]],[9,[]],[7,[]],[6,[]],[5,[]],[21,[]],[20,[]],[19,[]],[18,[]],[17,[]],[16,[]],[29,[]],[30,[]],[28,[]],[27,[]],[15,[]],[37,[50,49,48,37]],[31,[]],[50,[]],[49,[]],[48,[]],[1,[1]],[4,[]]],[[0,[22,14,12,11,10,26,24,25,23,8]],[22,[]],[14,[]],[12,[]],[11,[]],[10,[]],[26,[]],[24,[]],[25,[]],[23,[]],[8,[36,38,35,34]],[33,[33,32]],[32,[]],[36,[]],[38,[]],[35,[]],[34,[]],[43,[43,42,41,47]],[42,[]],[41,[]],[47,[]],[46,[46,45,44,40]],[45,[]],[44,[]],[40,[]],[39,[39]]]],[[[8,[36,38,35,34]]],[[33,[33,32]]],[[37,[50,49,48,37]]],[[43,[43,42,41,47]]],[[46,[46,45,44,40]]],[[1,[1]],[39,[39]]]]]",859.98011391
test_data/data_demand_random_50_batch_all1_equal_cluster/C101_2.5.dat,8,60,"[[[[0,[3,2,4,33,9,7,6,8,40,41,42,43,23,22,24,25,14,26,12,13]],[3,[]],[2,[]],[4,[]],[33,[]],[9,[]],[7,[]],[6,[]],[8,[44,45,46,47,39,10,11]],[40,[]],[41,[]],[42,[]],[43,[]],[44,[]],[45,[]],[46,[]],[47,[]],[23,[]],[22,[]],[24,[]],[25,[]],[14,[]],[39,[]],[26,[]],[12,[]],[10,[]],[11,[]],[13,[]]],[[0,[15,16,17,18,19,20,30,29,21,27,28,31,50,37,36,48,49,38,35,34,32,5,1]],[15,[]],[16,[]],[17,[]],[18,[]],[19,[]],[20,[]],[30,[]],[29,[]],[21,[]],[27,[]],[28,[]],[31,[]],[50,[]],[37,[]],[36,[]],[48,[]],[49,[]],[38,[]],[35,[]],[34,[]],[32,[]],[5,[]],[1,[]]]],[[[8,[44,45,46,47,39,11,10]]]]]",860,,
test_data/data_demand_random_50_batch_all1_equal_cluster/C101_2.5.dat,8,90,"[[[[0,[9,7,6,8,16,17,18,19,20,21,15,3,2,13,5]],[9,[]],[7,[]],[6,[]],[8,[]],[16,[]],[17,[]],[18,[]],[19,[]],[20,[]],[21,[]],[29,[29,30,28,27,31]],[30,[]],[28,[]],[27,[]],[15,[]],[32,[32]],[3,[]],[2,[]],[13,[]],[5,[]],[37,[50,49,48,37]],[31,[]],[50,[]],[49,[]],[48,[]],[1,[1]]],[[0,[14,12,11,10,26,24,25,23,22]],[14,[]],[12,[]],[11,[]],[10,[]],[26,[]],[24,[]],[25,[]],[23,[]],[22,[]],[4,[4]],[33,[33,36,38,35,34]],[36,[]],[38,[]],[35,[]],[34,[]],[42,[47,46,45,44,42,41,43,40]],[41,[]],[43,[]],[47,[]],[46,[]],[45,[]],[44,[]],[40,[]],[39,[39]]]],[[[29,[29,30,28,27,31]],[4,[4]]],[[33,[33,36,38,35,34]],[32,[32]]],[[37,[50,49,48,37]]],[[42,[47,46,45,44,42,41,43,40]]],[[39,[39]],[1,[1]]]]]",829.615528128,"[[[[0,[9,7,6,8,16,17,18,19,20,21,15,3,2,13,5]],[9,[]],[7,[]],[6,[]],[8,[]],[16,[]],[17,[]],[18,[]],[19,[]],[20,[]],[21,[]],[29,[29,30,28,27,31]],[30,[]],[28,[]],[27,[]],[15,[]],[32,[32]],[3,[]],[2,[]],[13,[]],[5,[]],[37,[50,49,48,37]],[31,[]],[50,[]],[49,[]],[48,[]],[1,[1]]],[[0,[14,12,11,10,26,24,25,23,22]],[14,[]],[12,[]],[11,[]],[10,[]],[26,[]],[24,[]],[25,[]],[23,[]],[22,[]],[4,[4]],[33,[33,36,38,35,34]],[36,[]],[38,[]],[35,[]],[34,[]],[42,[47,46,45,44,42,41,43,40]],[41,[]],[43,[]],[47,[]],[46,[]],[45,[]],[44,[]],[40,[]],[39,[39]]]],[[[29,[29,30,28,27,31]],[4,[4]]],[[33,[33,36,38,35,34]],[32,[32]]],[[37,[50,49,48,37]]],[[42,[47,46,45,44,42,41,43,40]]],[[39,[39]],[1,[1]]]]]",829.615528128
test_data/data_demand_random_50_batch_all1_equal_cluster/C101_2.5.dat,8,120,"[[[[0,[13,14,24,23,22,15,27,28,30,20,19,18,17,16,21,29,31,37,36,34,9,7,6,5]],[13,[]],[14,[]],[24,[]],[23,[]],[22,[]],[15,[]],[27,[]],[28,[]],[30,[]],[20,[]],[19,[]],[18,[]],[17,[50,48,49,38,35,32,33]],[16,[]],[21,[]],[29,[]],[31,[]],[50,[]],[37,[]],[36,[]],[48,[]],[49,[]],[38,[]],[35,[]],[34,[]],[32,[]],[33,[]],[9,[]],[7,[]],[6,[]],[5,[]]],[[0,[10,11,12,26,39,25,47,46,45,44,43,42,41,40,8,4,3,2,1]],[10,[]],[11,[]],[12,[]],[26,[]],[39,[]],[25,[]],[47,[]],[46,[]],[45,[]],[44,[]],[43,[]],[42,[]],[41,[]],[40,[]],[8,[]],[4,[]],[3,[]],[2,[]],[1,[]]]],[[[17,[32,33,50,49,48,35,38]]]]]",836,"[[[[0,[13,2,3,9,7,6,5,21,20,19,18,17,16,29,30,28,27,15,31,4]],[13,[]],[2,[]],[3,[]],[9,[]],[7,[]],[6,[]],[5,[]],[21,[]],[20,[]],[19,[]],[18,[]],[17,[]],[16,[]],[29,[]],[30,[]],[28,[]],[27,[]],[15,[]],[37,[50,49,48,37]],[31,[]],[50,[]],[49,[]],[48,[]],[1,[1]],[4,[]]],[[0,[22,14,12,11,10,26,24,25,23,8]],[22,[]],[14,[]],[12,[]],[11,[]],[10,[]],[26,[]],[24,[]],[25,[]],[23,[]],[8,[36,38,35,34]],[33,[33,32]],[32,[]],[36,[]],[38,[]],[35,[]],[34,[]],[43,[43,42,41,47]],[42,[]],[41,[]],[47,[]],[46,[46,45,44,40]],[45,[]],[44,[]],[40,[]],[39,[39]]]],[[[8,[36,38,35,34]]],[[33,[33,32]]],[[37,[50,49,48,37]]],[[43,[43,42,41,47]]],[[46,[46,45,44,40]]],[[1,[1]],[39,[39]]]]]",859.98011391
