instance,drone_capacity,drone_limit_time,theta,run,best_fitness,best_sol,best_multi_visit_fitness,best_multi_visit_sol,best_sol_avg_customers_per_drone_trip,best_sol_avg_demand_per_drone_trip,best_sol_drone_trip_distances,best_sol_avg_distance_per_drone_trip,best_sol_truck_wait_by_point,best_sol_drone_wait_by_point,best_sol_avg_truck_wait_by_point,best_sol_avg_drone_wait_by_point,best_multi_visit_sol_avg_customers_per_drone_trip,best_multi_visit_sol_avg_demand_per_drone_trip,best_multi_visit_sol_drone_trip_distances,best_multi_visit_sol_avg_distance_per_drone_trip,best_multi_visit_sol_truck_wait_by_point,best_multi_visit_sol_drone_wait_by_point,best_multi_visit_sol_avg_truck_wait_by_point,best_multi_visit_sol_avg_drone_wait_by_point,status,runtime_sec,instance_group,instance_name
test_data/data_demand_random_50_batch_all1_equal_random/C201_1.5.dat,4,90,2,1,738.6124969497314,"[[[[0, [4, 2, 3]], [2, []], [4, []], [3, []], [17, [17, 12, 7, 18]], [7, []], [18, []], [30, [30, 23, 16, 25]], [23, []], [35, [35, 33, 27, 14]], [33, []], [25, []], [12, [41, 11, 21]], [16, []], [41, []], [27, []], [14, []], [34, [34, 42, 39, 40]], [42, []], [47, [47, 49, 28, 29]], [40, []], [21, []], [49, []], [39, []], [28, []], [29, []], [11, []]], [[0, [5]], [8, [8, 1]], [15, [15, 6, 9]], [6, []], [5, []], [32, [32, 31, 26, 19]], [31, []], [1, []], [26, []], [38, [38, 36, 20, 22]], [36, []], [20, []], [45, [45, 24, 46, 10]], [9, []], [50, [50, 48, 37, 43]], [19, []], [22, []], [43, []], [46, []], [24, []], [48, []], [10, []], [37, []], [44, [44, 13]], [13, []]]], [[[8, [8, 1]]], [[15, [15, 6, 9]]], [[17, [17, 12, 7, 18]]], [[30, [30, 23, 16, 25]]], [[32, [32, 31, 26, 19]]], [[35, [35, 33, 27, 14]]], [[38, [38, 36, 20, 22]]], [[12, [41, 11, 21]]], [[45, [45, 24, 46, 10]]], [[50, [50, 48, 37, 43]]], [[34, [34, 42, 39, 40]]], [[44, [44, 13]]], [[47, [47, 49, 28, 29]]]]]",,,3.538462,3.538462,"[62.096699, 46.647615, 78.714675, 48.166378, 51.224994, 40.0, 30.265492, 64.776539, 23.323808, 50.596443, 72.691127, 33.105891, 61.05735]",50.974385,"{8: 2.048349, 15: 0.0, 17: 0.0, 30: 7.083189, 32: 1.564148, 35: 8.083189, 38: 0.0, 12: 0.0, 45: 0.0, 50: 0.0, 34: 0.0, 44: 0.0, 47: 24.874239}","{8: 0.0, 15: 0.0, 17: 0.0, 30: 0.0, 32: 0.0, 35: 0.0, 38: 0.0, 12: 0.0, 45: 0.0, 50: 0.0, 34: 0.0, 44: 0.0, 47: 0.0}",3.357932,0.0,,,,,,,,,OK_BEST_ONLY_VALID,3473.589,random,C201_1.5.dat
test_data/data_demand_random_50_batch_all1_equal_random/C201_1.5.dat,4,90,2,3,720.0688837074972,"[[[[0, [2, 4, 3]], [9, [9]], [13, [13, 8, 10, 14]], [8, []], [10, []], [19, [19, 16, 12]], [2, [25, 27, 22, 24]], [25, []], [27, []], [14, []], [4, []], [16, []], [42, [42, 34, 41, 37]], [34, []], [41, []], [12, []], [3, []], [22, []], [44, [44, 43, 46, 48]], [37, []], [43, []], [46, []], [24, []], [48, []]], [[0, [1, 5]], [5, []], [18, [18, 17, 7, 11]], [17, []], [7, []], [15, [15, 6]], [1, []], [31, [31, 32, 28, 30]], [32, []], [38, [38, 26, 23, 29]], [26, []], [36, [36, 20, 33, 21]], [6, []], [20, []], [45, [45, 35, 39, 40]], [11, []], [33, []], [35, []], [50, [50, 47, 49]], [47, []], [21, []], [49, []], [39, []], [40, []], [28, []], [30, []], [23, []], [29, []]]], [[[9, [9]]], [[13, [13, 8, 10, 14]]], [[18, [18, 17, 7, 11]]], [[15, [15, 6]]], [[19, [19, 16, 12]]], [[2, [25, 27, 22, 24]]], [[31, [31, 32, 28, 30]]], [[42, [42, 34, 41, 37]]], [[38, [38, 26, 23, 29]]], [[36, [36, 20, 33, 21]]], [[45, [45, 35, 39, 40]]], [[44, [44, 43, 46, 48]]], [[50, [50, 47, 49]]]]]",,,3.461538,3.461538,"[24.33105, 21.540659, 80.622577, 46.647615, 45.607017, 67.082039, 58.137767, 68.35203, 30.265492, 39.293765, 23.323808, 33.105891, 50.596443]",45.300473,"{9: 31.165525, 13: 46.604805, 18: 22.311289, 15: 0.0, 19: 0.0, 2: 0.0, 31: 2.757595, 42: 0.0, 38: 0.0, 36: 0.0, 45: 0.0, 44: 0.0, 50: 0.0}","{9: 0.0, 13: 0.0, 18: 0.0, 15: 0.0, 19: 0.0, 2: 0.0, 31: 0.0, 42: 0.0, 38: 0.0, 36: 0.0, 45: 0.0, 44: 0.0, 50: 0.0}",7.910709,0.0,,,,,,,,,OK_BEST_ONLY_VALID,5801.089,random,C201_1.5.dat
test_data/data_demand_random_50_batch_all1_equal_random/C201_1.5.dat,4,90,2,4,721.298221281347,"[[[[0, [4, 2, 3]], [2, []], [12, [12, 11, 8, 10]], [3, []], [22, [22, 19, 9, 14]], [10, []], [13, [13, 16]], [11, []], [9, []], [29, [29, 24, 34, 27]], [34, []], [4, []], [14, []], [27, []], [41, [41, 25, 37]], [16, []], [25, []], [50, [50, 43, 48, 46]], [19, []], [43, []], [8, []], [24, []], [48, []], [46, []], [37, []], [44, [44]]], [[0, [1]], [5, [5, 6]], [1, []], [6, []], [7, [7, 18, 17, 15]], [18, []], [17, []], [20, [20, 32, 31, 26]], [38, [38, 36, 28, 21]], [32, []], [31, []], [26, [42, 23]], [36, []], [15, []], [28, []], [39, [39, 49, 40, 30]], [49, []], [21, []], [40, []], [30, [45, 47, 35, 33]], [47, []], [42, []], [23, []], [35, []], [33, []], [45, []]]], [[[5, [5, 6]]], [[12, [12, 11, 8, 10]]], [[7, [7, 18, 17, 15]]], [[22, [22, 19, 9, 14]]], [[13, [13, 16]]], [[20, [20, 32, 31, 26]]], [[29, [29, 24, 34, 27]]], [[38, [38, 36, 28, 21]]], [[26, [42, 23]]], [[41, [41, 25, 37]]], [[50, [50, 43, 48, 46]]], [[39, [39, 49, 40, 30]]], [[30, [45, 47, 35, 33]]], [[44, [44]]]]]",,,3.285714,3.285714,"[55.461698, 64.776539, 76.157731, 36.055513, 21.540659, 23.323808, 34.234486, 30.265492, 41.231056, 80.622577, 50.596443, 72.111026, 48.166378, 33.105891]",47.689235,"{5: 0.730849, 12: 11.388269, 7: 0.0, 22: 9.639487, 13: 0.0, 20: 0.0, 29: 0.0, 38: 3.401897, 26: 0.0, 41: 0.0, 50: 13.270465, 39: 0.0, 30: 0.0, 44: 0.0}","{5: 0.0, 12: 0.0, 7: 0.0, 22: 0.0, 13: 0.0, 20: 0.0, 29: 0.0, 38: 0.0, 26: 0.0, 41: 0.0, 50: 0.0, 39: 0.0, 30: 0.0, 44: 0.0}",2.745069,0.0,,,,,,,,,OK_BEST_ONLY_VALID,4720.311,random,C201_1.5.dat
test_data/data_demand_random_50_batch_all1_equal_random/C201_1.5.dat,4,90,2,5,721.298221281347,"[[[[0, [4, 3, 2, 5]], [5, []], [11, [11, 10]], [10, [22, 14]], [22, []], [19, [19, 25, 27, 8]], [2, []], [4, []], [3, []], [27, []], [14, []], [25, []], [34, [34, 41, 16, 12]], [41, []], [16, []], [12, []], [50, [50, 43, 48, 24]], [43, []], [8, []], [48, []], [24, []], [46, [46, 37, 44, 13]], [37, []], [44, []], [13, []]], [[0, [1]], [9, [9, 6, 7]], [6, []], [7, []], [18, [18, 17, 15]], [17, []], [15, []], [1, []], [31, [31, 29, 33, 23]], [32, [32, 26, 20, 28]], [26, []], [36, [36, 39, 40, 30]], [20, []], [45, [45, 35, 42, 21]], [29, []], [35, []], [33, []], [23, []], [42, [47, 49, 38]], [47, []], [21, []], [49, []], [39, []], [40, []], [28, []], [30, []], [38, []]]], [[[11, [11, 10]]], [[9, [9, 6, 7]]], [[18, [18, 17, 15]]], [[10, [22, 14]]], [[19, [19, 25, 27, 8]]], [[31, [31, 29, 33, 23]]], [[32, [32, 26, 20, 28]]], [[34, [34, 41, 16, 12]]], [[36, [36, 39, 40, 30]]], [[45, [45, 35, 42, 21]]], [[42, [47, 49, 38]]], [[50, [50, 43, 48, 24]]], [[46, [46, 37, 44, 13]]]]]",,,3.461538,3.461538,"[20.0, 24.33105, 80.622577, 37.363083, 45.607017, 58.137767, 51.224994, 72.691127, 39.293765, 23.323808, 68.35203, 50.596443, 51.419841]",47.920269,"{11: 0.0, 9: 31.165525, 18: 6.145764, 10: 0.0, 19: 1.803509, 31: 7.757595, 32: 0.0, 34: 6.542055, 36: 3.577999, 45: 0.0, 42: 0.0, 50: 10.952658, 46: 0.0}","{11: 0.0, 9: 0.0, 18: 0.0, 10: 0.0, 19: 0.0, 31: 0.0, 32: 0.0, 34: 0.0, 36: 0.0, 45: 0.0, 42: 0.0, 50: 0.0, 46: 0.0}",5.226546,0.0,,,,,,,,,OK_BEST_ONLY_VALID,5126.324,random,C201_1.5.dat
test_data/data_demand_random_50_batch_all1_equal_random/C201_1.5.dat,4,120,2,1,,,829.4798583822836,"[[[[0, [5, 1]], [7, [7, 10, 13, 6]], [17, [17, 18, 8, 15]], [18, []], [15, []], [5, []], [1, []], [31, [31, 32, 24, 22]], [32, []], [26, [26, 38, 37, 36]], [38, []], [36, [46, 44, 20, 33]], [6, []], [20, []], [33, []], [22, []], [43, [43, 48]], [8, []], [48, []], [24, []], [46, []], [10, []], [37, []], [44, []], [13, []], [45, [45, 29]], [29, []]], [[0, [3]], [9, [9, 4, 12, 2]], [19, [19, 14, 21, 23]], [25, [25, 27, 11, 16]], [2, []], [4, []], [27, []], [14, []], [34, [34, 28, 30]], [3, []], [23, []], [28, []], [39, [39, 49, 40, 47]], [49, []], [21, []], [40, []], [42, [42, 50]], [47, []], [30, []], [50, []], [12, []], [16, []], [41, [41, 35]], [35, []], [11, []]]], [[[9, [9, 4, 12, 2]]], [[7, [7, 10, 13, 6]]], [[17, [17, 18, 8, 15]]], [[19, [19, 14, 21, 23]]], [[25, [25, 27, 11, 16]]], [[31, [31, 32, 24, 22]]], [[34, [34, 28, 30]]], [[26, [26, 38, 37, 36]]], [[36, [46, 44, 20, 33]]], [[39, [39, 49, 40, 47]]], [[43, [43, 48]], [42, [42, 50]]], [[45, [45, 29]]], [[41, [41, 35]]]]]",,,,,,,,,3.615385,3.615385,"[24.33105, 76.157731, 78.714675, 45.607017, 63.245553, 58.137767, 72.691127, 41.231056, 39.293765, 72.111026, 95.36967, 23.323808, 80.622577]",59.29514,"{9: 77.165525, 7: 31.078866, 17: 37.278472, 19: 54.637983, 25: 2.819268, 31: 0.0, 34: 0.0, 26: 1.684412, 36: 16.605134, 39: 0.0, 43: 0.0, 42: 15.857082, 45: 0.0, 41: 0.0}","{9: 0.0, 7: 0.0, 17: 0.0, 19: 0.0, 25: 0.0, 31: 0.0, 34: 0.0, 26: 0.0, 36: 0.0, 39: 0.0, 43: 0.0, 42: 0.0, 45: 0.0, 41: 0.0}",16.937624,0.0,OK_MULTI_ONLY_VALID,5774.546,random,C201_1.5.dat
test_data/data_demand_random_50_batch_all1_equal_random/C201_1.5.dat,4,120,2,2,753.1327459504216,"[[[[0, [2, 4, 3]], [8, [8]], [13, [13, 10]], [10, []], [22, [22, 19, 16, 12]], [19, []], [2, []], [4, []], [16, []], [12, []], [29, [29, 27, 14, 25]], [25, []], [3, []], [27, []], [14, []], [41, [41, 34, 23, 24]], [34, [44, 37, 43]], [23, []], [35, [35, 50, 46, 48]], [50, []], [44, []], [37, []], [43, []], [46, []], [24, []], [48, []]], [[0, [5, 1]], [5, []], [1, []], [15, [15, 7, 17, 18]], [17, []], [18, []], [7, []], [26, [26, 32, 31, 20]], [20, []], [6, [6, 11, 9]], [38, [38, 36, 40, 21]], [32, []], [31, []], [36, []], [40, []], [21, []], [49, [49, 39, 28, 30]], [39, []], [28, []], [30, []], [47, [47, 42, 45, 33]], [42, []], [45, []], [9, []], [33, []], [11, []]]], [[[15, [15, 7, 17, 18]]], [[8, [8]]], [[13, [13, 10]]], [[22, [22, 19, 16, 12]]], [[29, [29, 27, 14, 25]]], [[26, [26, 32, 31, 20]]], [[6, [6, 11, 9]]], [[38, [38, 36, 40, 21]]], [[41, [41, 34, 23, 24]]], [[34, [44, 37, 43]]], [[35, [35, 50, 46, 48]]], [[49, [49, 39, 28, 30]]], [[47, [47, 42, 45, 33]]]]]",,,3.461538,3.461538,"[46.647615, 62.096699, 21.540659, 36.055513, 34.234486, 41.231056, 33.526109, 30.265492, 80.622577, 72.691127, 40.0, 78.102497, 61.05735]",49.082399,"{15: 7.323808, 8: 2.048349, 13: 0.0, 22: 33.979407, 29: 0.0, 26: 6.291721, 6: 0.0, 38: 5.517218, 41: 0.0, 34: 0.0, 35: 0.0, 49: 0.0, 47: 0.0}","{15: 0.0, 8: 0.0, 13: 0.0, 22: 0.0, 29: 0.0, 26: 0.0, 6: 0.0, 38: 0.0, 41: 0.0, 34: 0.0, 35: 0.0, 49: 0.0, 47: 0.0}",4.243116,0.0,,,,,,,,,OK_BEST_ONLY_VALID,3203.267,random,C201_1.5.dat
test_data/data_demand_random_50_batch_all1_equal_random/C201_1.5.dat,4,120,2,3,730.1327459504216,"[[[[0, [2, 4, 3]], [9, [9, 7]], [12, [12, 11, 8]], [2, []], [4, []], [3, []], [23, [23, 24, 18, 17]], [18, []], [17, []], [7, []], [36, [36, 29, 33, 22]], [45, [45, 43, 46, 19]], [11, []], [22, []], [43, []], [8, []], [24, []], [48, [48, 44, 37]], [46, []], [37, []], [44, []], [19, []], [29, []], [33, []]], [[0, [5, 1]], [13, [13, 6, 10]], [10, []], [6, []], [20, [20, 21, 16, 15]], [26, [26, 28, 14, 27]], [5, []], [1, [31, 32, 34]], [31, []], [32, []], [38, [38, 42, 41]], [15, [40, 39, 30]], [30, []], [28, []], [40, []], [39, []], [49, [49, 47, 50]], [21, []], [47, []], [42, []], [34, []], [16, [25, 35]], [41, []], [14, []], [27, []], [25, []], [50, []], [35, []]]], [[[13, [13, 6, 10]]], [[9, [9, 7]]], [[12, [12, 11, 8]]], [[20, [20, 21, 16, 15]]], [[23, [23, 24, 18, 17]]], [[26, [26, 28, 14, 27]]], [[1, [31, 32, 34]]], [[36, [36, 29, 33, 22]]], [[38, [38, 42, 41]]], [[15, [40, 39, 30]]], [[45, [45, 43, 46, 19]]], [[48, [48, 44, 37]]], [[49, [49, 47, 50]]], [[16, [25, 35]]]]]",,,3.214286,3.214286,"[21.540659, 24.33105, 64.776539, 23.323808, 41.231056, 41.231056, 53.814496, 39.293765, 30.265492, 46.647615, 23.323808, 62.096699, 78.102497, 70.710678]",44.334944,"{13: 75.77033, 9: 31.165525, 12: 7.222744, 20: 0.0, 23: 19.227259, 26: 0.0, 1: 0.136918, 36: 0.0, 38: 18.225498, 15: 0.0, 45: 9.046376, 48: 0.0, 49: 0.0, 16: 0.0}","{13: 0.0, 9: 0.0, 12: 0.0, 20: 0.0, 23: 0.0, 26: 0.0, 1: 0.0, 36: 0.0, 38: 0.0, 15: 0.0, 45: 0.0, 48: 0.0, 49: 0.0, 16: 0.0}",11.485332,0.0,,,,,,,,,OK_BEST_ONLY_VALID,6061.963,random,C201_1.5.dat
test_data/data_demand_random_50_batch_all1_equal_random/C201_1.5.dat,4,120,2,5,713.8405220275511,"[[[[0, [5, 1]], [5, [7, 9]], [18, [18, 17, 15, 6]], [17, []], [7, []], [15, []], [6, []], [32, [32, 31, 20, 24]], [31, []], [1, []], [26, [26, 36, 38, 19]], [38, []], [36, []], [20, []], [45, [45, 43, 37, 46]], [9, []], [50, [50, 22, 44, 48]], [19, []], [43, []], [22, []], [44, []], [37, []], [46, []], [24, []], [48, []]], [[0, [2, 4, 3]], [10, [10, 13, 8, 12]], [8, []], [13, [23, 16, 21, 14]], [14, []], [27, [27, 25, 34, 28]], [4, []], [2, []], [3, []], [25, []], [35, [35, 41, 42, 39]], [23, []], [12, []], [16, []], [41, []], [34, []], [42, []], [47, [47, 49, 40, 30]], [21, []], [49, []], [39, []], [40, []], [28, []], [30, []], [29, [29, 33, 11]], [33, []], [11, []]]], [[[5, [7, 9]]], [[18, [18, 17, 15, 6]]], [[10, [10, 13, 8, 12]]], [[13, [23, 16, 21, 14]]], [[27, [27, 25, 34, 28]]], [[32, [32, 31, 20, 24]]], [[26, [26, 36, 38, 19]]], [[35, [35, 41, 42, 39]]], [[45, [45, 43, 37, 46]]], [[50, [50, 22, 44, 48]]], [[47, [47, 49, 40, 30]]], [[29, [29, 33, 11]]]]]",,,3.75,3.75,"[55.461698, 80.622577, 37.363083, 21.540659, 78.587531, 51.224994, 41.231056, 40.0, 23.323808, 50.596443, 61.05735, 34.234486]",47.936974,"{5: 0.730849, 18: 16.580439, 10: 80.14324, 13: 0.0, 27: 29.150525, 32: 2.301208, 26: 0.228025, 35: 0.0, 45: 0.0, 50: 0.0, 47: 0.0, 29: 0.0}","{5: 0.0, 18: 0.0, 10: 0.0, 13: 0.0, 27: 0.0, 32: 0.0, 26: 0.0, 35: 0.0, 45: 0.0, 50: 0.0, 47: 0.0, 29: 0.0}",10.761191,0.0,,,,,,,,,OK_BEST_ONLY_VALID,5633.976,random,C201_1.5.dat
test_data/data_demand_random_50_batch_all1_equal_random/C201_1.5.dat,8,60,2,1,719.0,"[[[[0, [3, 5]], [5, []], [6, [6, 17, 8, 16, 14, 18, 7, 12]], [18, []], [17, []], [7, []], [20, [20, 29, 33]], [29, []], [33, []], [35, [41, 25, 24, 37, 35, 27]], [12, []], [16, []], [41, []], [14, []], [27, []], [3, []], [25, []], [50, [50, 43, 48, 46, 44]], [43, []], [8, []], [48, []], [24, []], [46, []], [37, []], [44, []]], [[0, [2, 4, 1]], [2, []], [4, []], [13, [13, 9, 10, 15, 11]], [10, []], [22, [22, 19, 21, 23]], [19, []], [9, []], [11, []], [38, [38, 26, 32, 31, 36, 30, 28, 34]], [26, []], [1, []], [32, []], [31, []], [36, []], [15, []], [30, [40, 39, 49, 47, 42, 45]], [28, []], [40, []], [39, []], [49, []], [21, []], [47, []], [42, []], [34, []], [23, []], [45, []]]], [[[6, [6, 17, 8, 16, 14, 18, 7, 12]]], [[13, [13, 9, 10, 15, 11]]], [[20, [20, 29, 33]]], [[22, [22, 19, 21, 23]]], [[38, [38, 26, 32, 31, 36, 30, 28, 34]]], [[35, [41, 25, 24, 37, 35, 27]]], [[30, [40, 39, 49, 47, 42, 45]]], [[50, [50, 43, 48, 46, 44]]]]]",,,5.625,5.625,"[33.526109, 21.540659, 23.323808, 36.055513, 30.265492, 40.0, 48.166378, 50.596443]",35.4343,"{6: 30.763055, 13: 0.0, 20: 0.0, 22: 0.0, 38: 5.132746, 35: 24.236945, 30: 0.0, 50: 0.0}","{6: 0.0, 13: 0.0, 20: 0.0, 22: 0.0, 38: 0.0, 35: 0.0, 30: 0.0, 50: 0.0}",7.516593,0.0,,,,,,,,,OK_BEST_ONLY_VALID,3244.102,random,C201_1.5.dat
test_data/data_demand_random_50_batch_all1_equal_random/C201_1.5.dat,8,60,2,2,745.6124969497314,"[[[[0, [5, 1]], [5, []], [20, [20]], [1, []], [32, [32, 31, 26, 6, 15, 7, 17]], [31, []], [26, []], [38, [38, 36, 18, 28, 21]], [6, []], [36, []], [15, [39, 30, 40, 42, 34, 41, 35]], [7, []], [17, []], [18, []], [39, []], [28, []], [30, [49, 47]], [40, []], [49, []], [21, []], [47, []], [42, []], [34, []], [41, []], [35, []]], [[0, [4, 3, 2]], [3, []], [4, []], [10, [10, 13]], [13, [19, 14, 16, 12, 9, 11]], [19, [25, 27]], [25, []], [2, []], [27, []], [14, []], [16, []], [12, []], [9, []], [45, [45, 33, 29, 23, 22, 8]], [11, []], [33, []], [29, []], [23, [50, 44, 37, 43, 46, 24, 48]], [50, []], [22, []], [44, []], [37, []], [43, []], [46, []], [8, []], [24, []], [48, []]]], [[[20, [20]]], [[10, [10, 13]]], [[13, [19, 14, 16, 12, 9, 11]]], [[19, [25, 27]]], [[32, [32, 31, 26, 6, 15, 7, 17]]], [[38, [38, 36, 18, 28, 21]]], [[15, [39, 30, 40, 42, 34, 41, 35]]], [[45, [45, 33, 29, 23, 22, 8]]], [[23, [50, 44, 37, 43, 46, 24, 48]]], [[30, [49, 47]]]]]",,,4.5,4.5,"[23.323808, 37.363083, 21.540659, 45.607017, 51.224994, 30.265492, 46.647615, 23.323808, 41.231056, 48.166378]",36.869391,"{20: 57.661904, 10: 0.0, 13: 11.451871, 19: 14.351637, 32: 22.950593, 38: 0.0, 15: 0.0, 45: 0.0, 23: 0.0, 30: 0.0}","{20: 0.0, 10: 0.0, 13: 0.0, 19: 0.0, 32: 0.0, 38: 0.0, 15: 0.0, 45: 0.0, 23: 0.0, 30: 0.0}",10.641601,0.0,,,,,,,,,OK_BEST_ONLY_VALID,3042.808,random,C201_1.5.dat
test_data/data_demand_random_50_batch_all1_equal_random/C201_1.5.dat,8,90,2,1,731.6619037896905,"[[[[0, []], [7, [7, 16, 14, 12, 10, 8, 9]], [9, []], [20, [20, 23, 34, 27, 24, 29, 33, 19]], [29, []], [33, []], [35, [35, 37]], [23, []], [34, []], [42, [42, 25, 41]], [12, []], [16, []], [41, []], [14, []], [27, []], [25, []], [50, [50, 46, 48]], [19, []], [37, []], [10, []], [46, []], [8, []], [24, []], [48, []]], [[0, [5, 1, 4, 2, 3]], [4, []], [2, []], [3, []], [13, [13, 6, 15, 11]], [6, []], [26, [26, 22]], [5, []], [1, []], [31, [31, 32, 18, 21]], [32, []], [38, [28, 17, 38, 36, 39, 40, 30]], [36, []], [15, []], [28, []], [17, []], [18, []], [39, []], [49, [49, 47, 45, 43, 44]], [21, []], [40, []], [47, []], [30, []], [45, []], [11, []], [22, []], [44, []], [43, []]]], [[[13, [13, 6, 15, 11]]], [[7, [7, 16, 14, 12, 10, 8, 9]]], [[20, [20, 23, 34, 27, 24, 29, 33, 19]]], [[26, [26, 22]]], [[31, [31, 32, 18, 21]]], [[35, [35, 37]]], [[38, [28, 17, 38, 36, 39, 40, 30]]], [[42, [42, 25, 41]]], [[50, [50, 46, 48]]], [[49, [49, 47, 45, 43, 44]]]]]",820.0512483795333,"[[[[0, [4, 2, 3]], [2, [1]], [3, []], [4, []], [22, [22, 6, 13]], [19, [19]], [25, [25, 27, 23, 20, 24]], [27, []], [35, [35, 33, 29, 31, 32, 26, 38]], [23, []], [33, []], [29, []], [45, [45, 36]], [38, []], [31, []], [32, []], [1, []], [26, []], [36, []], [6, []], [20, []], [13, []], [24, []], [48, [48]]], [[0, [5]], [5, []], [11, [11, 9, 10, 8]], [9, []], [12, [12, 15, 7, 17, 18, 16, 14]], [14, []], [30, [30, 28, 21, 34]], [15, []], [7, []], [17, []], [18, []], [39, [39, 40, 44, 43, 46, 37]], [28, []], [40, []], [49, [49, 47, 42, 41, 50]], [21, []], [47, []], [42, []], [34, []], [41, []], [16, []], [50, []], [44, []], [43, []], [8, []], [46, []], [10, []], [37, []]]], [[[2, [1]]], [[11, [11, 9, 10, 8]]], [[22, [22, 6, 13]]], [[19, [19]], [12, [12, 15, 7, 17, 18, 16, 14]]], [[25, [25, 27, 23, 20, 24]]], [[30, [30, 28, 21, 34]]], [[35, [35, 33, 29, 31, 32, 26, 38]]], [[45, [45, 36]]], [[39, [39, 40, 44, 43, 46, 37]]], [[49, [49, 47, 42, 41, 50]]], [[48, [48]]]]]",4.5,4.5,"[21.540659, 76.157731, 23.323808, 41.231056, 58.137767, 40.0, 30.265492, 68.35203, 50.596443, 78.102497]",48.770748,"{13: 0.0, 7: 78.078866, 20: 8.583038, 26: 0.0, 31: 0.0, 35: 0.0, 38: 7.132746, 42: 0.0, 50: 0.0, 49: 7.918502}","{13: 0.0, 7: 0.0, 20: 0.0, 26: 0.0, 31: 0.0, 35: 0.0, 38: 0.0, 42: 0.0, 50: 0.0, 49: 0.0}",10.171315,0.0,4.181818,4.181818,"[67.082039, 20.0, 36.055513, 77.395381, 63.245553, 48.166378, 40.0, 23.323808, 72.111026, 78.102497, 62.096699]",53.416263,"{2: 0.0, 11: 0.0, 22: 29.027756, 19: 0.0, 12: 15.23136, 25: 0.0, 30: 0.0, 35: 0.0, 45: 12.634147, 39: 0.0, 49: 3.819889, 48: 0.0}","{2: 0.0, 11: 0.0, 22: 0.0, 19: 0.0, 12: 0.0, 25: 0.0, 30: 0.0, 35: 0.0, 45: 0.0, 39: 0.0, 49: 0.0, 48: 0.0}",5.059429,0.0,OK_BOTH_VALID,3121.878,random,C201_1.5.dat
