instance,drone_capacity,drone_limit_time,theta,run,best_fitness,best_sol,best_multi_visit_fitness,best_multi_visit_sol,best_sol_avg_customers_per_drone_trip,best_sol_avg_demand_per_drone_trip,best_sol_drone_trip_distances,best_sol_avg_distance_per_drone_trip,best_sol_truck_wait_by_point,best_sol_drone_wait_by_point,best_sol_avg_truck_wait_by_point,best_sol_avg_drone_wait_by_point,best_multi_visit_sol_avg_customers_per_drone_trip,best_multi_visit_sol_avg_demand_per_drone_trip,best_multi_visit_sol_drone_trip_distances,best_multi_visit_sol_avg_distance_per_drone_trip,best_multi_visit_sol_truck_wait_by_point,best_multi_visit_sol_drone_wait_by_point,best_multi_visit_sol_avg_truck_wait_by_point,best_multi_visit_sol_avg_drone_wait_by_point,status,runtime_sec,instance_group,instance_name
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_2.5.dat,8,120,2,2,931.0788655293195,"[[[[0, [3, 4, 5, 1, 2]], [2, []], [10, [10, 9, 14]], [9, []], [1, []], [13, [13, 16]], [3, []], [4, []], [16, []], [22, [22, 20, 21, 19]], [20, []], [21, []], [19, []], [30, [30, 31, 34, 29, 32, 33, 35, 28]], [31, []], [34, []], [29, []], [5, []], [44, [44, 43, 42]], [43, []], [42, []], [32, []], [33, []], [35, []], [48, [48, 47]], [47, []], [28, []], [14, []]], [[0, [6]], [18, [18, 17, 12, 11, 8, 15, 7]], [17, []], [27, [27, 25, 24, 23, 26]], [26, []], [25, []], [24, []], [23, []], [12, []], [11, []], [8, []], [7, []], [15, []], [6, []], [36, [36, 45, 46, 41, 40, 37, 39, 38]], [37, []], [39, []], [38, []], [45, []], [46, []], [50, [50, 49]], [49, []], [41, []], [40, []]]], [[[10, [10, 9, 14]]], [[13, [13, 16]]], [[18, [18, 17, 12, 11, 8, 15, 7]]], [[22, [22, 20, 21, 19]]], [[27, [27, 25, 24, 23, 26]]], [[36, [36, 45, 46, 41, 40, 37, 39, 38]]], [[30, [30, 31, 34, 29, 32, 33, 35, 28]]], [[44, [44, 43, 42]]], [[50, [50, 49]]], [[48, [48, 47]]]]]",,,4.4,4.4,"[37.363083, 23.323808, 41.231056, 51.224994, 62.096699, 50.596443, 61.611687, 72.691127, 76.157731, 78.714675]",55.50113,"{10: 130.681542, 13: 0.0, 18: 261.615528, 22: 0.0, 27: 0.0, 36: 0.0, 30: 0.0, 44: 2.664022, 50: 5.463337, 48: 0.0}","{10: 0.0, 13: 0.0, 18: 0.0, 22: 0.0, 27: 0.0, 36: 0.0, 30: 0.0, 44: 0.0, 50: 0.0, 48: 0.0}",40.042443,0.0,,,,,,,,,OK_BEST_ONLY_VALID,3135.166,cluster,C201_2.5.dat
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_2.5.dat,8,120,2,3,935.3882694814033,"[[[[0, [5, 4, 2, 3, 1]], [16, [16, 15, 17, 14, 8, 12, 7]], [15, []], [17, []], [14, []], [4, []], [2, []], [5, []], [25, [25, 23]], [12, []], [23, []], [7, []], [8, []], [29, [29, 31, 30, 32, 41, 38, 37, 39]], [31, []], [30, []], [32, []], [44, [44, 45, 46, 36]], [41, []], [45, []], [46, []], [38, []], [37, []], [39, []], [50, [50, 49]], [49, []], [36, []], [3, []], [1, []]], [[0, [6]], [11, [11, 10, 9]], [6, []], [19, [19, 18, 13, 22, 21, 20]], [22, []], [21, []], [20, []], [18, []], [13, []], [10, []], [9, []], [27, [27, 26, 24, 33, 34, 35, 28]], [26, []], [24, []], [40, [40, 42, 43]], [43, []], [42, []], [33, []], [34, []], [35, []], [48, [48, 47]], [47, []], [28, []]]], [[[11, [11, 10, 9]]], [[16, [16, 15, 17, 14, 8, 12, 7]]], [[19, [19, 18, 13, 22, 21, 20]]], [[25, [25, 23]]], [[27, [27, 26, 24, 33, 34, 35, 28]]], [[29, [29, 31, 30, 32, 41, 38, 37, 39]]], [[40, [40, 42, 43]]], [[44, [44, 45, 46, 36]]], [[50, [50, 49]]], [[48, [48, 47]]]]]",1048.5428902207002,"[[[[0, [8]], [17, [17, 5]], [20, [20, 22, 21, 19, 18, 16, 15]], [22, []], [21, []], [19, []], [18, []], [16, []], [15, []], [13, [13, 7, 11, 23, 24]], [7, []], [5, []], [23, []], [24, []], [11, []], [8, []], [38, [38, 43, 44, 40, 41, 45, 46, 39]], [43, []], [44, []], [40, []], [41, []], [45, []], [46, []], [49, [49, 50, 37, 36]], [50, []], [39, []], [37, []], [36, []]], [[0, [1, 4, 6, 2, 3]], [9, [9]], [1, []], [12, [12, 14, 10]], [4, []], [14, []], [6, []], [10, []], [25, [25, 27, 26, 29, 30, 32, 31, 33]], [27, []], [26, []], [2, []], [3, []], [29, []], [30, []], [32, []], [31, []], [33, []], [42, [42, 34, 35, 28]], [34, []], [35, []], [48, [48, 47]], [47, []], [28, []]]], [[[17, [17, 5]]], [[9, [9]]], [[12, [12, 14, 10]]], [[20, [20, 22, 21, 19, 18, 16, 15]]], [[13, [13, 7, 11, 23, 24]]], [[25, [25, 27, 26, 29, 30, 32, 31, 33]]], [[38, [38, 43, 44, 40, 41, 45, 46, 39]]], [[49, [49, 50, 37, 36]], [42, [42, 34, 35, 28]]], [[48, [48, 47]]]]]",4.4,4.4,"[36.055513, 39.293765, 55.461698, 62.096699, 62.096699, 48.166378, 64.776539, 72.691127, 76.157731, 78.714675]",59.551082,"{11: 65.027756, 16: 165.646883, 19: 34.703093, 25: 0.401467, 27: 0.0, 29: 10.03484, 40: 6.65742, 44: 0.0, 50: 5.995676, 48: 0.0}","{11: 0.0, 16: 0.0, 19: 0.0, 25: 0.0, 27: 0.0, 29: 0.0, 40: 0.0, 44: 0.0, 50: 0.0, 48: 0.0}",28.846714,0.0,4.888889,4.888889,"[30.265492, 38.626416, 44.72136, 53.814496, 23.323808, 62.096699, 67.052218, 98.458083, 78.714675]",55.230361,"{17: 78.132746, 9: 66.313208, 12: 13.047472, 20: 61.774502, 13: 0.0, 25: 86.68767, 38: 0.0, 49: 0.0, 42: 81.494541, 48: 0.0}","{17: 0.0, 9: 0.0, 12: 0.0, 20: 0.0, 13: 0.0, 25: 0.0, 38: 0.0, 49: 0.0, 42: 0.0, 48: 0.0}",38.745014,0.0,OK_BOTH_VALID,3782.278,cluster,C201_2.5.dat
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_2.5.dat,8,120,2,4,931.0788655293195,"[[[[0, [5, 1]], [16, [16, 12, 11, 8, 14]], [14, []], [25, [25, 24, 27, 23, 26]], [26, []], [24, []], [27, []], [12, []], [11, []], [8, []], [23, []], [36, [36, 40, 39]], [39, []], [40, []], [43, [43, 44, 45, 46, 38, 37]], [44, []], [45, []], [46, []], [50, [50, 49]], [49, []], [38, []], [37, []], [5, []], [1, []]], [[0, [4, 6, 3, 2]], [7, [7, 10, 9]], [10, [17, 15, 13]], [9, []], [4, []], [6, []], [19, [19, 20, 22, 21, 18]], [20, []], [22, []], [21, []], [18, []], [17, []], [15, []], [13, []], [3, []], [41, [41, 33, 31, 30, 34, 35, 29, 32]], [29, []], [42, [42]], [32, []], [33, []], [31, []], [30, []], [34, []], [35, []], [48, [48, 47, 28]], [47, []], [28, []], [2, []]]], [[[7, [7, 10, 9]]], [[10, [17, 15, 13]]], [[16, [16, 12, 11, 8, 14]]], [[19, [19, 20, 22, 21, 18]]], [[25, [25, 24, 27, 23, 26]]], [[41, [41, 33, 31, 30, 34, 35, 29, 32]]], [[36, [36, 40, 39]]], [[42, [42]]], [[43, [43, 44, 45, 46, 38, 37]]], [[50, [50, 49]]], [[48, [48, 47, 28]]]]]",,,4.0,4.0,"[21.540659, 37.363083, 39.293765, 55.461698, 62.096699, 70.710678, 50.596443, 61.05735, 68.35203, 76.157731, 78.714675]",56.485892,"{7: 79.77033, 10: 81.911212, 16: 165.646883, 19: 0.0, 25: 88.401467, 41: 0.673797, 36: 0.0, 42: 0.0, 43: 0.127666, 50: 15.902851, 48: 14.001998}","{7: 0.0, 10: 0.0, 16: 0.0, 19: 0.0, 25: 0.0, 41: 0.0, 36: 0.0, 42: 0.0, 43: 0.0, 50: 0.0, 48: 0.0}",40.585109,0.0,,,,,,,,,OK_BEST_ONLY_VALID,3596.347,cluster,C201_2.5.dat
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_2.5.dat,8,120,2,5,936.293765408777,"[[[[0, [3, 2]], [2, []], [3, []], [7, [7, 9, 11, 13, 14, 17]], [9, []], [11, []], [13, []], [14, []], [17, []], [24, [24, 26, 25, 27, 23]], [26, []], [25, []], [27, []], [23, [31, 36, 38, 40]], [36, []], [38, []], [40, []], [31, []], [48, [48, 47]], [47, []]], [[0, [4, 6, 5, 1]], [5, []], [1, []], [4, [8, 10, 12]], [6, []], [8, []], [10, []], [12, []], [15, [16, 20, 21, 22, 15, 18, 19]], [18, []], [16, []], [19, []], [20, []], [21, []], [22, []], [28, [28, 30, 32, 34, 35, 33, 29]], [30, []], [32, []], [34, []], [35, []], [33, []], [29, []], [42, [42, 43, 44, 45, 46, 41]], [43, []], [44, []], [41, []], [45, []], [46, []], [49, [49, 50, 39, 37]], [50, []], [39, []], [37, []]]], [[[4, [8, 10, 12]]], [[7, [7, 9, 11, 13, 14, 17]]], [[15, [16, 20, 21, 22, 15, 18, 19]]], [[28, [28, 30, 32, 34, 35, 33, 29]]], [[24, [24, 26, 25, 27, 23]]], [[23, [31, 36, 38, 40]]], [[42, [42, 43, 44, 45, 46, 41]]], [[49, [49, 50, 39, 37]]], [[48, [48, 47]]]]]",976.293765408777,"[[[[0, [5, 3, 1, 6]], [1, []], [12, [12]], [11, [11]], [3, []], [18, [18, 22, 21, 20, 19, 16, 15]], [16, []], [22, []], [21, []], [20, []], [19, []], [34, [34, 30, 31, 32, 35, 29, 33, 28]], [30, []], [31, []], [32, []], [33, []], [35, []], [29, []], [5, []], [6, []], [44, [44]], [42, [42, 48, 47]], [48, []], [47, []], [28, []], [15, []]], [[0, []], [4, [4, 10, 2, 9]], [13, [13, 14, 17, 8]], [8, []], [17, []], [24, [24, 7, 25, 27, 26, 23]], [25, []], [26, []], [27, []], [14, []], [2, []], [41, [41, 40, 38]], [38, []], [40, [43, 45, 46, 39, 37]], [43, []], [45, []], [46, []], [49, [49, 50, 36]], [50, []], [39, []], [37, []], [36, []], [23, []], [9, []], [10, []], [7, []]]], [[[4, [4, 10, 2, 9]]], [[12, [12]]], [[11, [11]]], [[13, [13, 14, 17, 8]]], [[24, [24, 7, 25, 27, 26, 23]]], [[18, [18, 22, 21, 20, 19, 16, 15]]], [[34, [34, 30, 31, 32, 35, 29, 33, 28]]], [[41, [41, 40, 38]]], [[40, [43, 45, 46, 39, 37]], [44, [44]]], [[49, [49, 50, 36]]], [[42, [42, 48, 47]]]]]",4.888889,4.888889,"[34.234486, 21.540659, 33.526109, 46.647615, 51.419841, 45.607017, 61.05735, 78.587531, 78.714675]",50.148365,"{4: 36.117243, 7: 124.77033, 15: 4.645812, 28: 0.0, 24: 0.0, 23: 14.033179, 42: 37.76562, 49: 12.76509, 48: 27.553829}","{4: 0.0, 7: 0.0, 15: 0.0, 28: 0.0, 24: 0.0, 23: 0.0, 42: 0.0, 49: 0.0, 48: 0.0}",28.6279,0.0,4.181818,4.181818,"[34.234486, 44.72136, 36.055513, 23.323808, 51.419841, 41.231056, 72.111026, 70.710678, 79.504163, 78.587531, 61.05735]",53.905165,"{4: 76.117243, 12: 59.36068, 11: 19.901562, 13: 48.544661, 24: 0.0, 18: 32.353286, 34: 10.439985, 41: 0.0, 40: 4.726366, 44: 23.103086, 49: 0.905496, 42: 32.370076}","{4: 0.0, 12: 0.0, 11: 0.0, 13: 0.0, 24: 0.0, 18: 0.0, 34: 0.0, 41: 0.0, 40: 0.0, 44: 0.0, 49: 0.0, 42: 0.0}",25.65187,0.0,OK_BOTH_VALID,2674.989,cluster,C201_2.5.dat
test_data/data_demand_random_50_batch_all1_equal_random/C201_2.5.dat,4,90,2,2,1006.8035085019827,"[[[[0, [1]], [7, [7]], [10, [10, 6, 12]], [6, []], [1, []], [18, [18, 15, 13]], [25, [25, 23]], [23, []], [26, [26, 17, 29]], [29, []], [36, [36, 32, 31]], [12, []], [32, []], [31, []], [42, [42, 5, 34, 40]], [5, []], [34, []], [15, []], [40, []], [45, [45, 41, 33, 22]], [41, []], [17, []], [13, []], [33, []], [49, [49, 48, 43, 44]], [48, []], [43, []], [22, []], [44, []]], [[0, [3]], [2, [2]], [9, [9, 4, 8, 11]], [3, []], [19, [19, 14, 16]], [14, []], [4, []], [16, []], [28, [28, 21, 24]], [21, []], [24, [20, 27]], [8, []], [30, [30, 35]], [35, []], [27, []], [20, []], [11, []], [37, [37, 46, 38, 39]], [46, []], [38, []], [39, []], [50, [50, 47]], [47, []]]], [[[7, [7]]], [[2, [2]]], [[9, [9, 4, 8, 11]]], [[10, [10, 6, 12]]], [[19, [19, 14, 16]]], [[18, [18, 15, 13]]], [[25, [25, 23]]], [[26, [26, 17, 29]]], [[28, [28, 21, 24]]], [[24, [20, 27]]], [[36, [36, 32, 31]]], [[30, [30, 35]]], [[42, [42, 5, 34, 40]]], [[37, [37, 46, 38, 39]]], [[45, [45, 41, 33, 22]]], [[49, [49, 48, 43, 44]]], [[50, [50, 47]]]]]",,,2.823529,2.823529,"[76.157731, 23.323808, 58.137767, 78.587531, 30.265492, 33.526109, 66.603303, 67.082039, 68.35203, 41.231056, 45.607017, 80.622577, 20.0, 51.224994, 80.622577, 33.105891, 61.05735]",53.853369,"{7: 9.078866, 2: 0.0, 9: 43.068884, 10: 61.372631, 19: 46.063862, 18: 0.0, 25: 0.0, 26: 0.0, 28: 0.0, 24: 0.0, 36: 3.352012, 30: 0.926817, 42: 0.0, 37: 0.0, 45: 0.0, 49: 0.0, 50: 0.0}","{7: 0.0, 2: 0.0, 9: 0.0, 10: 0.0, 19: 0.0, 18: 0.0, 25: 0.0, 26: 0.0, 28: 0.0, 24: 0.0, 36: 0.0, 30: 0.0, 42: 0.0, 37: 0.0, 45: 0.0, 49: 0.0, 50: 0.0}",9.639004,0.0,,,,,,,,,OK_BEST_ONLY_VALID,5754.319,random,C201_2.5.dat
test_data/data_demand_random_50_batch_all1_equal_random/C201_2.5.dat,4,90,2,3,1018.3882694814033,"[[[[0, [4, 7, 2]], [9, [9, 11, 5, 6]], [11, []], [4, []], [14, [14, 10]], [19, [19, 21]], [2, []], [5, []], [6, []], [21, []], [28, [28, 29, 32, 31]], [29, []], [32, []], [40, [40, 45, 41, 26]], [45, []], [41, []], [10, []], [7, []], [26, []], [36, [36, 43, 44]], [31, []], [43, []], [44, []], [48, [48, 49, 33]], [49, []], [33, []]], [[0, [12, 1, 3]], [3, []], [22, [22, 13, 17, 25]], [12, []], [1, []], [13, []], [17, []], [23, [23, 20, 8, 15]], [25, []], [35, [35, 30, 16, 24]], [8, []], [30, []], [38, [38, 27, 34, 42]], [27, []], [20, [46, 37, 18]], [46, []], [37, []], [18, []], [47, [47, 39, 50]], [39, []], [50, []], [24, []], [15, []], [34, []], [16, []], [42, []]]], [[[9, [9, 11, 5, 6]]], [[22, [22, 13, 17, 25]]], [[14, [14, 10]]], [[19, [19, 21]]], [[23, [23, 20, 8, 15]]], [[28, [28, 29, 32, 31]]], [[35, [35, 30, 16, 24]]], [[38, [38, 27, 34, 42]]], [[40, [40, 45, 41, 26]]], [[20, [46, 37, 18]]], [[47, [47, 39, 50]]], [[36, [36, 43, 44]]], [[48, [48, 49, 33]]]]]",,,3.384615,3.384615,"[58.137767, 64.498062, 78.714675, 30.265492, 70.710678, 68.35203, 78.102497, 61.611687, 64.776539, 41.231056, 23.323808, 45.607017, 51.419841]",56.673165,"{9: 17.068884, 22: 92.249031, 14: 0.0, 19: 0.0, 23: 0.0, 28: 0.0, 35: 12.047116, 38: 3.509697, 40: 3.319386, 20: 0.0, 47: 0.0, 36: 0.0, 48: 0.0}","{9: 0.0, 22: 0.0, 14: 0.0, 19: 0.0, 23: 0.0, 28: 0.0, 35: 0.0, 38: 0.0, 40: 0.0, 20: 0.0, 47: 0.0, 36: 0.0, 48: 0.0}",9.861086,0.0,,,,,,,,,OK_BEST_ONLY_VALID,3197.843,random,C201_2.5.dat
test_data/data_demand_random_50_batch_all1_equal_random/C201_2.5.dat,4,90,2,5,1012.7308492477241,"[[[[0, [3]], [12, [12, 5]], [9, [9, 16, 15]], [20, [20, 19, 18]], [18, [11, 24, 22, 25]], [3, []], [19, []], [5, []], [16, []], [15, []], [24, []], [25, []], [30, [30, 35, 23, 33]], [35, []], [23, []], [46, [46, 44, 37]], [11, []], [37, []], [44, []], [22, []], [43, [43, 48, 49]], [48, []], [49, []], [33, []]], [[0, [2, 4, 1]], [14, [14, 8, 13, 7]], [4, []], [8, []], [2, []], [21, [21]], [28, [28, 17, 10, 6]], [17, []], [26, [26, 29]], [32, [32, 31, 34, 36]], [36, []], [31, []], [1, []], [29, []], [13, []], [7, []], [10, []], [41, [41, 45, 40, 42]], [45, []], [6, []], [40, []], [50, [50, 39, 38, 27]], [39, []], [38, []], [27, []], [47, [47]], [34, []], [42, []]]], [[[12, [12, 5]]], [[9, [9, 16, 15]]], [[14, [14, 8, 13, 7]]], [[20, [20, 19, 18]]], [[18, [11, 24, 22, 25]]], [[21, [21]]], [[28, [28, 17, 10, 6]]], [[26, [26, 29]]], [[32, [32, 31, 34, 36]]], [[30, [30, 35, 23, 33]]], [[41, [41, 45, 40, 42]]], [[46, [46, 44, 37]]], [[43, [43, 48, 49]]], [[50, [50, 39, 38, 27]]], [[47, [47]]]]]",,,3.066667,3.066667,"[38.626416, 58.137767, 78.714675, 41.231056, 33.526109, 72.691127, 68.35203, 67.082039, 37.363083, 80.622577, 82.462113, 55.461698, 62.096699, 61.05735, 23.323808]",57.383237,"{12: 110.313208, 9: 0.0, 14: 145.357337, 20: 0.0, 18: 0.0, 21: 0.0, 28: 25.818678, 26: 0.0, 32: 1.505527, 30: 47.998081, 41: 20.549515, 46: 19.419561, 43: 0.0, 50: 0.0, 47: 0.0}","{12: 0.0, 9: 0.0, 14: 0.0, 20: 0.0, 18: 0.0, 21: 0.0, 28: 0.0, 26: 0.0, 32: 0.0, 30: 0.0, 41: 0.0, 46: 0.0, 43: 0.0, 50: 0.0, 47: 0.0}",24.730794,0.0,,,,,,,,,OK_BEST_ONLY_VALID,5678.765,random,C201_2.5.dat
test_data/data_demand_random_50_batch_all1_equal_random/C201_2.5.dat,4,120,2,2,,,1038.1327459504216,"[[[[0, [3]], [3, []], [16, [16]], [7, [7, 6, 13, 10]], [21, [21, 12]], [6, []], [13, []], [10, []], [17, [17, 26, 29]], [26, []], [29, [9]], [36, [36, 32, 33, 37]], [12, []], [32, []], [33, []], [37, []], [9, []], [46, [46, 38, 35, 39]], [47, [47, 50, 34, 42]], [38, []], [35, []], [50, []], [39, []], [34, []], [42, []]], [[0, [4, 2, 1]], [4, []], [2, []], [19, [19, 20, 18, 11]], [11, []], [20, []], [18, []], [24, [24, 8, 14, 5]], [28, [28]], [8, []], [14, []], [30, [30, 25, 23, 31]], [23, []], [25, []], [27, [27, 15, 22]], [5, []], [15, []], [41, [41, 45, 40]], [45, []], [40, []], [49, [49, 48, 43, 44]], [1, []], [31, []], [48, []], [43, []], [22, []], [44, []]]], [[[16, [16]]], [[7, [7, 6, 13, 10]]], [[19, [19, 20, 18, 11]]], [[24, [24, 8, 14, 5]]], [[21, [21, 12]]], [[17, [17, 26, 29]], [28, [28]]], [[29, [9]]], [[30, [30, 25, 23, 31]]], [[36, [36, 32, 33, 37]]], [[27, [27, 15, 22]]], [[46, [46, 38, 35, 39]]], [[41, [41, 45, 40]]], [[49, [49, 48, 43, 44]]], [[47, [47, 50, 34, 42]]]]]",,,,,,,,,3.285714,3.285714,"[30.0, 76.157731, 30.265492, 41.231056, 72.691127, 89.702124, 50.596443, 80.622577, 45.607017, 46.647615, 55.461698, 82.462113, 33.105891, 23.323808]",54.133907,"{16: 121.0, 7: 0.0, 19: 87.132746, 24: 0.0, 21: 40.345564, 17: 0.0, 28: 0.0, 29: 0.0, 30: 0.0, 36: 32.457945, 27: 0.0, 46: 0.0, 41: 0.0, 49: 0.0, 47: 0.0}","{16: 0.0, 7: 0.0, 19: 0.0, 24: 0.0, 21: 0.0, 17: 0.0, 28: 1.787182, 29: 0.0, 30: 0.0, 36: 0.0, 27: 0.0, 46: 0.0, 41: 0.0, 49: 0.0, 47: 0.0}",18.729084,0.119145,OK_MULTI_ONLY_VALID,5330.931,random,C201_2.5.dat
test_data/data_demand_random_50_batch_all1_equal_random/C201_2.5.dat,4,120,2,4,1035.5286750449475,"[[[[0, [2]], [6, [6]], [9, [9, 11, 5, 12]], [11, []], [20, [20]], [5, []], [27, [27, 18, 17]], [18, []], [2, []], [33, [33, 32, 31, 22]], [32, []], [31, [36, 34, 29]], [36, []], [42, [42]], [34, []], [40, [40, 45, 41]], [45, []], [41, []], [17, []], [29, []], [49, [49, 48, 43, 44]], [12, []], [48, []], [43, []], [22, []], [44, []]], [[0, [3, 4, 1]], [3, []], [1, []], [7, [7, 10, 8]], [10, []], [14, [14, 16, 15, 13]], [4, []], [13, []], [26, [26, 21, 28]], [21, [25, 30, 19]], [28, []], [16, []], [15, [37, 24, 35, 23]], [24, []], [38, [38]], [25, []], [30, []], [8, []], [35, []], [23, []], [50, [50, 39, 47, 46]], [39, []], [47, []], [19, []], [37, []], [46, []]]], [[[6, [6]]], [[7, [7, 10, 8]]], [[9, [9, 11, 5, 12]]], [[14, [14, 16, 15, 13]]], [[20, [20]]], [[27, [27, 18, 17]]], [[26, [26, 21, 28]]], [[33, [33, 32, 31, 22]]], [[21, [25, 30, 19]]], [[31, [36, 34, 29]]], [[15, [37, 24, 35, 23]]], [[42, [42]]], [[38, [38]]], [[40, [40, 45, 41]]], [[49, [49, 48, 43, 44]]], [[50, [50, 39, 47, 46]]]]]",,,2.875,2.875,"[70.710678, 76.157731, 58.137767, 78.714675, 41.231056, 46.647615, 67.082039, 21.540659, 72.691127, 44.72136, 40.0, 20.0, 61.611687, 64.776539, 33.105891, 61.05735]",53.636636,"{6: 26.355339, 7: 3.078866, 9: 0.0, 14: 0.0, 20: 13.684412, 27: 7.284057, 26: 0.0, 33: 0.0, 21: 17.886583, 31: 2.036872, 15: 0.0, 42: 0.0, 38: 0.0, 40: 23.02759, 49: 0.0, 50: 19.563226}","{6: 0.0, 7: 0.0, 9: 0.0, 14: 0.0, 20: 0.0, 27: 0.0, 26: 0.0, 33: 0.0, 21: 0.0, 31: 0.0, 15: 0.0, 42: 0.0, 38: 0.0, 40: 0.0, 49: 0.0, 50: 0.0}",7.057309,0.0,,,,,,,,,OK_BEST_ONLY_VALID,5034.554,random,C201_2.5.dat
test_data/data_demand_random_50_batch_all1_equal_random/C201_2.5.dat,4,120,2,5,1009.7099202643649,"[[[[0, [11, 3, 1, 2]], [1, []], [20, [20, 9, 8, 14]], [11, []], [9, []], [19, [19, 28, 27, 25]], [27, []], [28, []], [35, [35, 30, 18, 23]], [8, []], [14, []], [30, []], [25, []], [23, []], [38, [38]], [46, [46, 37, 39]], [37, []], [3, []], [18, []], [39, []], [50, [50, 47, 34]], [34, []], [2, []], [47, []]], [[0, []], [4, [4, 7, 6, 10]], [5, [5, 15, 12, 13]], [13, []], [7, []], [6, []], [17, [17, 21, 24]], [21, []], [24, []], [29, [29, 31, 26, 33]], [15, []], [33, [32, 36, 22, 16]], [32, []], [36, []], [31, []], [22, []], [44, [44, 43, 42]], [43, []], [48, [48, 49]], [12, []], [49, []], [26, []], [10, []], [41, [41, 45, 40]], [45, []], [40, []], [16, []], [42, []]]], [[[4, [4, 7, 6, 10]]], [[20, [20, 9, 8, 14]]], [[5, [5, 15, 12, 13]]], [[19, [19, 28, 27, 25]]], [[17, [17, 21, 24]]], [[29, [29, 31, 26, 33]]], [[33, [32, 36, 22, 16]]], [[35, [35, 30, 18, 23]]], [[38, [38]]], [[44, [44, 43, 42]]], [[46, [46, 37, 39]]], [[48, [48, 49]]], [[41, [41, 45, 40]]], [[50, [50, 47, 34]]]]]",,,3.285714,3.285714,"[76.157731, 41.231056, 24.33105, 30.265492, 67.052218, 50.596443, 21.540659, 78.102497, 61.611687, 62.096699, 55.461698, 51.419841, 82.462113, 61.05735]",54.52761,"{4: 79.078866, 20: 11.615528, 5: 0.0, 19: 46.517218, 17: 9.447244, 29: 23.772112, 33: 0.0, 35: 15.918502, 38: 0.0, 44: 18.750128, 46: 0.0, 48: 14.661571, 41: 0.0, 50: 0.0}","{4: 0.0, 20: 0.0, 5: 0.0, 19: 0.0, 17: 0.0, 29: 0.0, 33: 0.0, 35: 0.0, 38: 0.0, 44: 0.0, 46: 0.0, 48: 0.0, 41: 0.0, 50: 0.0}",15.697226,0.0,,,,,,,,,OK_BEST_ONLY_VALID,4639.815,random,C201_2.5.dat
test_data/data_demand_random_50_batch_all1_equal_random/C201_2.5.dat,8,60,2,5,1028.3132079158281,"[[[[0, [2]], [5, [5, 7]], [7, []], [15, [15, 14, 8, 11, 13]], [2, []], [13, []], [29, [29, 26, 17, 21, 28, 24, 23, 25]], [26, []], [17, []], [21, []], [28, []], [24, [30, 35, 27, 20, 9]], [14, []], [30, []], [8, []], [35, []], [23, []], [25, []], [27, []], [20, []], [11, []], [9, []], [37, [37, 46, 38, 39, 50, 47]], [46, []], [38, []], [39, []], [50, []], [47, []]], [[0, [1, 4, 3]], [4, []], [18, [18, 19, 10, 6, 16, 12]], [19, []], [3, [22]], [22, []], [31, [31]], [33, [33]], [32, [32, 36, 34]], [1, []], [36, []], [34, []], [12, [43, 44]], [43, []], [44, []], [48, [48, 49, 41, 45, 40, 42]], [49, []], [10, []], [41, []], [45, []], [6, []], [40, []], [16, []], [42, []]]], [[[5, [5, 7]]], [[15, [15, 14, 8, 11, 13]]], [[18, [18, 19, 10, 6, 16, 12]]], [[3, [22]]], [[29, [29, 26, 17, 21, 28, 24, 23, 25]]], [[31, [31]]], [[33, [33]]], [[32, [32, 36, 34]]], [[24, [30, 35, 27, 20, 9]]], [[12, [43, 44]]], [[48, [48, 49, 41, 45, 40, 42]]], [[37, [37, 46, 38, 39, 50, 47]]]]]",,,3.833333,3.833333,"[24.33105, 40.0, 33.526109, 39.293765, 50.596443, 44.72136, 21.540659, 37.363083, 41.231056, 38.626416, 51.419841, 51.224994]",39.489565,"{5: 55.165525, 15: 3.834475, 18: 140.763055, 3: 30.883828, 29: 91.298221, 31: 0.0, 33: 0.0, 32: 5.034659, 24: 0.0, 12: 0.631666, 48: 0.0, 37: 0.0}","{5: 0.0, 15: 0.0, 18: 0.0, 3: 0.0, 29: 0.0, 31: 0.0, 33: 0.0, 32: 0.0, 24: 0.0, 12: 0.0, 48: 0.0, 37: 0.0}",27.300952,0.0,,,,,,,,,OK_BEST_ONLY_VALID,4846.429,random,C201_2.5.dat
