job_id,instance,A,L,run_index,best_fitness,best_solution,best_multi_fitness,best_multi_solution,best_drone_avg_trip_time,best_multi_visit_trip_count,best_drone_trip_count,best_avg_customers_per_trip,best_multi_drone_avg_trip_time,best_multi_multi_visit_trip_count,best_multi_drone_trip_count,best_multi_avg_customers_per_trip,best_solution_file,best_multi_solution_file,log,best_avg_truck_wait_per_trip,best_avg_drone_wait_per_trip,best_multi_avg_truck_wait_per_trip,best_multi_avg_drone_wait_per_trip
80,test_data/data_demand_random_50_batch_all1_equal_cluster/RC101_3.dat,4,90,1,1617,"[[[[0, [10, 9, 8, 7, 6, 2, 15, 5, 4, 3, 14, 12, 11, 1, 13, 21, 22, 20, 19]], [10, []], [9, []], [8, []], [7, []], [6, []], [2, [30, 29, 28, 27]], [15, [34, 33, 32, 31]], [5, [35, 37, 38]], [4, []], [3, []], [14, []], [30, []], [29, []], [28, []], [27, []], [37, []], [12, []], [11, []], [1, []], [35, []], [34, []], [33, []], [32, []], [31, []], [13, []], [38, []], [21, []], [39, [39]], [22, []], [20, []], [19, []]], [[0, [16, 17, 18, 36, 23, 24, 25, 26, 50, 49, 48, 47, 46, 45, 41, 40, 42, 44, 43]], [16, []], [17, []], [18, []], [36, []], [23, []], [24, []], [25, []], [26, []], [50, []], [49, []], [48, []], [47, []], [46, []], [45, []], [41, []], [40, []], [42, []], [44, []], [43, []]]], [[[2, [30, 29, 28, 27]]], [[15, [34, 33, 32, 31]]], [[5, [35, 37, 38]]], [[39, [39]]]]]",,,72.04739527,0,4,3,,,,,results/sol_best_RC101_3.dat_A4_L90_pid2647.txt,(not found),,5.050537619,0,,
81,test_data/data_demand_random_50_batch_all1_equal_cluster/RC101_3.dat,4,120,1,1617,"[[[[0, [10, 9, 8, 7, 6, 2, 15, 5, 4, 3, 14, 12, 11, 1, 13, 21, 22, 20, 19]], [10, []], [9, []], [8, []], [7, []], [6, []], [2, [30, 29, 28, 27]], [15, [34, 33, 32, 31]], [5, [35, 37, 38]], [4, []], [3, []], [14, []], [30, []], [29, []], [28, []], [27, []], [37, []], [12, []], [11, []], [1, []], [35, []], [34, []], [33, []], [32, []], [31, []], [13, []], [38, []], [21, []], [39, [39]], [22, []], [20, []], [19, []]], [[0, [16, 17, 18, 36, 23, 24, 25, 26, 50, 49, 48, 47, 46, 45, 41, 40, 42, 44, 43]], [16, []], [17, []], [18, []], [36, []], [23, []], [24, []], [25, []], [26, []], [50, []], [49, []], [48, []], [47, []], [46, []], [45, []], [41, []], [40, []], [42, []], [44, []], [43, []]]], [[[2, [30, 29, 28, 27]]], [[15, [34, 33, 32, 31]]], [[5, [35, 37, 38]]], [[39, [39]]]]]",,,72.04739527,0,4,3,,,,,results/sol_best_RC101_3.dat_A4_L120_pid2800.txt,(not found),,5.050537619,0,,
82,test_data/data_demand_random_50_batch_all1_equal_cluster/RC101_3.dat,8,60,1,1617,"[[[[0, [10, 9, 8, 7, 6, 1, 2, 35, 34, 33, 32, 31, 5, 4, 3, 14, 27, 29, 28, 30, 37, 12, 11, 38, 13, 21, 39, 41, 22, 20, 19]], [10, []], [9, []], [8, []], [7, []], [6, []], [1, []], [2, []], [35, []], [34, []], [33, []], [32, []], [31, []], [5, []], [4, []], [3, []], [14, []], [27, []], [29, []], [28, []], [30, []], [37, []], [12, []], [11, []], [38, []], [13, []], [21, []], [39, []], [41, []], [22, []], [20, []], [19, []]], [[0, [15, 16, 17, 18, 36, 23, 24, 25, 26, 50, 49, 48, 47, 46, 45, 40, 42, 44, 43]], [15, []], [16, []], [17, []], [18, []], [36, []], [23, []], [24, []], [25, []], [26, []], [50, []], [49, []], [48, []], [47, []], [46, []], [45, []], [40, []], [42, []], [44, []], [43, []]]], []]",,,0,0,0,0,,,,,results/sol_best_RC101_3.dat_A4_L60_pid2801.txt,(not found),A8L60<=A4L60,0,0,,
83,test_data/data_demand_random_50_batch_all1_equal_cluster/RC101_3.dat,8,90,1,1617,"[[[[0, [10, 9, 8, 7, 6, 2, 15, 5, 4, 3, 14, 12, 11, 1, 13, 21, 22, 20, 19]], [10, []], [9, []], [8, []], [7, []], [6, []], [2, [30, 29, 28, 27]], [15, [34, 33, 32, 31]], [5, [35, 37, 38]], [4, []], [3, []], [14, []], [30, []], [29, []], [28, []], [27, []], [37, []], [12, []], [11, []], [1, []], [35, []], [34, []], [33, []], [32, []], [31, []], [13, []], [38, []], [21, []], [39, [39]], [22, []], [20, []], [19, []]], [[0, [16, 17, 18, 36, 23, 24, 25, 26, 50, 49, 48, 47, 46, 45, 41, 40, 42, 44, 43]], [16, []], [17, []], [18, []], [36, []], [23, []], [24, []], [25, []], [26, []], [50, []], [49, []], [48, []], [47, []], [46, []], [45, []], [41, []], [40, []], [42, []], [44, []], [43, []]]], [[[2, [30, 29, 28, 27]]], [[15, [34, 33, 32, 31]]], [[5, [35, 37, 38]]], [[39, [39]]]]]",,,72.04739527,0,4,3,,,,,results/sol_best_RC101_3.dat_A4_L90_pid2647.txt,,A8L90<=A4L90,5.050537619,0,,
84,test_data/data_demand_random_50_batch_all1_equal_cluster/RC101_3.dat,8,120,1,1617,"[[[[0, [10, 9, 8, 7, 6, 2, 15, 5, 4, 3, 14, 12, 11, 1, 13, 21, 22, 20, 19]], [10, []], [9, []], [8, []], [7, []], [6, []], [2, [30, 29, 28, 27]], [15, [34, 33, 32, 31]], [5, [35, 37, 38]], [4, []], [3, []], [14, []], [30, []], [29, []], [28, []], [27, []], [37, []], [12, []], [11, []], [1, []], [35, []], [34, []], [33, []], [32, []], [31, []], [13, []], [38, []], [21, []], [39, [39]], [22, []], [20, []], [19, []]], [[0, [16, 17, 18, 36, 23, 24, 25, 26, 50, 49, 48, 47, 46, 45, 41, 40, 42, 44, 43]], [16, []], [17, []], [18, []], [36, []], [23, []], [24, []], [25, []], [26, []], [50, []], [49, []], [48, []], [47, []], [46, []], [45, []], [41, []], [40, []], [42, []], [44, []], [43, []]]], [[[2, [30, 29, 28, 27]]], [[15, [34, 33, 32, 31]]], [[5, [35, 37, 38]]], [[39, [39]]]]]",,,72.04739527,0,4,3,,,,,results/sol_best_RC101_3.dat_A4_L120_pid2800.txt,,A8L120<=A4L120,5.050537619,0,,
85,test_data/data_demand_random_50_batch_all1_equal_random/C101_0.5.dat,4,60,3,421,"[[[[0, [25, 15, 29, 5, 28, 23, 27, 17, 39, 36, 20, 6, 30, 19, 16, 4, 31, 22, 26, 13, 32, 33, 38]], [25, []], [15, []], [29, []], [5, [46, 47, 41]], [28, []], [23, []], [27, []], [17, []], [39, []], [46, []], [36, []], [20, []], [6, []], [30, []], [19, []], [16, []], [4, []], [41, []], [31, []], [22, []], [26, []], [13, []], [32, []], [33, []], [47, []], [38, []]], [[0, [14, 3, 10, 24, 35, 34, 45, 8, 11, 21, 43, 7, 40, 42, 9, 44, 18, 1, 2, 37, 12]], [14, [48, 50, 49]], [3, []], [10, []], [24, []], [35, []], [34, []], [45, []], [48, []], [8, []], [11, []], [21, []], [50, []], [43, []], [7, []], [49, []], [40, []], [42, []], [9, []], [44, []], [18, []], [1, []], [2, []], [37, []], [12, []]]], [[[5, [46, 47, 41]]], [[14, [48, 50, 49]]]]]",,,34.66371563,0,2,3,,,,,results/sol_best_C101_0.5.dat_A4_L60_pid2747.txt,(not found),,0,0,,
86,test_data/data_demand_random_50_batch_all1_equal_random/C101_0.5.dat,4,90,3,421,"[[[[0, [25, 15, 29, 5, 28, 23, 27, 17, 39, 36, 20, 6, 30, 19, 16, 4, 31, 22, 26, 13, 32, 33, 38]], [25, []], [15, []], [29, []], [5, [46, 47, 41]], [28, []], [23, []], [27, []], [17, []], [39, []], [46, []], [36, []], [20, []], [6, []], [30, []], [19, []], [16, []], [4, []], [41, []], [31, []], [22, []], [26, []], [13, []], [32, []], [33, []], [47, []], [38, []]], [[0, [14, 3, 10, 24, 35, 34, 45, 8, 11, 21, 43, 7, 40, 42, 9, 44, 18, 1, 2, 37, 12]], [14, [48, 50, 49]], [3, []], [10, []], [24, []], [35, []], [34, []], [45, []], [48, []], [8, []], [11, []], [21, []], [50, []], [43, []], [7, []], [49, []], [40, []], [42, []], [9, []], [44, []], [18, []], [1, []], [2, []], [37, []], [12, []]]], [[[5, [46, 47, 41]]], [[14, [48, 50, 49]]]]]",,,34.66371563,0,2,3,,,,,results/sol_best_C101_0.5.dat_A4_L60_pid2747.txt,,A4L90<=A4L60,0,0,,
87,test_data/data_demand_random_50_batch_all1_equal_random/C101_0.5.dat,4,120,3,421,"[[[[0, [25, 15, 29, 5, 28, 23, 27, 17, 39, 36, 20, 6, 30, 19, 16, 4, 31, 22, 26, 13, 32, 33, 38]], [25, []], [15, []], [29, []], [5, [46, 47, 41]], [28, []], [23, []], [27, []], [17, []], [39, []], [46, []], [36, []], [20, []], [6, []], [30, []], [19, []], [16, []], [4, []], [41, []], [31, []], [22, []], [26, []], [13, []], [32, []], [33, []], [47, []], [38, []]], [[0, [14, 3, 10, 24, 35, 34, 45, 8, 11, 21, 43, 7, 40, 42, 9, 44, 18, 1, 2, 37, 12]], [14, [48, 50, 49]], [3, []], [10, []], [24, []], [35, []], [34, []], [45, []], [48, []], [8, []], [11, []], [21, []], [50, []], [43, []], [7, []], [49, []], [40, []], [42, []], [9, []], [44, []], [18, []], [1, []], [2, []], [37, []], [12, []]]], [[[5, [46, 47, 41]]], [[14, [48, 50, 49]]]]]",,,34.66371563,0,2,3,,,,,results/sol_best_C101_0.5.dat_A4_L60_pid2747.txt,,A4L120<=A4L90,0,0,,
88,test_data/data_demand_random_50_batch_all1_equal_random/C101_0.5.dat,8,60,3,421,"[[[[0, [25, 15, 29, 5, 28, 23, 27, 17, 39, 36, 20, 6, 30, 19, 16, 4, 31, 22, 26, 13, 32, 33, 38]], [25, []], [15, []], [29, []], [5, [46, 47, 41]], [28, []], [23, []], [27, []], [17, []], [39, []], [46, []], [36, []], [20, []], [6, []], [30, []], [19, []], [16, []], [4, []], [41, []], [31, []], [22, []], [26, []], [13, []], [32, []], [33, []], [47, []], [38, []]], [[0, [14, 3, 10, 24, 35, 34, 45, 8, 11, 21, 43, 7, 40, 42, 9, 44, 18, 1, 2, 37, 12]], [14, [48, 50, 49]], [3, []], [10, []], [24, []], [35, []], [34, []], [45, []], [48, []], [8, []], [11, []], [21, []], [50, []], [43, []], [7, []], [49, []], [40, []], [42, []], [9, []], [44, []], [18, []], [1, []], [2, []], [37, []], [12, []]]], [[[5, [46, 47, 41]]], [[14, [48, 50, 49]]]]]",,,34.66371563,0,2,3,,,,,results/sol_best_C101_0.5.dat_A4_L60_pid2747.txt,,A8L60<=A4L60,0,0,,
89,test_data/data_demand_random_50_batch_all1_equal_random/C101_0.5.dat,8,90,3,421,"[[[[0, [25, 15, 29, 5, 28, 23, 27, 17, 39, 36, 20, 6, 30, 19, 16, 4, 31, 22, 26, 13, 32, 33, 38]], [25, []], [15, []], [29, []], [5, [46, 47, 41]], [28, []], [23, []], [27, []], [17, []], [39, []], [46, []], [36, []], [20, []], [6, []], [30, []], [19, []], [16, []], [4, []], [41, []], [31, []], [22, []], [26, []], [13, []], [32, []], [33, []], [47, []], [38, []]], [[0, [14, 3, 10, 24, 35, 34, 45, 8, 11, 21, 43, 7, 40, 42, 9, 44, 18, 1, 2, 37, 12]], [14, [48, 50, 49]], [3, []], [10, []], [24, []], [35, []], [34, []], [45, []], [48, []], [8, []], [11, []], [21, []], [50, []], [43, []], [7, []], [49, []], [40, []], [42, []], [9, []], [44, []], [18, []], [1, []], [2, []], [37, []], [12, []]]], [[[5, [46, 47, 41]]], [[14, [48, 50, 49]]]]]",,,34.66371563,0,2,3,,,,,results/sol_best_C101_0.5.dat_A4_L60_pid2747.txt,,A8L90<=A4L90,0,0,,
90,test_data/data_demand_random_50_batch_all1_equal_random/C101_0.5.dat,8,120,3,421,"[[[[0, [25, 15, 29, 5, 28, 23, 27, 17, 39, 36, 20, 6, 30, 19, 16, 4, 31, 22, 26, 13, 32, 33, 38]], [25, []], [15, []], [29, []], [5, [46, 47, 41]], [28, []], [23, []], [27, []], [17, []], [39, []], [46, []], [36, []], [20, []], [6, []], [30, []], [19, []], [16, []], [4, []], [41, []], [31, []], [22, []], [26, []], [13, []], [32, []], [33, []], [47, []], [38, []]], [[0, [14, 3, 10, 24, 35, 34, 45, 8, 11, 21, 43, 7, 40, 42, 9, 44, 18, 1, 2, 37, 12]], [14, [48, 50, 49]], [3, []], [10, []], [24, []], [35, []], [34, []], [45, []], [48, []], [8, []], [11, []], [21, []], [50, []], [43, []], [7, []], [49, []], [40, []], [42, []], [9, []], [44, []], [18, []], [1, []], [2, []], [37, []], [12, []]]], [[[5, [46, 47, 41]]], [[14, [48, 50, 49]]]]]",,,34.66371563,0,2,3,,,,,results/sol_best_C101_0.5.dat_A4_L60_pid2747.txt,,A8L120<=A4L120,0,0,,
91,test_data/data_demand_random_50_batch_all1_equal_random/C201_0.5.dat,4,60,3,605.323275,"[[[[0, [18, 9, 32, 22, 42, 1, 41, 12, 10, 17, 34, 35, 2, 8, 16, 28, 36, 5]], [14, [14, 11, 29, 45]], [31, [31, 30]], [11, []], [29, []], [45, []], [18, []], [9, []], [32, []], [22, []], [42, [49]], [1, []], [36, []], [49, []], [41, []], [12, []], [10, []], [17, []], [34, []], [35, []], [2, []], [8, []], [16, []], [28, []], [5, []], [30, []]], [[0, [15, 27, 48, 23, 40, 50, 33, 4, 44, 21, 37, 24, 3, 39, 13, 26, 20]], [46, [46, 43, 19]], [39, [7, 6, 25, 47]], [13, []], [19, []], [7, []], [6, []], [25, []], [47, []], [15, []], [27, []], [3, []], [48, []], [23, []], [40, []], [50, []], [33, []], [4, []], [44, []], [21, []], [37, []], [24, []], [26, []], [43, []], [20, []], [38, [38]]]], [[[14, [14, 11, 29, 45]]], [[46, [46, 43, 19]]], [[31, [31, 30]]], [[39, [7, 6, 25, 47]]], [[38, [38]]], [[42, [49]]]]]",,,29.70121203,0,6,2.5,,,,,,(not found),,2.019654119,0,,
92,test_data/data_demand_random_50_batch_all1_equal_random/C201_0.5.dat,4,90,1,556.3689466,"[[[[0, [1]], [11, [11, 8, 2, 9]], [29, [29, 18, 16, 14]], [9, []], [18, []], [45, [45, 35, 32, 28]], [31, [31, 42, 36, 34]], [32, []], [22, [22, 17, 12, 10]], [42, []], [35, []], [17, []], [34, []], [36, []], [1, []], [49, [49, 41, 38]], [41, []], [12, []], [10, []], [2, []], [8, []], [16, []], [28, []], [38, []], [14, []]], [[0, [3, 4]], [15, [15, 7, 6, 13]], [6, []], [13, []], [19, [19, 24, 26]], [7, []], [3, []], [24, []], [48, [48, 40, 23, 33]], [23, []], [50, [50, 44, 37, 21]], [40, []], [33, []], [4, []], [44, []], [37, []], [21, []], [26, []], [43, [43, 20, 30, 5]], [5, [25, 27]], [20, []], [30, []], [27, []], [39, [39, 47, 46]], [47, []], [25, []], [46, []]]], [[[11, [11, 8, 2, 9]]], [[15, [15, 7, 6, 13]]], [[29, [29, 18, 16, 14]]], [[19, [19, 24, 26]]], [[45, [45, 35, 32, 28]]], [[31, [31, 42, 36, 34]]], [[22, [22, 17, 12, 10]]], [[48, [48, 40, 23, 33]]], [[50, [50, 44, 37, 21]]], [[49, [49, 41, 38]]], [[43, [43, 20, 30, 5]]], [[5, [25, 27]]], [[39, [39, 47, 46]]]]]",,,50.52254118,0,13,3.615384615,,,,,,(not found),,3.355064011,0,,
93,test_data/data_demand_random_50_batch_all1_equal_random/C201_0.5.dat,4,120,4,542,"[[[[0, [1]], [11, [11, 10, 9, 5]], [38, [38, 14, 18, 17]], [14, []], [31, [31, 29, 12]], [9, []], [18, []], [45, [45, 42, 22, 30]], [29, []], [22, [41, 32, 36, 26]], [32, []], [42, []], [1, []], [36, []], [49, [49, 34, 35]], [41, []], [12, []], [10, []], [17, []], [34, []], [35, []], [43, [43]], [26, []], [5, []], [30, []]], [[0, [3, 2, 4]], [13, [13, 7, 6, 15]], [19, [19, 24, 23, 25]], [7, []], [6, []], [15, []], [3, []], [47, [47, 40, 27, 21]], [25, []], [46, [46, 39, 37, 16]], [39, []], [27, []], [24, []], [37, []], [48, [48, 50, 8]], [23, []], [50, []], [40, []], [21, []], [44, [44, 33, 28, 20]], [4, []], [33, []], [16, []], [8, []], [2, []], [28, []], [20, []]]], [[[11, [11, 10, 9, 5]]], [[13, [13, 7, 6, 15]]], [[19, [19, 24, 23, 25]]], [[38, [38, 14, 18, 17]]], [[31, [31, 29, 12]]], [[47, [47, 40, 27, 21]]], [[46, [46, 39, 37, 16]]], [[45, [45, 42, 22, 30]]], [[22, [41, 32, 36, 26]]], [[48, [48, 50, 8]]], [[44, [44, 33, 28, 20]]], [[49, [49, 34, 35]]], [[43, [43]]]]]",643.1247837,"[[[[0, [1]], [11, [11, 9, 12, 10]], [38, [38, 14, 18, 17]], [14, []], [32, [32, 29, 34, 36]], [31, [31, 35]], [29, []], [18, []], [9, []], [45, [45, 42, 43, 41]], [22, [22, 20, 5]], [42, []], [34, []], [17, []], [10, []], [12, []], [41, []], [49, [49]], [1, []], [36, []], [35, []], [43, []], [5, []], [20, []]], [[0, [2, 4, 3]], [13, [13, 6, 15, 7]], [7, []], [19, [19, 24, 23, 27]], [6, []], [15, []], [27, []], [3, []], [47, [47, 25, 21, 8]], [25, []], [39, [39, 37, 16]], [46, [46, 30, 28, 33]], [24, []], [37, []], [48, [48, 50, 40, 26]], [23, []], [50, []], [40, []], [21, []], [44, [44]], [4, []], [33, []], [16, []], [8, []], [2, []], [28, []], [26, []], [30, []]]], [[[11, [11, 9, 12, 10]]], [[13, [13, 6, 15, 7]]], [[19, [19, 24, 23, 27]]], [[38, [38, 14, 18, 17]]], [[32, [32, 29, 34, 36]]], [[31, [31, 35]]], [[47, [47, 25, 21, 8]]], [[39, [39, 37, 16]]], [[46, [46, 30, 28, 33]]], [[45, [45, 42, 43, 41]]], [[48, [48, 50, 40, 26]]], [[44, [44]], [22, [22, 20, 5]]], [[49, [49]]]]]",47.80046881,0,13,3.538461538,49.0687108,1,13,3.538461538,,,,0.940035078,0,7.701906441,0
94,test_data/data_demand_random_50_batch_all1_equal_random/C201_0.5.dat,8,60,5,521.6619038,"[[[[0, [4, 3]], [5, [5, 6, 7]], [3, []], [6, [19, 13, 15, 25, 21, 23, 24, 26]], [19, []], [13, []], [7, []], [15, []], [25, []], [46, [46, 47, 39, 27, 33, 37, 20, 30]], [47, []], [39, []], [27, [44, 50, 40, 48, 43, 38]], [21, []], [44, []], [4, []], [33, []], [50, []], [40, []], [23, []], [48, []], [37, []], [24, []], [26, []], [43, []], [20, []], [38, []], [30, []]], [[0, [1, 2]], [14, [14, 8, 16, 10, 12, 9, 11]], [2, []], [8, []], [16, []], [28, [28, 35, 34, 17, 22, 18, 29]], [35, [41, 49, 36, 42, 32, 31]], [34, []], [17, []], [10, []], [12, []], [41, []], [49, []], [36, []], [1, []], [42, []], [22, []], [32, []], [9, []], [18, []], [45, [45]], [29, []], [11, []], [31, []]]], [[[5, [5, 6, 7]]], [[14, [14, 8, 16, 10, 12, 9, 11]]], [[6, [19, 13, 15, 25, 21, 23, 24, 26]]], [[28, [28, 35, 34, 17, 22, 18, 29]]], [[35, [41, 49, 36, 42, 32, 31]]], [[46, [46, 47, 39, 27, 33, 37, 20, 30]]], [[27, [44, 50, 40, 48, 43, 38]]], [[45, [45]]]]]",832.824552,"[[[[0, [4, 3]], [20, [20, 6, 15, 16, 13, 7]], [15, [19, 27, 23, 28, 21, 24, 25, 30]], [7, []], [19, []], [13, []], [6, []], [47, [47, 48, 40, 37, 44, 33, 39]], [25, []], [39, []], [46, [46, 50]], [27, []], [3, []], [48, []], [23, []], [50, []], [40, []], [21, []], [37, []], [24, []], [44, []], [4, []], [33, []], [16, []], [28, []], [30, []]], [[0, []], [14, [14, 9, 18, 12, 10, 17, 11, 22]], [31, [31, 29, 8, 5]], [9, []], [18, []], [45, [45, 2, 1, 41, 35]], [29, []], [11, [34, 36, 49, 38, 32, 42, 26]], [22, []], [32, []], [42, []], [35, []], [34, []], [1, []], [36, []], [49, []], [41, []], [12, []], [10, []], [17, []], [2, []], [8, []], [38, []], [43, [43]], [26, []], [5, []]]], [[[14, [14, 9, 18, 12, 10, 17, 11, 22]]], [[20, [20, 6, 15, 16, 13, 7]]], [[15, [19, 27, 23, 28, 21, 24, 25, 30]]], [[31, [31, 29, 8, 5]]], [[45, [45, 2, 1, 41, 35]]], [[11, [34, 36, 49, 38, 32, 42, 26]]], [[47, [47, 48, 40, 37, 44, 33, 39]]], [[43, [43]], [46, [46, 50]]]]]",38.19396886,0,8,5.75,37.73663198,1,8,6,,,,2.707737974,0,43.994662239,0
95,test_data/data_demand_random_50_batch_all1_equal_random/C201_0.5.dat,8,90,2,510.4960379,"[[[[0, [1]], [9, [9, 18, 22, 12, 17, 8, 16, 11]], [18, []], [29, [29]], [45, [45, 31, 32, 2, 36, 10, 34, 42]], [11, []], [31, []], [32, []], [22, []], [42, [49, 41, 35, 28, 30]], [1, []], [36, []], [49, []], [41, []], [12, []], [10, []], [17, []], [34, []], [35, []], [2, []], [8, []], [16, []], [28, []], [30, []]], [[0, [3, 4]], [5, [5, 7, 6]], [3, []], [15, [15, 19, 13, 14, 20]], [7, []], [19, []], [13, []], [6, []], [47, [47, 46, 39, 27, 40, 50, 23, 26]], [25, [25, 21, 24, 44, 48, 37, 33]], [46, []], [39, []], [27, []], [48, []], [23, []], [37, []], [21, []], [40, []], [50, []], [33, []], [4, []], [44, []], [24, []], [26, []], [43, [43, 38]], [20, []], [38, []], [14, []]]], [[[5, [5, 7, 6]]], [[9, [9, 18, 22, 12, 17, 8, 16, 11]]], [[15, [15, 19, 13, 14, 20]]], [[29, [29]]], [[45, [45, 31, 32, 2, 36, 10, 34, 42]]], [[47, [47, 46, 39, 27, 40, 50, 23, 26]]], [[25, [25, 21, 24, 44, 48, 37, 33]]], [[42, [49, 41, 35, 28, 30]]], [[43, [43, 38]]]]]",614.5190311,"[[[[0, [1]], [13, [13, 7, 6, 15, 10, 12, 14]], [19, [19, 25, 24, 26]], [7, []], [6, []], [15, []], [39, [39, 47, 43, 34, 41, 36, 42, 38]], [25, []], [47, []], [46, [46, 49, 28, 17, 20, 30]], [24, []], [26, []], [43, []], [28, []], [17, []], [34, []], [10, []], [12, []], [41, []], [49, []], [36, []], [1, []], [42, []], [14, []], [38, []], [20, []], [30, []]], [[0, [3, 4, 2]], [5, [5, 16, 8, 11, 9]], [3, []], [27, [27, 23, 21, 22, 29, 18]], [23, []], [48, [48, 40, 50, 33, 37, 35, 32, 31]], [37, []], [21, []], [40, []], [50, []], [33, []], [4, []], [44, [44, 45]], [16, []], [8, []], [2, []], [35, []], [32, []], [22, []], [11, []], [29, []], [45, []], [18, []], [9, []], [31, []]]], [[[13, [13, 7, 6, 15, 10, 12, 14]]], [[5, [5, 16, 8, 11, 9]]], [[19, [19, 25, 24, 26]]], [[27, [27, 23, 21, 22, 29, 18]]], [[39, [39, 47, 43, 34, 41, 36, 42, 38]]], [[48, [48, 40, 50, 33, 37, 35, 32, 31]]], [[44, [44, 45]], [46, [46, 49, 28, 17, 20, 30]]]]]",43.56601645,0,9,5.222222222,52.06281828,1,7,6.571428571,,,,2.903672597,0,16.799305264,0
96,test_data/data_demand_random_50_batch_all1_equal_random/C201_0.5.dat,8,120,2,500,"[[[[0, [4, 3]], [13, [13, 6, 7, 15]], [19, [19, 24, 23, 21, 16, 25, 20]], [7, []], [6, []], [15, []], [3, []], [25, []], [47, [47, 39, 46, 33, 40, 37, 28, 27]], [27, []], [39, []], [46, []], [24, []], [4, []], [33, []], [50, [50, 48, 44, 43, 26]], [40, []], [23, []], [48, []], [37, []], [21, []], [44, []], [16, []], [28, []], [26, []], [43, []], [20, []]], [[0, [2, 1]], [5, [5, 8, 11, 12, 10]], [8, []], [2, []], [35, [35, 34, 29, 18, 22, 9, 14, 17]], [34, []], [17, []], [10, []], [12, []], [41, [41, 49, 42, 45, 32, 31, 36]], [49, []], [36, []], [1, []], [42, []], [32, []], [22, []], [11, []], [29, []], [45, []], [18, []], [9, []], [31, []], [14, []], [38, [38, 30]], [30, []]]], [[[5, [5, 8, 11, 12, 10]]], [[13, [13, 6, 7, 15]]], [[19, [19, 24, 23, 21, 16, 25, 20]]], [[35, [35, 34, 29, 18, 22, 9, 14, 17]]], [[41, [41, 49, 42, 45, 32, 31, 36]]], [[47, [47, 39, 46, 33, 40, 37, 28, 27]]], [[38, [38, 30]]], [[50, [50, 48, 44, 43, 26]]]]]",553.3286219,"[[[[0, [3, 2, 1, 4]], [15, [15, 10, 8, 16, 12]], [3, []], [38, [38, 28, 17, 23, 24, 26, 20, 21]], [28, []], [17, []], [41, [41, 40, 33, 30, 36, 37]], [49, [49, 44, 50, 48]], [36, []], [1, []], [12, []], [10, []], [2, []], [8, []], [16, []], [4, []], [44, []], [33, []], [50, []], [40, []], [23, []], [48, []], [37, []], [21, []], [24, []], [26, []], [20, []], [30, []]], [[0, []], [13, [13, 6, 7, 5, 11, 9, 14]], [7, []], [19, [19, 25, 27, 29, 18, 22]], [6, []], [25, [32, 31]], [47, [42, 47, 39, 35, 34, 43, 46, 45]], [39, []], [27, []], [46, []], [5, []], [43, []], [35, []], [34, []], [42, []], [22, []], [32, []], [9, []], [18, []], [45, []], [29, []], [11, []], [31, []], [14, []]]], [[[15, [15, 10, 8, 16, 12]]], [[13, [13, 6, 7, 5, 11, 9, 14]]], [[19, [19, 25, 27, 29, 18, 22]]], [[38, [38, 28, 17, 23, 24, 26, 20, 21]]], [[25, [32, 31]], [41, [41, 40, 33, 30, 36, 37]]], [[47, [42, 47, 39, 35, 34, 43, 46, 45]]], [[49, [49, 44, 50, 48]]]]]",52.66056256,0,8,5.75,59.84501993,1,7,6.571428571,,,,1.625,0,3.14753531,0
97,test_data/data_demand_random_50_batch_all1_equal_random/C201_1.5.dat,4,60,3,747.132746,"[[[[0, [4, 2, 3]], [4, []], [2, []], [20, [20, 6, 7, 17]], [6, [28]], [7, []], [17, []], [28, []], [30, [30, 23, 33]], [23, []], [35, [35, 29, 12, 16]], [33, []], [29, [41, 14, 27, 25]], [12, []], [16, []], [41, []], [14, []], [27, []], [3, []], [25, []], [50, [50, 22, 24, 48]], [22, []], [44, [44, 37, 43, 46]], [37, []], [43, []], [46, []], [24, []], [48, []]], [[0, [5]], [9, [9, 1]], [13, [13, 8, 10]], [8, []], [19, [19, 11, 15, 18]], [10, []], [11, []], [38, [38, 32, 31, 26]], [32, []], [31, []], [1, []], [5, []], [26, []], [36, [36, 39, 40, 21]], [15, [49, 47, 42, 34]], [39, []], [49, []], [18, []], [40, []], [21, []], [47, []], [42, []], [34, []], [45, [45]]]], [[[20, [20, 6, 7, 17]]], [[9, [9, 1]]], [[13, [13, 8, 10]]], [[19, [19, 11, 15, 18]]], [[6, [28]]], [[30, [30, 23, 33]]], [[38, [38, 32, 31, 26]]], [[35, [35, 29, 12, 16]]], [[29, [41, 14, 27, 25]]], [[36, [36, 39, 40, 21]]], [[15, [49, 47, 42, 34]]], [[50, [50, 22, 24, 48]]], [[45, [45]]], [[44, [44, 37, 43, 46]]]]]",,,35.28303717,0,14,3.285714286,,,,,,(not found),,5.635414326,0,,
