job_id,instance,A,L,run_index,best_fitness,best_solution,best_multi_fitness,best_multi_solution,best_drone_avg_trip_time,best_multi_visit_trip_count,best_drone_trip_count,best_avg_customers_per_trip,best_multi_drone_avg_trip_time,best_multi_multi_visit_trip_count,best_multi_drone_trip_count,best_multi_avg_customers_per_trip,best_solution_file,best_multi_solution_file,log,best_avg_truck_wait_per_trip,best_avg_drone_wait_per_trip,best_multi_avg_truck_wait_per_trip,best_multi_avg_drone_wait_per_trip
36,test_data/data_demand_random_50_batch_all1_equal_cluster/C201_2.5.dat,8,120,3,931.0788655,"[[[[0, [4, 6, 2, 3]], [2, []], [3, []], [9, [9]], [8, [8, 12, 7]], [4, [16, 15, 14, 13]], [12, []], [7, []], [16, []], [15, []], [6, []], [14, []], [13, []], [32, [32, 31, 30, 29]], [31, []], [30, []], [29, []], [40, [40, 41, 33, 34]], [41, []], [44, [44, 43, 42, 35, 28]], [43, []], [42, []], [33, []], [34, []], [35, []], [48, [48, 47]], [47, []], [28, []]], [[0, [1, 5]], [10, [10, 17, 11]], [17, []], [18, [18, 20, 22, 21, 19]], [20, []], [22, []], [21, [27, 26, 24, 25, 23]], [19, []], [27, []], [26, []], [24, []], [25, []], [11, []], [23, []], [38, [38, 45, 46, 37, 39, 36]], [45, []], [46, []], [37, []], [39, []], [50, [50, 49]], [49, []], [36, []], [5, []], [1, []]]], [[[9, [9]]], [[8, [8, 12, 7]]], [[4, [16, 15, 14, 13]]], [[10, [10, 17, 11]]], [[18, [18, 20, 22, 21, 19]]], [[21, [27, 26, 24, 25, 23]]], [[32, [32, 31, 30, 29]]], [[40, [40, 41, 33, 34]]], [[38, [38, 45, 46, 37, 39, 36]]], [[44, [44, 43, 42, 35, 28]]], [[50, [50, 49]]], [[48, [48, 47]]]]]",936.2937654,"[[[[0, [4, 2, 1, 3, 5, 6]], [9, [9, 12, 11, 7, 10]], [12, []], [11, []], [4, []], [2, []], [7, []], [1, []], [3, []], [5, []], [6, []], [18, [18]], [10, [27, 26, 25, 24, 23]], [27, []], [26, []], [25, []], [24, []], [23, []], [39, [39, 40]], [40, []], [43, [43, 44, 41, 45, 46, 38]], [44, []], [41, []], [45, []], [46, []], [49, [49, 50, 37, 36]], [50, []], [38, []], [37, []], [36, []]], [[0, []], [8, [8, 14, 13, 16, 17, 15]], [14, []], [13, []], [16, []], [20, [20, 21, 22, 19]], [21, []], [17, []], [15, []], [22, []], [19, []], [28, [28, 34, 31, 32, 30, 29, 33, 35]], [34, []], [31, []], [32, []], [30, []], [29, []], [42, [42]], [33, []], [35, []], [48, [48, 47]], [47, []]]], [[[9, [9, 12, 11, 7, 10]]], [[8, [8, 14, 13, 16, 17, 15]]], [[20, [20, 21, 22, 19]]], [[18, [18]]], [[10, [27, 26, 25, 24, 23]]], [[28, [28, 34, 31, 32, 30, 29, 33, 35]]], [[39, [39, 40]]], [[43, [43, 44, 41, 45, 46, 38]], [42, [42]]], [[49, [49, 50, 37, 36]]], [[48, [48, 47]]]]]",56.06680564,0,12,3.666666667,54.70885949,1,10,4.4,,,,26.202035768,0,33.165110272,0
37,test_data/data_demand_random_50_batch_all1_equal_cluster/C201_2.dat,4,60,5,869.3238076,"[[[[0, [11, 8, 4, 6]], [14, [14, 16]], [16, []], [15, [15, 30, 28]], [4, [27, 26]], [6, []], [30, []], [28, []], [27, []], [26, []], [11, [29, 13]], [8, [38, 41]], [38, [40, 39, 43, 44]], [41, []], [40, []], [39, []], [13, [42, 49, 48]], [29, []], [42, []], [43, []], [44, []], [49, []], [48, []]], [[0, [2, 5, 3, 1]], [7, [7, 9, 12, 10]], [9, []], [12, []], [2, []], [10, []], [5, []], [21, [21, 22, 23, 19]], [22, []], [23, []], [31, [31, 32, 33, 34]], [32, []], [33, [35, 36, 37, 25]], [34, []], [19, []], [18, [18, 24, 17, 20]], [17, []], [20, [50, 45, 46, 47]], [35, []], [36, []], [37, []], [50, []], [25, []], [24, []], [45, []], [46, []], [47, []], [3, []], [1, []]]], [[[14, [14, 16]]], [[7, [7, 9, 12, 10]]], [[21, [21, 22, 23, 19]]], [[15, [15, 30, 28]]], [[4, [27, 26]]], [[31, [31, 32, 33, 34]]], [[33, [35, 36, 37, 25]]], [[11, [29, 13]]], [[8, [38, 41]]], [[38, [40, 39, 43, 44]]], [[18, [18, 24, 17, 20]]], [[13, [42, 49, 48]]], [[20, [50, 45, 46, 47]]]]]",,,38.36384588,0,13,3.230769231,,,,,,(not found),,24.221288687,0,,
38,test_data/data_demand_random_50_batch_all1_equal_cluster/C201_2.dat,4,90,1,830.0483494,"[[[[0, [2, 6]], [18, [18, 19, 14, 16]], [19, []], [14, []], [16, []], [15, [15, 13, 12, 11]], [2, []], [6, []], [28, [28, 26, 27, 29]], [26, []], [27, []], [13, []], [12, []], [41, [41, 40, 39, 38]], [40, []], [39, []], [38, []], [11, []], [29, []], [42, [42, 43, 49, 44]], [43, []], [44, []], [49, []], [48, [48, 30]], [30, []]], [[0, [3, 4, 5, 1]], [3, []], [4, []], [5, []], [8, [8, 10, 9, 17]], [10, []], [9, []], [7, [7]], [17, []], [20, [20, 22, 24, 23]], [22, []], [24, []], [23, []], [21, [21, 25]], [32, [32, 33, 31, 34]], [33, []], [31, []], [34, []], [35, [35, 36, 37]], [36, []], [37, []], [50, [50, 45, 46, 47]], [25, []], [45, []], [46, []], [47, []], [1, []]]], [[[18, [18, 19, 14, 16]]], [[8, [8, 10, 9, 17]]], [[7, [7]]], [[15, [15, 13, 12, 11]]], [[20, [20, 22, 24, 23]]], [[21, [21, 25]]], [[28, [28, 26, 27, 29]]], [[32, [32, 33, 31, 34]]], [[35, [35, 36, 37]]], [[41, [41, 40, 39, 38]]], [[50, [50, 45, 46, 47]]], [[42, [42, 43, 49, 44]]], [[48, [48, 30]]]]]",952.7630546,"[[[[0, [13, 11, 7]], [16, [16, 17, 10, 19]], [17, []], [18, [18]], [10, [22, 25, 24]], [13, []], [11, []], [7, []], [31, [31, 32, 33, 34]], [32, []], [33, []], [34, []], [19, []], [22, []], [36, [36, 35, 37, 42]], [35, []], [37, []], [50, [50, 43, 44, 49]], [25, []], [24, []], [42, []], [43, []], [44, []], [49, []], [48, [48]]], [[0, [2, 5, 1, 4, 6, 3]], [5, []], [12, [12, 9, 8]], [9, []], [1, []], [2, []], [15, [15, 14]], [4, []], [14, []], [20, [20, 23, 21]], [23, []], [21, []], [26, [26]], [30, [30, 28, 27, 29]], [28, []], [27, []], [8, []], [41, [41, 40, 39, 38]], [40, []], [39, []], [38, []], [29, []], [45, [45, 46, 47]], [46, []], [47, []], [6, []], [3, []]]], [[[12, [12, 9, 8]]], [[16, [16, 17, 10, 19]]], [[18, [18]], [15, [15, 14]]], [[10, [22, 25, 24]]], [[20, [20, 23, 21]]], [[26, [26]]], [[30, [30, 28, 27, 29]]], [[31, [31, 32, 33, 34]]], [[41, [41, 40, 39, 38]]], [[36, [36, 35, 37, 42]]], [[50, [50, 43, 44, 49]]], [[45, [45, 46, 47]]], [[48, [48]]]]]",52.72874564,0,13,3.384615385,55.02624766,1,13,3.153846154,,,,21.469527857,0,14.048459337,0
39,test_data/data_demand_random_50_batch_all1_equal_cluster/C201_2.dat,4,120,1,830.0483494,"[[[[0, [2]], [2, []], [19, [19, 14, 17, 15]], [18, [18, 22, 25, 20]], [14, []], [17, []], [15, []], [20, []], [31, [31, 32, 33, 34]], [32, []], [33, []], [34, []], [22, []], [35, [35, 36, 37, 24]], [36, []], [37, []], [50, [50, 45, 46, 47]], [25, []], [24, []], [45, []], [46, []], [47, []]], [[0, [3, 6, 4, 1, 5]], [3, []], [5, []], [6, []], [4, []], [13, [13, 11, 10, 12]], [11, []], [10, []], [7, [7]], [8, [8, 16, 9]], [16, []], [21, [21, 23]], [23, []], [26, [26, 27]], [27, []], [30, [30, 28, 29]], [28, []], [12, []], [41, [41, 40, 39, 38]], [40, []], [39, []], [38, []], [9, []], [29, []], [42, [42, 43, 44, 49]], [43, []], [44, []], [49, []], [48, [48]], [1, []]]], [[[13, [13, 11, 10, 12]]], [[7, [7]]], [[8, [8, 16, 9]]], [[19, [19, 14, 17, 15]]], [[18, [18, 22, 25, 20]]], [[21, [21, 23]]], [[26, [26, 27]]], [[30, [30, 28, 29]]], [[31, [31, 32, 33, 34]]], [[35, [35, 36, 37, 24]]], [[41, [41, 40, 39, 38]]], [[50, [50, 45, 46, 47]]], [[42, [42, 43, 44, 49]]], [[48, [48]]]]]",836,"[[[[0, [4]], [7, [7]], [4, []], [15, [15, 18, 16, 14]], [19, [19]], [14, []], [18, []], [16, []], [20, [20, 22, 25]], [32, [32, 33, 31, 34]], [33, []], [31, []], [34, []], [22, []], [35, [35, 36, 37, 24]], [36, []], [37, []], [50, [50, 45, 46, 47]], [25, []], [24, []], [45, []], [46, []], [47, []]], [[0, [2, 5, 1, 3, 6]], [3, []], [2, []], [6, []], [13, [13, 11, 10]], [11, []], [10, []], [8, [8]], [17, [17, 12, 9]], [23, [23, 21]], [21, []], [5, [26, 27]], [26, []], [27, []], [30, [30, 28, 29]], [28, []], [12, []], [41, [41, 40, 39, 38]], [40, []], [39, []], [38, []], [9, []], [29, []], [42, [42, 43, 48, 44]], [43, []], [44, []], [49, [49]], [48, []], [1, []]]], [[[7, [7]]], [[13, [13, 11, 10]]], [[15, [15, 18, 16, 14]]], [[8, [8]]], [[17, [17, 12, 9]], [19, [19]]], [[23, [23, 21]]], [[20, [20, 22, 25]]], [[5, [26, 27]]], [[30, [30, 28, 29]]], [[32, [32, 33, 31, 34]]], [[35, [35, 36, 37, 24]]], [[41, [41, 40, 39, 38]]], [[50, [50, 45, 46, 47]]], [[42, [42, 43, 48, 44]]], [[49, [49]]]]]",53.12488096,0,14,3.142857143,54.48004331,1,15,2.933333333,,,,14.435990153,0,9.737034184,0
40,test_data/data_demand_random_50_batch_all1_equal_cluster/C201_2.dat,8,60,5,869.3238076,"[[[[0, [11, 8, 4, 6]], [14, [14, 16]], [16, []], [15, [15, 30, 28]], [4, [27, 26]], [6, []], [30, []], [28, []], [27, []], [26, []], [11, [29, 13]], [8, [38, 41]], [38, [40, 39, 43, 44]], [41, []], [40, []], [39, []], [13, [42, 49, 48]], [29, []], [42, []], [43, []], [44, []], [49, []], [48, []]], [[0, [2, 5, 3, 1]], [7, [7, 9, 12, 10]], [9, []], [12, []], [2, []], [10, []], [5, []], [21, [21, 22, 23, 19]], [22, []], [23, []], [31, [31, 32, 33, 34]], [32, []], [33, [35, 36, 37, 25]], [34, []], [19, []], [18, [18, 24, 17, 20]], [17, []], [20, [50, 45, 46, 47]], [35, []], [36, []], [37, []], [50, []], [25, []], [24, []], [45, []], [46, []], [47, []], [3, []], [1, []]]], [[[14, [14, 16]]], [[7, [7, 9, 12, 10]]], [[21, [21, 22, 23, 19]]], [[15, [15, 30, 28]]], [[4, [27, 26]]], [[31, [31, 32, 33, 34]]], [[33, [35, 36, 37, 25]]], [[11, [29, 13]]], [[8, [38, 41]]], [[38, [40, 39, 43, 44]]], [[18, [18, 24, 17, 20]]], [[13, [42, 49, 48]]], [[20, [50, 45, 46, 47]]]]]",,,38.36384588,0,13,3.230769231,,,,,,(not found),A8L60<=A4L60,24.221288687,0,,
41,test_data/data_demand_random_50_batch_all1_equal_cluster/C201_2.dat,8,90,3,826.0555128,"[[[[0, [2, 3, 1, 4, 5]], [19, [19]], [14, [14, 16, 7, 10, 9, 12]], [16, []], [20, [20]], [2, []], [3, []], [4, []], [26, [26, 28, 30, 27, 13]], [28, []], [30, []], [27, []], [7, []], [10, []], [9, []], [41, [41, 40, 39, 38, 29]], [40, []], [39, []], [38, []], [12, []], [13, []], [29, []], [42, [42, 43, 44, 49, 48]], [43, []], [44, []], [49, []], [48, []], [5, []], [1, []]], [[0, [6]], [11, [11, 8, 15, 17, 18]], [8, []], [15, []], [6, []], [21, [21, 22, 24, 25, 23]], [17, []], [18, []], [31, [31, 32, 33, 34, 37, 36, 35]], [32, []], [33, []], [34, []], [22, []], [24, []], [25, []], [37, []], [36, []], [35, []], [50, [50, 45, 46, 47]], [23, []], [45, []], [46, []], [47, []]]], [[[19, [19]]], [[14, [14, 16, 7, 10, 9, 12]]], [[11, [11, 8, 15, 17, 18]]], [[20, [20]]], [[21, [21, 22, 24, 25, 23]]], [[26, [26, 28, 30, 27, 13]]], [[31, [31, 32, 33, 34, 37, 36, 35]]], [[41, [41, 40, 39, 38, 29]]], [[50, [50, 45, 46, 47]]], [[42, [42, 43, 44, 49, 48]]]]]",918.7458446,"[[[[0, [1]], [1, []], [10, [10]], [7, [7]], [15, [15, 11, 8, 17, 16]], [11, []], [8, []], [17, []], [16, []], [20, [20, 24, 22, 23, 25, 21]], [23, []], [25, []], [24, [26, 27, 28, 30, 29]], [22, []], [21, []], [26, []], [27, []], [28, []], [30, []], [38, [38, 40, 41, 39, 42, 43, 44]], [40, []], [41, [49]], [39, []], [29, []], [42, []], [43, []], [44, []], [49, []]], [[0, [5, 3, 6, 2, 4]], [2, []], [5, []], [12, [12, 13, 9]], [13, []], [9, []], [3, []], [6, []], [14, [14, 18, 19]], [4, []], [18, []], [19, []], [37, [37, 36, 35, 31, 32, 33, 34]], [36, []], [35, []], [31, []], [32, []], [33, []], [34, []], [50, [50, 45, 46, 47, 48]], [45, []], [46, []], [47, []], [48, []]]], [[[12, [12, 13, 9]], [10, [10]]], [[7, [7]]], [[14, [14, 18, 19]]], [[15, [15, 11, 8, 17, 16]]], [[20, [20, 24, 22, 23, 25, 21]]], [[24, [26, 27, 28, 30, 29]]], [[37, [37, 36, 35, 31, 32, 33, 34]]], [[38, [38, 40, 41, 39, 42, 43, 44]]], [[41, [49]]], [[50, [50, 45, 46, 47, 48]]]]]",50.76112619,0,10,4.4,49.82240962,1,10,4.4,,,,37.710386215,0,8.805713332,0
42,test_data/data_demand_random_50_batch_all1_equal_cluster/C201_2.dat,8,120,3,826.0555128,"[[[[0, []], [9, [9, 8, 11]], [8, []], [16, [16, 18, 17]], [14, [14, 19]], [18, []], [19, []], [17, []], [30, [30, 27, 29]], [28, [28, 26]], [26, []], [27, []], [11, []], [41, [41, 40, 39, 38]], [40, []], [39, []], [38, []], [29, []], [42, [42, 43, 44, 49, 48]], [43, []], [44, []], [49, []], [48, []]], [[0, [2, 1, 6, 4, 3, 5]], [2, []], [3, []], [13, [13, 7]], [7, []], [10, [10, 12]], [12, []], [15, [15, 21, 22, 23, 24, 20, 25]], [1, []], [6, []], [4, []], [21, []], [22, []], [23, []], [24, []], [20, []], [33, [33, 31, 32, 34, 35, 36, 37]], [31, []], [32, []], [34, []], [35, []], [36, []], [37, []], [50, [50, 45, 46, 47]], [25, []], [45, []], [46, []], [47, []], [5, []]]], [[[9, [9, 8, 11]]], [[13, [13, 7]]], [[10, [10, 12]]], [[16, [16, 18, 17]]], [[14, [14, 19]]], [[15, [15, 21, 22, 23, 24, 20, 25]]], [[30, [30, 27, 29]]], [[28, [28, 26]]], [[33, [33, 31, 32, 34, 35, 36, 37]]], [[41, [41, 40, 39, 38]]], [[50, [50, 45, 46, 47]]], [[42, [42, 43, 44, 49, 48]]]]]",882.0555128,"[[[[0, [4, 1, 3, 5]], [4, []], [1, []], [3, []], [5, []], [7, [7, 13]], [13, []], [8, [8, 10, 12, 14, 16, 17]], [10, []], [12, []], [14, []], [16, []], [17, []], [22, [22, 24, 25]], [24, []], [25, []], [31, [31, 32, 33, 34, 35, 36, 37]], [32, []], [33, []], [34, []], [35, []], [36, []], [37, []], [50, [50, 45, 46, 48, 49, 47]], [45, []], [46, []], [48, []], [49, []], [47, []]], [[0, [2, 6]], [2, []], [6, []], [9, [9, 11, 15, 18, 19]], [11, []], [15, []], [18, []], [19, []], [20, [20, 21, 23]], [21, []], [23, [30, 27, 29, 28, 26]], [30, []], [27, []], [41, [41, 40, 39, 38, 42, 44, 43]], [40, []], [39, []], [38, []], [29, []], [42, []], [44, []], [43, []], [28, []], [26, []]]], [[[7, [7, 13]]], [[9, [9, 11, 15, 18, 19]]], [[8, [8, 10, 12, 14, 16, 17]]], [[20, [20, 21, 23]], [22, [22, 24, 25]]], [[23, [30, 27, 29, 28, 26]]], [[31, [31, 32, 33, 34, 35, 36, 37]]], [[41, [41, 40, 39, 38, 42, 44, 43]]], [[50, [50, 45, 46, 48, 49, 47]]]]]",49.81491246,0,12,3.666666667,50.90611101,1,8,5.5,,,,12.925321846,0,12.421090084,0
43,test_data/data_demand_random_50_batch_all1_equal_cluster/C201_3.dat,4,60,3,1211.907248,"[[[[0, [3]], [13, [13, 9]], [9, [17, 16]], [3, []], [17, []], [22, [22, 19, 20, 23]], [16, []], [19, []], [20, [26, 10, 11]], [23, []], [26, []], [36, [36, 37, 38, 39]], [37, []], [38, [42, 44, 41, 40]], [39, []], [42, []], [44, []], [41, []], [40, []], [10, []], [11, [47, 48, 49]], [47, []], [48, []], [49, []]], [[0, [15, 21, 18, 7, 6, 12, 8, 2, 5, 4, 1]], [15, []], [21, []], [18, []], [7, []], [6, []], [12, []], [8, []], [14, [14, 27, 24, 25]], [2, [29, 30, 32, 33]], [29, []], [30, []], [32, []], [5, [43, 45, 28, 35]], [27, []], [43, []], [45, []], [24, []], [25, []], [33, []], [28, [50, 46, 34, 31]], [35, []], [50, []], [46, []], [34, []], [31, []], [4, []], [1, []]]], [[[14, [14, 27, 24, 25]]], [[13, [13, 9]]], [[9, [17, 16]]], [[22, [22, 19, 20, 23]]], [[20, [26, 10, 11]]], [[2, [29, 30, 32, 33]]], [[36, [36, 37, 38, 39]]], [[5, [43, 45, 28, 35]]], [[38, [42, 44, 41, 40]]], [[11, [47, 48, 49]]], [[28, [50, 46, 34, 31]]]]]",,,42.24306775,0,11,3.454545455,,,,,,(not found),,31.627931645,0,,
44,test_data/data_demand_random_50_batch_all1_equal_cluster/C201_3.dat,4,90,1,1085.805844,"[[[[0, [3, 2, 5, 4]], [5, []], [10, [10, 13, 11, 12]], [13, []], [16, [16, 18, 9, 17]], [18, []], [20, [20]], [3, []], [9, []], [11, []], [12, []], [7, [7, 6, 15, 19]], [6, []], [15, []], [4, []], [2, []], [17, []], [19, []], [36, [36, 37, 38, 40]], [37, []], [38, []], [39, [39, 26, 25]], [40, []], [41, [41, 44, 43, 45]], [44, []], [43, []], [45, []], [26, []], [25, []], [50, [50, 46]], [46, []]], [[0, [1]], [8, [8, 21]], [14, [14]], [21, []], [24, [24, 23, 27, 22]], [23, []], [27, []], [22, []], [30, [30, 31, 29, 32]], [31, []], [29, []], [32, []], [34, [34, 33, 35, 28]], [33, []], [35, []], [28, []], [42, [42]], [1, []], [47, [47, 48, 49]], [48, []], [49, []]]], [[[8, [8, 21]]], [[10, [10, 13, 11, 12]]], [[16, [16, 18, 9, 17]]], [[20, [20]]], [[7, [7, 6, 15, 19]]], [[14, [14]]], [[24, [24, 23, 27, 22]]], [[30, [30, 31, 29, 32]]], [[34, [34, 33, 35, 28]]], [[36, [36, 37, 38, 40]]], [[39, [39, 26, 25]]], [[42, [42]]], [[41, [41, 44, 43, 45]]], [[47, [47, 48, 49]]], [[50, [50, 46]]]]]",1180.000693,"[[[[0, []], [13, [13, 12, 17, 20]], [12, []], [22, [22, 23, 27, 15]], [17, []], [23, []], [27, []], [20, []], [15, []], [14, [14, 18, 19, 26]], [18, []], [19, []], [36, [36, 37, 38, 39]], [37, []], [38, []], [39, []], [44, [44, 45, 35, 41]], [41, []], [43, [43]], [45, []], [26, []], [35, []], [50, [50, 46, 28]], [46, []], [28, []]], [[0, [4, 3, 2, 5]], [3, [1]], [2, []], [8, [8, 9, 10, 6]], [9, []], [10, []], [6, []], [16, [16, 7, 21, 11]], [7, []], [1, []], [4, []], [21, []], [24, [24]], [5, [30, 25, 32]], [30, []], [25, []], [32, []], [33, [33, 34, 31, 29]], [34, []], [31, []], [29, []], [42, [42, 40]], [40, []], [11, []], [47, [47, 48, 49]], [48, []], [49, []]]], [[[13, [13, 12, 17, 20]]], [[3, [1]]], [[8, [8, 9, 10, 6]]], [[16, [16, 7, 21, 11]]], [[22, [22, 23, 27, 15]]], [[14, [14, 18, 19, 26]]], [[24, [24]]], [[5, [30, 25, 32]]], [[33, [33, 34, 31, 29]]], [[36, [36, 37, 38, 39]]], [[44, [44, 45, 35, 41]]], [[43, [43]], [42, [42, 40]]], [[47, [47, 48, 49]]], [[50, [50, 46, 28]]]]]",54.29461308,0,15,3,53.27448867,1,14,3.285714286,,,,23.544212061,0,32.04401579,0
45,test_data/data_demand_random_50_batch_all1_equal_cluster/C201_3.dat,4,120,4,1085.805844,"[[[[0, [1]], [14, [14, 16, 23, 26]], [16, []], [23, []], [26, []], [20, [20, 17, 24, 25]], [22, [22]], [17, []], [36, [36, 37, 38, 39]], [37, []], [38, []], [39, []], [43, [43, 44, 45, 46]], [44, []], [45, []], [24, []], [25, []], [46, []], [50, [50, 35, 33]], [35, []], [33, []], [1, []]], [[0, [3, 4, 2, 5]], [7, [7]], [9, [9, 8, 12, 13]], [8, []], [12, []], [13, []], [6, [6]], [19, [19, 18, 21]], [18, []], [3, []], [4, []], [2, []], [11, [15, 10, 11]], [5, []], [32, [32, 31, 34, 29]], [31, []], [30, [30, 27]], [34, []], [29, []], [28, [28, 41, 40]], [27, []], [41, []], [40, []], [42, [42]], [21, []], [15, []], [10, []], [47, [47, 48, 49]], [48, []], [49, []]]], [[[7, [7]]], [[9, [9, 8, 12, 13]]], [[6, [6]]], [[14, [14, 16, 23, 26]]], [[19, [19, 18, 21]]], [[11, [15, 10, 11]]], [[20, [20, 17, 24, 25]]], [[22, [22]]], [[32, [32, 31, 34, 29]]], [[30, [30, 27]]], [[28, [28, 41, 40]]], [[36, [36, 37, 38, 39]]], [[42, [42]]], [[43, [43, 44, 45, 46]]], [[47, [47, 48, 49]]], [[50, [50, 35, 33]]]]]",1087.078866,"[[[[0, [4, 5, 2, 3]], [7, [7, 11]], [11, []], [13, [13]], [4, []], [5, []], [15, [15, 14, 19, 20]], [2, []], [3, []], [14, []], [19, []], [20, []], [17, [17, 18, 16, 26]], [18, []], [16, []], [26, []], [25, [25, 32, 30, 34]], [32, []], [30, []], [34, []], [31, [31, 29, 28, 41]], [29, []], [28, []], [40, [40, 44, 43, 45]], [41, []], [44, []], [43, []], [45, []], [46, [46, 50, 35, 33]], [50, []], [35, []], [33, []]], [[0, [1]], [6, [6]], [12, [12, 10, 8, 9]], [10, []], [1, []], [8, []], [9, []], [23, [23, 21, 22, 27]], [21, []], [22, []], [27, []], [24, [24]], [36, [36, 37, 38, 39]], [37, []], [38, []], [39, []], [42, [42]], [47, [47, 48, 49]], [48, []], [49, []]]], [[[7, [7, 11]]], [[13, [13]], [6, [6]]], [[12, [12, 10, 8, 9]]], [[15, [15, 14, 19, 20]]], [[17, [17, 18, 16, 26]]], [[23, [23, 21, 22, 27]]], [[24, [24]]], [[25, [25, 32, 30, 34]]], [[31, [31, 29, 28, 41]]], [[36, [36, 37, 38, 39]]], [[42, [42]]], [[40, [40, 44, 43, 45]]], [[47, [47, 48, 49]]], [[46, [46, 50, 35, 33]]]]]",50.06851538,0,16,2.8125,56.55747608,1,14,3.214285714,,,,31.928834772,0,21.563193509,0
46,test_data/data_demand_random_50_batch_all1_equal_cluster/C201_3.dat,8,60,1,1121.083189,"[[[[0, [4, 3]], [10, [10, 14, 17, 16, 19, 20, 18, 9]], [4, []], [14, []], [9, []], [17, []], [16, []], [19, [27, 22, 7]], [27, []], [20, []], [38, [38, 36, 37, 39]], [36, []], [37, []], [39, []], [18, []], [22, []], [3, []], [7, [47, 48, 49]], [47, []], [48, []], [49, []]], [[0, [2, 5, 1]], [13, [13, 12, 8, 15, 11, 6, 21]], [12, []], [8, []], [15, []], [11, []], [6, []], [2, [25, 33, 31, 34, 24, 23, 26, 28]], [25, []], [33, []], [31, []], [34, []], [24, []], [23, []], [21, [42, 40, 41, 44, 43, 45, 29, 30]], [42, []], [40, []], [41, []], [44, []], [43, []], [45, []], [26, []], [28, [46, 50, 35, 32]], [29, []], [30, []], [46, []], [50, []], [35, []], [32, []], [5, []], [1, []]]], [[[10, [10, 14, 17, 16, 19, 20, 18, 9]]], [[13, [13, 12, 8, 15, 11, 6, 21]]], [[2, [25, 33, 31, 34, 24, 23, 26, 28]]], [[19, [27, 22, 7]]], [[38, [38, 36, 37, 39]]], [[21, [42, 40, 41, 44, 43, 45, 29, 30]]], [[7, [47, 48, 49]]], [[28, [46, 50, 35, 32]]]]]",,,42.34008343,0,8,5.625,,,,,,(not found),,71.329516814,0,,
47,test_data/data_demand_random_50_batch_all1_equal_cluster/C201_3.dat,8,90,2,1085.805844,"[[[[0, [5]], [15, [15, 19, 16, 14, 6, 9, 13, 8]], [19, []], [16, []], [14, []], [6, []], [9, []], [13, []], [8, []], [12, [12]], [36, [36, 37, 38, 39, 41, 40]], [37, [25, 30, 32]], [38, []], [39, []], [41, []], [40, []], [44, [44, 43, 45, 23, 24]], [43, []], [45, []], [23, []], [24, []], [25, []], [50, [50, 46]], [46, []], [30, []], [32, []], [5, []]], [[0, [18, 1, 3, 4, 2]], [18, []], [1, []], [3, []], [21, [21, 17, 22, 7, 20, 10, 11]], [17, []], [22, []], [4, []], [7, []], [34, [34, 31, 29, 35, 28, 26, 27, 33]], [31, []], [29, []], [33, []], [35, []], [28, []], [26, []], [27, []], [42, [42]], [20, []], [2, []], [10, []], [11, []], [47, [47, 48, 49]], [48, []], [49, []]]], [[[21, [21, 17, 22, 7, 20, 10, 11]]], [[15, [15, 19, 16, 14, 6, 9, 13, 8]]], [[12, [12]]], [[34, [34, 31, 29, 35, 28, 26, 27, 33]]], [[36, [36, 37, 38, 39, 41, 40]]], [[37, [25, 30, 32]]], [[42, [42]]], [[44, [44, 43, 45, 23, 24]]], [[47, [47, 48, 49]]], [[50, [50, 46]]]]]",1133.02519,"[[[[0, [3, 4, 2]], [14, [14, 17, 20, 9, 7, 6, 11, 15]], [17, []], [20, []], [15, []], [3, []], [9, []], [7, []], [6, []], [4, []], [2, []], [22, [22]], [30, [30, 31, 34, 29, 28, 21, 23]], [31, []], [34, []], [29, []], [28, []], [11, []], [40, [40, 41, 44, 43, 45, 42, 25, 35]], [41, []], [44, []], [43, []], [45, []], [42, []], [21, []], [23, []], [25, []], [35, []], [50, [50, 46, 33, 32]], [46, []], [33, []], [32, []]], [[0, [5, 1]], [18, [18, 12, 8, 13, 16, 19, 10]], [12, []], [8, []], [13, []], [5, []], [24, [24, 27, 26]], [16, []], [36, [36, 38, 37, 39]], [38, []], [37, []], [39, []], [19, []], [27, []], [26, []], [1, []], [10, []], [47, [47, 48, 49]], [48, []], [49, []]]], [[[14, [14, 17, 20, 9, 7, 6, 11, 15]]], [[18, [18, 12, 8, 13, 16, 19, 10]]], [[24, [24, 27, 26]], [22, [22]]], [[30, [30, 31, 34, 29, 28, 21, 23]]], [[36, [36, 38, 37, 39]]], [[40, [40, 41, 44, 43, 45, 42, 25, 35]]], [[47, [47, 48, 49]]], [[50, [50, 46, 33, 32]]]]]",58.94107713,0,10,4.4,57.65838016,1,8,5.625,,,,34.7036782,0,68.704710861,0
